Messstelle:                ;Winklern
31.07.2013 16:30:10;  11,2
23.08.2013 20:30:10;  5,75
26.09.2013 20:30:10;  5,11
07.10.2013 11:30:10;  4,29
26.11.2013 02:45:00;  4,54
22.12.2013 09:30:00;  2,94
31.01.2014 15:45:00;  2,09
01.02.2014 04:45:00;  2,42
01.03.2014 00:00:00;  2,60
01.04.2014 10:30:00;  6,13
18.05.2014 12:15:00;  10,7
19.06.2014 17:30:00;  8,45
27.07.2014 14:45:00;  7,55
09.08.2014 12:30:00;  6,28
29.09.2014 15:30:00;  5,11
07.10.2014 12:00:00;  4,04
01.11.2014 00:45:00;  4,29
29.12.2014 08:15:00;  3,64
31.01.2015 04:00:00;  3,29
06.02.2015 22:45:00;  2,56
03.03.2015 14:00:00;  2,83
05.04.2015 20:00:00;  2,83
01.05.2015 07:30:00;  6,36
22.06.2015 15:00:00;  9,41
13.07.2015 18:00:00;  7,27
31.08.2015 12:30:00;  5,81
22.09.2015 13:15:00;  5,55
13.10.2015 17:30:00;  5,06
24.11.2015 09:30:00;  3,45
31.12.2015 07:45:00;  2,69
28.01.2016 07:15:00;  2,31
20.02.2016 10:15:00;  2,19
05.03.2016 12:30:00;  2,31
01.04.2016 14:15:00;  3,29
06.05.2016 15:00:00;  4,19
03.06.2016 09:00:00;  14,4
28.07.2016 10:15:00;  7,94
31.08.2016 07:45:00;  6,96
30.09.2016 17:30:00;  3,99
10.10.2016 12:00:00;  3,62
29.11.2016 10:45:00;  2,98
30.12.2016 08:00:00;  2,43
30.01.2017 07:45:00;  2,01
19.02.2017 12:30:00;  1,89
01.03.2017 09:15:00;  1,89
20.04.2017 18:00:00;  2,01
01.05.2017 06:00:00;  3,34
18.06.2017 11:30:00;  6,00
07.07.2017 16:00:00;  6,86
03.08.2017 16:45:00;  6,00
30.09.2017 05:30:00;  7,48
29.10.2017 11:30:00;  3,70
28.11.2017 00:00:00;  3,00
19.12.2017 04:30:00;  2,27
17.01.2018 03:00:00;  2,14
28.02.2018 06:15:00;  1,39
01.03.2018 04:30:00;  1,68
02.04.2018 01:45:00;  2,69
22.05.2018 11:45:00;  14,6
28.06.2018 23:45:00;  7,67
25.07.2018 08:45:00;  5,93
21.08.2018 01:30:00;  4,71
29.09.2018 19:15:00;  4,49
19.10.2018 16:45:00;  3,33
29.11.2018 12:00:00;  4,86
29.12.2018 14:15:00;  3,47
21.01.2019 05:15:00;  2,67
05.02.2019 10:45:00;  2,14
02.03.2019 09:30:00;  2,69
17.04.2019 13:15:00;  4,23
16.05.2019 08:45:00;  5,57
01.06.2019 11:45:00;  11,4
12.07.2019 14:45:00;  6,62
31.08.2019 14:45:00;  5,57
23.09.2019 02:15:00;  5,09
28.10.2019 01:00:00;  3,65
16.11.2019 02:30:00;  3,16
15.12.2019 07:45:00;  3,51
21.01.2020 05:30:00;  2,97
01.02.2020 11:15:00;  2,97
04.03.2020 19:00:00;  2,67
01.04.2020 03:00:00;  4,03
06.05.2020 13:00:00;  9,39
01.06.2020 12:00:00;  9,76
21.07.2020 17:15:00;  9,39
21.08.2020 16:00:00;  7,05
20.09.2020 18:30:00;  6,34
22.10.2020 13:45:00;  5,32
30.11.2020 15:45:00;  3,83
05.12.2020 17:30:00;  2,97
25.01.2021 08:00:00;  2,82
01.02.2021 00:15:00;  2,82
20.03.2021 04:30:00;  3,49
09.04.2021 11:15:00;  5,42
01.05.2021 04:45:00;  10,0
01.06.2021 11:45:00;  15,2
24.07.2021 12:45:00;  14,2
31.08.2021 15:45:00;  7,96
30.09.2021 16:00:00;  4,71
28.10.2021 13:45:00;  3,49
29.11.2021 06:45:00;  2,97
22.12.2021 08:15:00;  2,22
