Messstelle:                ;Kitzbühel (Bahnhofsbrücke)
23.06.2013 15:45:00;  4,57
31.07.2013 22:30:00;  1,89
18.08.2013 00:30:00;  1,58
08.09.2013 22:00:00;  3,09
29.10.2013 06:15:00;  2,90
28.11.2013 04:45:00;  2,77
31.12.2013 23:59:55;  1,71
29.01.2014 10:15:00;  1,34
13.02.2014 05:00:00;  1,67
03.03.2014 09:30:00;  1,64
01.04.2014 12:30:00;  3,30
07.05.2014 12:15:00;  6,58
28.06.2014 19:30:00;  2,10
06.07.2014 23:00:00;  2,55
29.08.2014 19:30:00;  4,38
30.09.2014 20:30:00;  3,57
20.10.2014 06:00:00;  2,35
30.11.2014 23:59:55;  2,61
29.12.2014 10:45:00;  1,25
01.01.2015 22:45:00;  1,62
04.02.2015 10:00:00;  1,57
07.03.2015 09:30:00;  1,72
08.04.2015 09:15:00;  3,53
19.05.2015 04:00:00;  6,78
14.06.2015 18:30:00;  3,15
22.07.2015 22:15:00;  1,58
31.08.2015 22:15:00;  1,75
01.09.2015 20:30:00;  1,74
06.10.2015 02:45:00;  1,98
24.11.2015 10:00:00;  1,13
31.12.2015 10:45:00; 0,979
19.01.2016 09:30:00; 0,697
20.02.2016 09:30:00;  1,97
16.03.2016 09:30:00;  2,15
29.04.2016 07:45:00;  5,50
01.05.2016 08:45:00;  5,56
30.06.2016 10:15:00;  5,77
11.07.2016 17:45:00;  3,05
31.08.2016 23:00:00;  2,79
16.09.2016 06:00:00;  2,07
17.10.2016 23:45:00;  1,83
15.11.2016 09:00:00;  1,77
30.12.2016 09:45:00; 0,927
07.01.2017 06:45:00; 0,529
13.02.2017 09:00:00;  1,10
08.03.2017 08:15:00;  2,08
21.04.2017 08:30:00;  3,48
31.05.2017 20:45:00;  4,15
24.06.2017 19:15:00;  1,77
07.07.2017 22:00:00;  2,71
31.08.2017 19:45:00;  3,69
01.09.2017 00:00:00;  3,99
21.10.2017 19:30:00;  2,59
30.11.2017 23:59:55;  3,28
10.12.2017 10:45:00;  2,03
02.01.2018 17:30:00;  2,67
28.02.2018 07:45:00;  1,06
01.03.2018 00:00:00;  1,36
02.04.2018 07:45:00;  3,95
31.05.2018 05:15:00;  3,55
21.06.2018 15:45:00;  2,79
31.07.2018 22:15:00;  2,07
22.08.2018 02:00:00;  1,65
30.09.2018 23:59:55;  3,11
22.10.2018 10:30:00;  1,61
29.11.2018 08:15:00;  1,35
16.12.2018 02:00:00;  1,33
30.01.2019 08:00:00;  1,89
05.02.2019 09:45:00;  2,02
15.03.2019 01:30:00;  4,37
16.04.2019 09:00:00;  6,00
07.05.2019 08:45:00;  6,29
30.06.2019 22:30:00;  3,13
26.07.2019 07:00:00;  1,62
11.08.2019 23:45:00;  2,28
01.09.2019 05:15:00;  2,43
28.10.2019 01:30:00;  1,97
03.11.2019 22:15:00;  2,21
15.12.2019 23:45:00;  2,20
21.01.2020 10:15:00;  1,41
01.02.2020 13:28:50;  2,28
09.03.2020 14:45:00;  2,75
01.04.2020 07:45:00;  2,73
31.05.2020 23:59:55;  3,04
07.06.2020 13:45:00;  2,46
31.07.2020 23:59:55;  3,68
28.08.2020 18:45:00;  3,00
21.09.2020 10:00:00;  2,61
10.10.2020 05:00:00;  4,28
29.11.2020 02:15:00;  1,88
02.12.2020 16:00:00;  1,72
11.01.2021 09:06:50;  1,19
14.02.2021 08:00:00;  1,65
21.03.2021 08:15:00;  2,08
21.04.2021 11:15:00;  3,50
06.05.2021 08:15:00;  5,56
29.06.2021 20:45:00;  2,57
03.07.2021 23:15:00;  2,55
22.08.2021 18:45:00;  3,48
15.09.2021 19:00:00;  2,75
31.10.2021 23:59:55;  1,89
30.11.2021 10:15:00;  1,78
22.12.2021 09:00:00;  1,31
