Messstelle:                ;Fischamend (Rohrbrücke)
21.10.2017 20:30:00;  5,14
11.11.2017 15:50:00;  6,98
18.12.2017 08:40:00;  6,67
28.01.2018 10:50:00;  7,62
11.02.2018 10:10:00;  4,47
01.03.2018 08:40:00;  6,08
28.04.2018 06:30:00;  3,78
29.05.2018 12:20:00;  4,38
12.06.2018 13:00:00;  4,62
21.07.2018 06:50:00;  4,62
24.08.2018 01:20:00;  3,66
20.09.2018 11:50:00;  4,57
01.10.2018 09:20:00;  4,05
23.11.2018 11:00:00;  4,29
02.12.2018 16:50:00;  6,84
28.01.2019 17:10:00;  7,92
02.02.2019 06:30:00;  8,05
30.03.2019 18:40:00;  7,93
26.04.2019 13:30:00;  5,45
03.05.2019 06:50:00;  6,46
30.06.2019 21:50:00;  4,03
26.07.2019 10:10:00;  3,48
02.08.2019 09:00:00;  3,78
01.09.2019 11:50:00;  4,02
18.10.2019 05:10:00;  3,88
26.11.2019 07:50:00;  3,39
11.12.2019 07:50:00;  3,94
24.01.2020 08:30:00;  5,18
02.02.2020 03:40:00;  6,17
31.03.2020 12:10:00;  5,37
27.04.2020 08:30:00;  4,19
04.05.2020 08:30:00;  3,91
19.06.2020 12:40:00;  5,59
29.07.2020 12:20:00;  3,22
11.08.2020 10:10:00;  3,23
20.09.2020 23:20:00;  4,19
09.10.2020 11:10:00;  5,61
26.11.2020 19:40:00;  5,27
07.12.2020 10:10:00;  5,71
05.01.2021 15:30:00;  5,29
19.02.2021 10:00:00;  6,27
25.03.2021 10:00:00;  5,69
12.04.2021 08:20:00;  4,74
11.05.2021 16:40:00;  5,24
30.06.2021 12:20:00;  2,28
07.07.2021 18:50:00;  2,48
16.08.2021 03:20:00;  4,27
29.09.2021 09:30:00;  3,59
07.10.2021 15:50:00;  3,49
17.11.2021 18:10:00;  4,56
23.12.2021 11:10:00;  5,31
