Messstelle:                ;Gloggnitz (Adlerbrücke)
09.09.2014 21:25:00;  7,90
29.10.2014 16:05:00;  2,48
25.11.2014 14:00:00;  6,11
29.12.2014 08:40:00;  4,73
01.01.2015 10:20:00;  5,13
09.02.2015 13:05:00;  3,03
16.03.2015 14:00:00;  5,04
07.04.2015 08:45:00;  8,46
26.05.2015 05:55:00;  4,84
18.06.2015 04:28:40;  2,48
13.07.2015 07:03:50;  2,56
31.08.2015 21:00:00;  1,87
13.09.2015 10:55:00;  1,70
05.10.2015 22:50:00;  2,52
01.11.2015 01:00:00;  2,16
31.12.2015 03:35:00;  2,27
25.01.2016 13:30:00;  1,73
16.02.2016 20:45:00;  6,28
17.03.2016 12:45:00;  6,18
28.04.2016 23:10:00;  5,83
17.05.2016 05:55:00;  6,00
20.06.2016 05:50:00;  3,56
27.07.2016 12:20:00;  5,08
08.08.2016 05:35:00;  5,09
27.09.2016 11:45:00;  3,08
28.10.2016 10:50:00;  3,64
30.11.2016 09:20:00;  5,07
16.12.2016 07:20:00;  3,90
23.01.2017 13:15:00;  2,68
03.02.2017 01:40:00;  3,42
14.03.2017 19:20:00;  7,85
10.04.2017 09:10:00;  7,35
31.05.2017 21:40:00;  8,21
23.06.2017 07:30:00;  3,09
08.07.2017 03:20:00;  3,14
31.08.2017 00:20:00;  3,71
01.09.2017 01:45:00;  3,93
23.10.2017 11:25:00;  3,55
09.11.2017 15:20:00;  4,64
10.12.2017 19:20:00;  5,22
18.01.2018 21:15:00;  6,68
26.02.2018 16:40:00;  3,98
01.03.2018 13:55:00;  3,78
07.04.2018 10:25:00;  8,42
28.05.2018 21:30:00;  5,08
01.06.2018 09:30:00;  2,98
30.07.2018 06:05:00;  3,37
22.08.2018 22:25:00;  3,84
29.09.2018 09:30:00;  3,46
15.10.2018 06:55:00;  2,35
15.11.2018 13:15:00;  2,26
02.12.2018 13:15:00;  3,87
04.01.2019 14:20:00;  5,48
01.02.2019 20:30:00;  5,70
15.03.2019 19:49:05;  5,93
18.04.2019 07:30:00;  6,76
08.05.2019 16:20:00;  10,2
30.06.2019 18:25:00;  5,02
12.07.2019 09:50:00;  3,28
26.08.2019 13:10:00;  1,57
02.09.2019 06:40:00;  1,99
11.10.2019 12:10:00;  1,47
01.11.2019 19:50:00;  2,70
21.12.2019 09:55:00;  2,98
16.01.2020 20:25:00;  2,92
23.02.2020 21:15:00;  4,14
31.03.2020 04:50:00;  5,41
08.04.2020 18:05:00;  4,23
19.05.2020 14:35:00;  2,54
20.06.2020 09:20:00;  4,85
24.07.2020 17:20:00;  4,30
22.08.2020 13:20:00;  3,57
24.09.2020 17:00:00;  4,94
09.10.2020 13:45:00;  5,88
27.11.2020 13:35:00;  3,30
21.12.2020 11:40:00;  3,60
12.01.2021 12:35:00;  3,02
15.02.2021 14:10:00;  5,10
05.03.2021 10:40:00;  3,94
09.04.2021 15:15:00;  5,93
29.05.2021 20:20:00;  5,99
30.06.2021 04:20:00;  3,49
13.07.2021 07:25:05;  2,01
19.08.2021 08:55:00;  1,81
08.09.2021 11:50:00;  3,25
25.10.2021 22:20:00;  2,63
01.11.2021 19:05:00;  1,94
13.12.2021 14:15:00;  3,39
