Messstelle:                ;Dobersdorf
21.06.2013 11:00:00;  5,52
29.07.2013 18:30:00;  2,22
04.08.2013 22:00:00;  2,02
06.09.2013 19:45:00;  2,84
09.10.2013 12:15:00;  3,29
02.11.2013 13:30:00;  3,99
22.12.2013 23:00:00;  4,48
19.01.2014 00:15:00;  4,48
01.02.2014 04:00:00;  4,48
31.03.2014 19:45:00;  5,25
18.04.2014 22:00:00;  4,24
07.05.2014 13:15:00;  3,99
23.06.2014 18:30:00;  3,75
21.07.2014 10:30:00;  3,29
09.08.2014 10:30:00;  4,99
30.09.2014 17:30:00;  9,46
21.10.2014 11:45:00;  5,40
05.11.2014 21:45:00;  5,52
30.12.2014 12:00:00;  4,48
08.01.2015 06:30:00;  5,79
08.02.2015 08:30:00;  3,99
19.03.2015 11:45:00;  4,22
24.04.2015 02:30:00;  3,75
12.05.2015 18:30:00;  3,06
22.06.2015 15:45:00;  2,42
07.07.2015 23:00:00;  1,34
13.08.2015 01:30:00;  1,21
02.09.2015 02:00:00;  1,09
01.10.2015 00:00:00;  1,64
23.11.2015 19:45:00;  2,42
15.12.2015 17:15:00;  2,42
02.01.2016 09:15:00;  1,48
07.02.2016 10:15:00;  2,84
25.03.2016 17:15:00;  3,75
21.04.2016 18:30:00;  2,42
01.05.2016 02:15:00;  2,84
11.06.2016 08:45:00;  5,46
11.07.2016 14:45:00;  5,97
31.08.2016 09:30:00;  7,57
30.09.2016 12:15:00;  4,06
01.10.2016 00:00:00;  4,06
05.11.2016 01:45:00;  4,06
31.12.2016 06:00:00;  3,20
21.01.2017 13:00:00;  2,61
01.02.2017 00:00:00;  3,00
31.03.2017 22:15:00;  2,65
20.04.2017 11:45:00;  2,22
29.05.2017 20:15:00;  1,64
20.06.2017 20:30:00;  1,09
19.07.2017 19:30:00;  1,09
02.08.2017 21:45:00;  1,34
06.09.2017 19:45:00;  2,22
16.10.2017 18:00:00;  2,42
03.11.2017 09:30:00;  2,63
04.12.2017 18:15:00;  2,02
08.01.2018 18:45:00;  2,84
26.02.2018 12:45:00;  2,42
01.03.2018 22:30:00;  3,06
26.04.2018 10:30:00;  4,28
10.05.2018 08:00:00;  3,84
30.06.2018 10:45:00;  5,71
22.07.2018 01:30:00;  3,62
24.08.2018 13:00:00;  2,80
30.09.2018 16:00:00;  3,38
21.10.2018 16:45:00;  3,02
16.11.2018 14:15:00;  3,04
17.12.2018 15:45:00;  2,58
25.01.2019 23:45:00;  1,64
01.02.2019 14:45:00;  3,06
27.03.2019 21:30:00;  2,65
04.04.2019 15:30:00;  2,32
26.05.2019 17:30:00;  2,44
16.06.2019 23:30:00;  2,21
26.07.2019 01:30:00;  1,56
22.08.2019 03:00:00;  1,39
02.09.2019 05:15:00;  1,34
21.10.2019 05:15:00;  1,56
02.11.2019 22:15:00;  2,14
19.12.2019 15:30:00;  4,16
23.01.2020 23:00:00;  3,13
24.02.2020 18:00:00;  2,67
31.03.2020 10:15:00;  2,36
24.04.2020 17:00:00; 0,846
30.05.2020 17:00:00; 0,920
03.06.2020 13:30:00; 0,805
31.07.2020 15:45:00;  3,62
03.08.2020 17:45:00;  2,83
22.09.2020 10:15:00;  4,92
31.10.2020 22:45:00;  8,08
30.11.2020 23:59:55;  4,51
03.12.2020 03:15:00;  4,29
19.01.2021 22:15:00;  5,75
06.02.2021 00:30:00;  6,84
30.03.2021 19:45:00;  3,98
30.04.2021 00:30:00;  2,97
11.05.2021 21:00:00;  2,65
25.06.2021 17:45:00;  2,16
29.07.2021 02:45:00;  1,68
13.08.2021 15:00:00;  1,84
07.09.2021 03:30:00;  1,53
05.10.2021 02:30:00;  1,60
17.11.2021 13:45:00;  1,92
13.12.2021 00:30:00;  2,22
