Messstelle:                ;Obertraun
10.09.2013 16:45:00;  8,02
09.10.2013 15:30:00;  3,89
27.11.2013 15:45:00;  5,14
16.12.2013 00:45:00;  4,18
31.01.2014 10:05:10;  3,33
19.02.2014 15:30:00;  4,18
04.03.2014 15:15:00;  2,62
17.04.2014 14:30:00;  11,9
06.05.2014 12:15:00;  18,1
29.06.2014 13:45:00;  6,97
26.07.2014 09:00:00;  4,63
11.08.2014 08:15:00;  9,70
20.09.2014 20:45:00;  11,9
20.10.2014 21:30:00;  3,01
30.11.2014 11:45:00;  5,14
11.12.2014 12:45:00;  2,26
02.01.2015 14:00:00;  5,20
11.02.2015 07:15:00;  4,51
01.03.2015 17:15:00;  5,63
08.04.2015 15:15:00;  12,2
31.05.2015 07:45:00;  22,3
15.06.2015 11:45:00;  14,2
25.07.2015 06:45:00;  4,18
31.08.2015 22:45:00;  3,17
01.09.2015 00:45:00;  3,12
04.10.2015 06:45:00;  4,02
18.11.2015 15:30:00;  3,35
31.12.2015 12:30:00;  3,62
21.01.2016 19:30:00;  2,31
20.02.2016 16:45:00;  6,37
14.03.2016 12:00:00;  4,07
29.04.2016 07:45:00;  10,4
01.05.2016 15:45:00;  12,9
25.06.2016 03:15:00;  14,0
11.07.2016 18:30:00;  8,41
28.08.2016 19:45:00;  7,39
04.09.2016 19:45:00;  5,68
02.10.2016 06:30:00;  6,08
29.11.2016 12:45:00;  6,20
21.12.2016 23:00:00;  3,68
26.01.2017 10:15:00;  3,56
01.02.2017 00:00:00;  4,51
08.03.2017 10:00:00;  9,62
21.04.2017 12:00:00;  11,4
01.05.2017 14:45:00;  20,9
28.06.2017 16:00:00;  7,79
23.07.2017 04:00:00;  6,55
19.08.2017 00:45:00;  6,73
30.09.2017 09:15:00;  10,1
22.10.2017 05:15:00;  6,59
30.11.2017 23:30:00;  9,06
10.12.2017 12:30:00;  4,36
28.01.2018 13:15:00;  7,79
20.02.2018 14:45:00;  2,96
03.03.2018 15:45:00;  3,88
03.04.2018 07:30:00;  13,5
28.05.2018 12:30:00;  19,5
21.06.2018 08:00:00;  8,86
31.07.2018 14:30:00;  3,56
24.08.2018 09:30:00;  3,06
19.09.2018 23:30:00;  3,42
23.10.2018 13:30:00;  2,68
19.11.2018 19:00:00;  2,58
01.12.2018 08:45:00;  2,70
13.01.2019 05:30:00;  2,62
06.02.2019 16:45:00;  4,91
15.03.2019 17:15:00;  7,99
16.04.2019 08:45:00;  18,8
17.05.2019 07:15:00;  22,4
30.06.2019 12:15:00;  30,2
27.07.2019 15:00:00;  8,53
26.08.2019 08:00:00;  3,88
22.09.2019 13:30:00;  3,05
26.10.2019 07:45:00;  3,61
03.11.2019 11:00:00;  5,13
03.12.2019 05:15:00;  5,19
30.01.2020 14:45:00;  5,51
22.02.2020 14:15:00;  10,6
31.03.2020 20:45:00;  9,71
02.04.2020 08:45:00;  8,72
31.05.2020 23:59:55;  20,6
27.06.2020 21:30:00;  14,7
10.07.2020 08:15:00;  11,2
13.08.2020 12:45:00;  6,59
22.09.2020 15:00:00;  4,54
07.10.2020 01:15:00;  11,1
30.11.2020 10:00:00;  3,33
21.12.2020 13:45:00;  3,88
21.01.2021 10:30:00;  2,49
14.02.2021 20:15:00;  4,89
09.03.2021 16:00:00;  5,37
19.04.2021 07:30:00;  8,56
06.05.2021 17:00:00;  23,2
29.06.2021 19:00:00;  7,79
30.07.2021 23:30:00;  4,92
15.08.2021 19:30:00;  8,38
14.09.2021 16:45:00;  4,62
31.10.2021 12:30:00;  4,04
30.11.2021 09:00:00;  3,26
01.12.2021 00:00:00;  4,31
