Messstelle:                ;Pöls
16.10.2013 17:32:45;  2,47
25.11.2013 05:02:45;  2,91
07.12.2013 05:47:45;  2,69
24.01.2014 17:02:45;  3,60
17.02.2014 09:02:45;  2,17
16.03.2014 18:02:50;  2,18
11.04.2014 10:47:45;  6,23
07.05.2014 17:02:45;  8,25
23.06.2014 18:20:35;  2,91
19.07.2014 13:50:35;  3,63
12.08.2014 12:20:35;  3,21
29.09.2014 13:20:35;  4,32
13.10.2014 20:05:35;  2,87
19.11.2014 16:50:35;  3,81
04.12.2014 11:20:35;  2,98
21.01.2015 07:50:35;  2,47
03.02.2015 09:50:40;  2,48
08.03.2015 02:50:35;  2,48
02.04.2015 20:35:35;  2,53
28.05.2015 12:00:00;  6,96
12.06.2015 13:45:00;  4,55
17.07.2015 22:15:00;  3,05
15.08.2015 08:45:00;  4,55
15.09.2015 17:30:00;  2,78
29.10.2015 10:15:00;  2,66
03.11.2015 04:15:00;  2,66
15.12.2015 13:00:00;  3,49
13.01.2016 00:30:00;  2,66
04.02.2016 11:15:00;  2,24
03.03.2016 02:00:00;  2,24
21.04.2016 09:15:00;  3,06
01.05.2016 04:15:00;  8,53
30.06.2016 18:45:00;  3,50
12.07.2016 04:15:00;  3,20
29.08.2016 00:30:00;  3,06
04.09.2016 15:30:00;  3,20
27.10.2016 13:30:00;  2,66
14.11.2016 10:15:00;  3,05
02.12.2016 03:00:00;  2,66
20.01.2017 07:22:15;  2,33
27.02.2017 23:30:00;  2,60
16.03.2017 09:30:00;  3,00
30.04.2017 07:15:00;  3,66
19.05.2017 21:00:00;  5,88
23.06.2017 17:30:00;  2,54
15.07.2017 06:45:00;  1,58
04.08.2017 17:30:00;  3,06
20.09.2017 09:30:00;  7,04
30.10.2017 09:00:00;  3,35
15.11.2017 15:45:00;  4,04
12.12.2017 00:30:00;  2,08
29.01.2018 10:30:00;  3,79
17.02.2018 01:45:00;  1,74
04.03.2018 09:15:00;  3,30
06.04.2018 16:00:00;  1,74
24.05.2018 16:00:00;  8,44
13.06.2018 07:30:00;  6,14
19.07.2018 07:00:00;  3,00
14.08.2018 18:00:00;  2,13
24.09.2018 10:30:00;  1,89
18.10.2018 10:00:00;  3,05
10.11.2018 23:45:00;  1,92
02.12.2018 12:45:00;  4,96
15.01.2019 13:00:00;  4,55
28.02.2019 14:00:00;  1,61
07.03.2019 01:00:00; 0,486
01.04.2019 14:00:00;  1,85
27.05.2019 10:45:00;  7,28
23.06.2019 08:15:00;  7,47
29.07.2019 19:15:00; 0,597
01.08.2019 06:45:00; 0,700
07.09.2019 18:30:00;  1,50
05.10.2019 00:45:00; 0,303
06.11.2019 18:00:00; 0,263
12.12.2019 05:30:00;  1,06
03.01.2020 08:45:00; 0,540
04.02.2020 12:00:00; 0,569
13.03.2020 15:15:00;  1,33
16.04.2020 11:30:00;  1,21
23.05.2020 20:00:00;  1,47
03.06.2020 21:00:00;  1,22
22.07.2020 22:15:00; 0,354
26.08.2020 14:15:00;  2,68
24.09.2020 06:45:00;  1,47
28.10.2020 11:45:00;  4,17
19.11.2020 18:30:00;  4,96
09.12.2020 09:30:00; 0,809
09.01.2021 22:15:00;  3,34
12.02.2021 01:30:00;  3,62
17.03.2021 10:30:00; 0,626
02.04.2021 12:00:00; 0,699
03.05.2021 17:45:00;  3,32
22.06.2021 03:30:00;  5,00
07.07.2021 04:00:00;  1,84
16.08.2021 19:30:00;  1,15
22.09.2021 15:45:00;  3,05
22.10.2021 10:15:00;  3,46
06.11.2021 07:15:00; 0,626
19.12.2021 22:45:00;  1,07
