Messstelle:                ;Selzthal
21.10.2013 08:51:25;  4,62
28.11.2013 08:21:25;  5,08
06.12.2013 13:21:25;  5,23
13.01.2014 09:06:25;  4,19
14.02.2014 08:51:25;  4,94
07.03.2014 08:36:25;  5,69
18.04.2014 08:51:25;  7,32
02.05.2014 15:51:25;  13,0
26.06.2014 07:21:25;  6,92
21.07.2014 21:06:25;  4,00
04.08.2014 07:36:25;  5,85
26.09.2014 09:21:25;  9,01
12.10.2014 13:51:25;  4,63
30.11.2014 23:00:30;  7,73
29.12.2014 11:15:30;  5,28
05.01.2015 09:45:30;  5,13
09.02.2015 14:30:30;  4,98
16.03.2015 13:45:30;  5,48
09.04.2015 10:00:30;  5,69
20.05.2015 02:30:30;  16,4
19.06.2015 07:15:30;  7,38
21.07.2015 06:15:30;  5,03
31.08.2015 19:00:30;  5,91
07.09.2015 05:00:30;  4,49
06.10.2015 11:00:30;  5,96
25.11.2015 15:30:30;  4,98
29.12.2015 03:45:30;  4,40
19.01.2016 06:30:30;  3,84
15.02.2016 09:15:30;  4,48
19.03.2016 18:00:00;  3,91
15.04.2016 06:00:00;  6,37
01.05.2016 09:00:00;  8,25
15.06.2016 14:30:00;  9,61
11.07.2016 12:00:00;  8,71
08.08.2016 07:00:35;  9,69
30.09.2016 23:45:35;  8,02
19.10.2016 07:45:35;  5,18
30.11.2016 09:00:35;  6,48
02.12.2016 09:00:35;  5,13
07.01.2017 10:45:35;  3,45
08.02.2017 11:15:35;  4,52
08.03.2017 13:15:35;  5,04
19.04.2017 22:00:00;  6,49
30.05.2017 13:00:00;  11,6
23.06.2017 17:30:00;  4,03
04.07.2017 07:30:00;  3,88
02.08.2017 13:45:00;  7,31
14.09.2017 08:52:00;  8,53
23.10.2017 07:52:00;  4,80
10.11.2017 07:22:00;  6,79
18.12.2017 22:07:00;  3,12
01.01.2018 00:22:00;  4,93
26.02.2018 06:37:00;  4,69
01.03.2018 04:52:00;  4,78
03.04.2018 13:22:00;  7,12
28.05.2018 06:13:00;  6,32
15.06.2018 06:13:00;  6,13
24.07.2018 06:28:00;  4,64
22.08.2018 16:13:00;  4,50
21.09.2018 08:43:00;  4,36
23.10.2018 13:13:00;  3,96
25.11.2018 13:13:00;  5,74
20.12.2018 11:43:00;  5,18
31.01.2019 15:13:00;  3,83
04.02.2019 08:28:00;  5,25
13.03.2019 07:15:00;  8,12
18.04.2019 06:15:00;  11,7
08.05.2019 08:45:00;  13,8
26.06.2019 06:45:00;  7,19
25.07.2019 17:00:00;  4,90
22.08.2019 10:30:00;  4,90
02.09.2019 10:45:00;  4,25
21.10.2019 08:00:00;  4,24
05.11.2019 03:30:00;  4,25
27.12.2019 08:13:00;  5,26
23.01.2020 09:28:00;  5,02
01.02.2020 21:43:00;  6,57
10.03.2020 14:28:00;  8,02
02.04.2020 10:13:00;  7,91
20.05.2020 13:43:00;  9,45
23.06.2020 12:13:00;  7,02
06.07.2020 07:13:00;  6,59
19.08.2020 06:13:00;  6,42
25.09.2020 01:28:00;  7,71
29.10.2020 08:43:00;  8,93
26.11.2020 14:13:00;  5,43
27.12.2020 09:43:00;  5,41
28.01.2021 10:43:00;  4,70
01.02.2021 09:13:00;  3,97
24.03.2021 11:28:00;  4,95
07.04.2021 07:28:00;  5,20
06.05.2021 07:13:00;  8,87
28.06.2021 06:13:00;  5,55
12.07.2021 06:28:00;  4,37
16.08.2021 06:28:00;  6,87
19.09.2021 19:43:00;  5,00
29.10.2021 08:43:00;  4,66
15.11.2021 13:58:00;  4,91
14.12.2021 10:58:00;  5,32
