Messstelle:                ;Singerin (Höllental)
29.10.2013 18:45:00;  2,30
03.11.2013 08:50:00;  2,39
09.12.2013 07:00:00;  3,35
30.01.2014 06:35:00;  2,48
27.02.2014 12:00:00;  2,74
09.03.2014 07:05:00;  2,37
08.04.2014 16:35:00;  2,40
11.05.2014 07:15:00;  3,25
18.06.2014 03:55:00;  2,36
08.07.2014 06:35:00;  2,52
25.08.2014 13:05:00;  2,66
09.09.2014 16:30:00;  3,64
17.10.2014 10:40:00;  3,26
16.11.2014 00:10:00;  2,79
30.12.2014 22:45:00;  2,44
01.01.2015 11:16:25;  2,56
09.02.2015 19:05:00;  2,36
16.03.2015 14:00:00;  3,72
08.04.2015 03:35:00;  5,01
20.05.2015 11:10:00;  3,26
29.06.2015 14:05:00;  2,50
25.07.2015 16:40:00;  1,74
31.08.2015 18:25:00;  1,49
23.09.2015 08:55:00;  1,36
03.10.2015 17:15:00;  1,45
20.11.2015 18:05:00;  1,39
31.12.2015 18:40:00;  1,43
22.01.2016 09:15:00; 0,915
16.02.2016 15:45:00;  3,06
17.03.2016 09:45:00;  3,28
29.04.2016 07:55:00;  3,03
01.05.2016 12:05:00;  3,13
09.06.2016 11:25:00;  3,69
11.07.2016 19:40:00;  3,98
31.08.2016 17:55:00;  3,08
28.09.2016 19:05:00;  2,40
03.10.2016 10:20:00;  2,43
05.11.2016 15:20:00;  3,01
06.12.2016 05:50:00;  2,16
30.01.2017 09:00:00;  1,52
01.02.2017 18:25:00;  2,19
08.03.2017 23:40:00;  5,45
17.04.2017 01:30:00;  5,00
20.05.2017 13:50:20;  4,29
30.06.2017 22:50:00;  2,58
07.07.2017 13:20:00;  1,82
31.08.2017 17:10:00;  2,12
14.09.2017 23:10:00;  2,01
22.10.2017 10:05:00;  2,19
20.11.2017 02:45:00;  3,50
10.12.2017 14:35:00;  3,29
22.01.2018 13:50:00;  3,77
26.02.2018 09:55:00;  2,15
01.03.2018 05:10:00;  1,57
30.04.2018 18:30:00;  3,43
29.05.2018 06:20:00;  2,18
12.06.2018 13:20:00;  1,99
31.07.2018 23:00:00;  2,24
22.08.2018 08:40:00;  1,62
30.09.2018 20:25:00;  1,70
15.10.2018 13:40:00; 0,963
23.11.2018 18:20:00;  1,38
01.12.2018 02:15:00;  1,60
31.01.2019 20:45:00;  3,19
01.02.2019 13:55:00;  2,98
29.03.2019 14:55:00;  5,46
14.04.2019 14:05:00;  4,54
04.05.2019 17:05:00;  5,40
30.06.2019 19:55:00;  2,34
31.07.2019 18:25:00;  1,61
28.08.2019 17:45:00;  1,32
30.09.2019 17:15:00;  1,19
25.10.2019 10:20:00; 0,642
03.11.2019 18:35:00;  1,15
20.12.2019 19:15:00;  1,05
21.01.2020 14:40:00;  1,56
10.02.2020 10:05:00;  3,86
31.03.2020 23:40:00;  2,50
28.04.2020 21:50:00;  1,67
22.05.2020 15:40:00;  1,43
09.06.2020 07:05:00;  2,80
31.07.2020 18:40:00;  1,86
01.08.2020 18:05:00;  1,80
20.09.2020 20:15:00;  2,62
09.10.2020 07:00:00;  2,49
30.11.2020 22:50:00;  2,33
21.12.2020 15:25:00;  2,06
12.01.2021 03:55:00;  1,11
15.02.2021 12:10:00;  3,22
23.03.2021 13:45:00;  2,27
09.04.2021 12:30:00;  3,22
31.05.2021 06:30:00;  2,86
30.06.2021 08:15:00;  1,77
14.07.2021 04:40:00;  1,52
15.08.2021 08:25:00;  2,07
28.09.2021 15:40:00;  1,41
06.10.2021 02:40:00;  1,49
19.11.2021 16:50:00;  1,51
10.12.2021 09:45:00;  1,66
