Messstelle:                ;Obergäu
03.12.2013 07:45:00;  5,26
07.01.2014 12:00:00;  3,04
07.02.2014 17:00:00;  4,75
05.03.2014 05:15:00;  3,23
01.04.2014 18:00:00;  11,1
06.05.2014 11:00:00;  12,4
29.06.2014 11:00:00;  7,65
26.07.2014 17:00:00;  7,65
20.08.2014 01:45:00;  12,4
19.09.2014 20:45:00;  6,38
10.10.2014 17:00:00;  3,62
29.11.2014 16:00:00;  3,84
30.12.2014 16:00:00;  2,21
25.01.2015 14:30:00;  3,59
10.02.2015 12:30:00;  4,45
07.03.2015 16:30:00;  4,51
08.04.2015 10:00:00;  11,1
01.05.2015 13:30:00;  14,3
18.06.2015 15:45:00;  6,09
17.07.2015 19:45:00;  4,75
31.08.2015 17:15:00;  4,16
19.09.2015 14:00:00;  1,32
31.10.2015 07:00:00;  2,12
04.11.2015 10:45:00;  1,39
31.12.2015 14:15:00;  2,97
04.01.2016 07:45:00;  3,23
20.02.2016 10:00:00;  5,80
17.03.2016 09:45:00;  6,99
29.04.2016 14:15:00;  8,70
01.05.2016 13:15:00;  10,6
25.06.2016 15:45:00;  12,9
11.07.2016 18:45:00;  6,99
27.08.2016 10:30:00;  4,51
14.09.2016 11:30:00; 0,403
01.10.2016 11:30:00;  3,83
14.11.2016 17:15:00;  3,42
09.12.2016 15:00:00;  1,92
01.01.2017 13:45:00;  1,54
10.02.2017 14:30:00;  6,68
02.03.2017 04:30:00;  12,9
15.04.2017 16:45:00;  11,5
22.05.2017 14:45:00;  12,9
23.06.2017 09:00:00;  6,09
20.07.2017 16:15:00;  6,68
03.08.2017 11:45:00;  6,09
29.09.2017 17:15:00;  7,65
18.10.2017 14:30:00;  6,09
20.11.2017 17:00:00;  10,2
20.12.2017 12:30:00;  7,00
14.01.2018 10:30:00;  8,70
28.02.2018 11:00:00;  3,63
02.03.2018 16:45:00;  2,86
03.04.2018 10:45:00;  17,0
31.05.2018 13:45:00;  10,6
20.06.2018 15:15:00;  8,70
31.07.2018 13:45:00;  4,27
23.08.2018 06:30:00;  1,79
12.09.2018 16:15:00;  2,06
22.10.2018 09:45:00;  1,31
25.11.2018 09:30:00;  2,16
01.12.2018 19:00:00;  3,21
12.01.2019 02:00:00;  6,09
01.02.2019 14:00:00;  7,65
14.03.2019 16:45:00;  17,0
15.04.2019 03:15:00;  18,2
07.05.2019 09:45:00;  20,0
20.06.2019 16:30:00;  14,8
11.07.2019 08:00:00;  7,65
24.08.2019 06:15:00;  5,53
22.09.2019 12:45:00;  5,26
25.10.2019 13:00:00;  4,51
10.11.2019 11:30:00;  3,83
15.12.2019 06:00:00;  2,36
15.01.2020 08:15:00;  2,74
13.02.2020 17:00:00;  9,08
25.03.2020 11:15:00;  6,57
01.04.2020 12:15:00;  7,23
31.05.2020 23:59:55;  9,75
01.06.2020 12:00:00;  8,83
06.07.2020 11:00:00;  6,68
21.08.2020 10:45:00;  5,53
24.09.2020 11:00:00;  5,81
07.10.2020 01:30:00;  9,84
10.11.2020 09:30:00;  2,36
05.12.2020 01:15:00;  1,92
18.01.2021 11:00:00;  1,43
15.02.2021 06:45:00;  5,26
11.03.2021 15:30:00;  5,81
09.04.2021 06:30:00;  9,45
06.05.2021 16:00:00;  13,3
30.06.2021 13:45:00;  9,07
30.07.2021 08:45:00;  7,65
15.08.2021 19:15:00;  6,68
15.09.2021 18:00:00;  5,00
29.10.2021 10:30:00;  4,05
24.11.2021 12:00:00;  2,68
01.12.2021 00:00:00;  4,70
