Messstelle:                ;Steeg
18.08.2013 18:15:00;  6,38
08.09.2013 20:00:00;  6,34
31.10.2013 23:59:55;  8,02
28.11.2013 12:15:00;  4,50
31.12.2013 07:45:00;  2,06
28.01.2014 10:59:05;  1,85
24.02.2014 08:15:00;  1,91
06.03.2014 11:30:00;  1,95
19.04.2014 07:34:25;  6,35
17.05.2014 09:45:00;  12,5
21.06.2014 09:15:00;  9,16
21.07.2014 04:45:00;  11,1
23.08.2014 22:00:00;  11,2
30.09.2014 11:15:00;  8,74
13.10.2014 10:15:00;  6,73
30.11.2014 23:59:55;  4,97
29.12.2014 11:54:00;  3,37
31.01.2015 23:59:55;  3,00
10.02.2015 09:42:00;  1,80
01.03.2015 06:42:00;  3,09
08.04.2015 12:00:00;  4,81
01.05.2015 05:45:00;  17,1
18.06.2015 16:15:00;  17,7
22.07.2015 10:00:00;  7,04
30.08.2015 20:15:00;  6,21
01.09.2015 15:15:00;  6,14
06.10.2015 17:00:00;  5,26
20.11.2015 06:00:00;  3,73
31.12.2015 23:59:55;  3,62
19.01.2016 02:04:15;  2,74
20.02.2016 08:30:00;  3,44
09.03.2016 11:30:00;  3,49
29.04.2016 09:15:00;  9,32
03.05.2016 12:30:00;  10,7
29.06.2016 11:15:00;  21,6
31.07.2016 12:30:00;  12,2
29.08.2016 08:00:00;  6,38
30.09.2016 18:45:00;  5,63
12.10.2016 06:45:00;  4,87
15.11.2016 08:12:50;  3,12
31.12.2016 23:59:55;  2,68
31.01.2017 08:34:45;  2,13
07.02.2017 05:00:00;  1,99
08.03.2017 19:30:00;  2,88
21.04.2017 09:45:00;  7,33
02.05.2017 10:45:00;  9,79
26.06.2017 14:30:00;  17,6
10.07.2017 17:30:00;  15,1
31.08.2017 08:15:00;  6,24
30.09.2017 20:30:00;  8,51
21.10.2017 19:00:00;  6,17
30.11.2017 23:59:55;  5,01
21.12.2017 19:30:00;  3,96
31.01.2018 23:59:55;  4,45
28.02.2018 09:02:55;  2,03
08.03.2018 13:30:20;  2,39
02.04.2018 13:00:20;  4,44
18.05.2018 12:30:00;  25,4
29.06.2018 14:45:00;  11,5
31.07.2018 23:59:55;  6,83
18.08.2018 17:30:00;  4,31
30.09.2018 17:16:15;  5,39
23.10.2018 15:00:00;  3,58
28.11.2018 17:40:20;  1,92
02.12.2018 03:25:20;  2,04
31.01.2019 23:59:55;  2,77
13.02.2019 20:30:00;  1,58
06.03.2019 17:30:00;  3,80
15.04.2019 13:00:00;  7,69
16.05.2019 12:30:00;  9,44
30.06.2019 11:30:00;  32,0
26.07.2019 13:00:00;  9,63
31.08.2019 14:30:00;  8,85
23.09.2019 06:15:00;  6,04
28.10.2019 03:45:00;  4,49
30.11.2019 23:59:55;  4,47
13.12.2019 14:45:00;  2,96
21.01.2020 01:30:00;  2,01
21.02.2020 19:30:00;  4,80
10.03.2020 08:15:00;  4,28
01.04.2020 10:00:00;  8,03
31.05.2020 13:45:00;  15,3
01.06.2020 13:15:00;  15,8
31.07.2020 23:59:55;  8,13
27.08.2020 20:30:00;  6,14
20.09.2020 00:45:00;  5,57
20.10.2020 21:45:00;  7,40
30.11.2020 11:15:00;  3,61
11.12.2020 09:45:00;  3,03
28.01.2021 14:40:10;  2,48
15.02.2021 04:03:25;  2,32
23.03.2021 11:30:00;  2,64
20.04.2021 16:00:00;  4,37
06.05.2021 16:15:00;  13,1
30.06.2021 23:59:55;  18,3
28.07.2021 09:00:00;  10,3
15.08.2021 13:00:00;  9,51
29.09.2021 04:30:00;  5,43
31.10.2021 23:59:55;  3,83
29.11.2021 22:30:00;  3,25
12.12.2021 16:30:00;  2,77
