Messstelle:                ;Stiefern
23.06.2013 13:00:00;  7,69
26.07.2013 14:40:00;  2,66
04.08.2013 21:45:00;  2,47
05.09.2013 14:15:00;  2,67
28.10.2013 08:55:00;  1,99
08.11.2013 12:35:00;  2,83
01.12.2013 10:20:00;  2,74
27.01.2014 13:10:00;  3,22
02.02.2014 11:40:00;  3,42
25.03.2014 19:25:00;  2,24
23.04.2014 19:05:00;  2,43
23.05.2014 21:10:00;  2,18
23.06.2014 09:35:00;  2,88
14.07.2014 10:55:00;  2,50
18.08.2014 12:05:00;  2,92
07.09.2014 18:00:00;  3,32
11.10.2014 21:35:00;  3,75
17.11.2014 12:05:00;  3,60
01.12.2014 12:35:00;  3,58
01.01.2015 12:15:00;  7,94
20.02.2015 12:05:00;  5,90
28.03.2015 16:35:00;  2,93
04.04.2015 09:50:00;  3,68
15.05.2015 18:00:00;  3,58
17.06.2015 09:40:00;  2,71
13.07.2015 14:00:00;  3,22
16.08.2015 15:55:00;  2,84
30.09.2015 02:15:00; 0,944
02.10.2015 04:50:00;  1,23
15.11.2015 00:50:00;  2,28
31.12.2015 12:55:00;  3,17
04.01.2016 22:10:00;  2,87
24.02.2016 00:05:00;  3,33
06.03.2016 14:15:00;  2,85
04.04.2016 17:15:00;  2,61
11.05.2016 20:35:00;  2,35
23.06.2016 23:35:00;  3,26
11.07.2016 18:00:00;  2,84
31.08.2016 15:50:00;  3,45
26.09.2016 14:50:00;  3,05
21.10.2016 21:25:00;  2,93
17.11.2016 20:15:00;  3,25
14.12.2016 12:20:00;  3,51
22.01.2017 13:45:00;  3,99
09.02.2017 15:20:00;  3,46
24.03.2017 10:35:00;  3,46
22.04.2017 15:05:00;  2,56
13.05.2017 17:00:00;  3,24
27.06.2017 23:00:00;  2,26
05.07.2017 13:55:00;  2,24
30.08.2017 11:35:00;  1,97
30.09.2017 18:40:00;  1,73
03.10.2017 02:40:00;  2,09
30.11.2017 14:40:00;  2,28
19.12.2017 17:50:00;  2,90
29.01.2018 15:55:00;  2,89
12.02.2018 13:50:00;  3,87
26.03.2018 14:00:00;  3,37
30.04.2018 19:35:00;  2,92
29.05.2018 07:55:00;  1,61
10.06.2018 20:50:00;  2,28
29.07.2018 18:20:00;  2,05
17.08.2018 14:20:00;  1,84
24.09.2018 19:00:00;  2,29
19.10.2018 11:10:00;  1,54
05.11.2018 13:15:00;  1,55
17.12.2018 09:55:00;  2,37
02.01.2019 14:30:00;  7,95
28.02.2019 12:05:00;  4,22
04.03.2019 16:00:00;  3,31
25.04.2019 17:25:00;  3,27
04.05.2019 14:45:00;  3,55
19.06.2019 10:25:00;  2,83
15.07.2019 13:35:00;  2,42
19.08.2019 10:10:00;  2,69
26.09.2019 02:30:00;  2,86
19.10.2019 19:50:00;  2,45
11.11.2019 18:40:00;  2,55
20.12.2019 22:00:00;  2,71
26.01.2020 11:15:00;  2,89
19.02.2020 07:20:00;  2,93
01.03.2020 13:15:00;  2,81
26.04.2020 23:15:00;  2,31
20.05.2020 21:15:00;  1,65
03.06.2020 18:25:00;  2,85
06.07.2020 11:55:00;  2,93
18.08.2020 06:55:00;  3,28
19.09.2020 18:30:00;  2,37
01.10.2020 17:25:00;  4,52
09.11.2020 14:15:00;  4,17
07.12.2020 09:50:00;  3,15
24.01.2021 11:45:00;  4,02
25.02.2021 11:35:00;  5,65
14.03.2021 20:15:00;  2,75
26.04.2021 14:25:00;  2,38
12.05.2021 18:20:00;  1,91
28.06.2021 17:10:00;  1,93
09.07.2021 03:55:00;  1,70
03.08.2021 10:25:00;  1,77
30.09.2021 23:55:00;  2,93
31.10.2021 14:00:00;  2,69
09.11.2021 04:15:00;  2,37
13.12.2021 19:20:00;  2,34
