dbmsnr,hzbnr01,mstnam02,gwgeb03,code03,gwkoerpe04,code04,gokmua05,gwtmug06,daterr07,datauf08,xrkko09,yhkko10,aufge_f,sym_ehyd,longitude,latitude
1002523,353722,Donnerskirchen Bl.1,313,313 Wulkatal,100146,Gruppe Hügelland Rabnitz [LRR],"125,89","9,9",20180101,,648679.81,448592.0,,1,16.659868896448362,47.88885968506794
7004443,353896,"St.Johann i.T., Bl 32",25,025 Großachengebiet,100001,Großache [DBJ],"671,13",24,20060101,,330440.28,402043.26,,2,12.408778855897431,47.514116973003865
7004444,353904,"St.Johann i.T., Bl 19",25,025 Großachengebiet,100001,Großache [DBJ],"657,28","9,95",20060101,,331444.13,403307.47,,2,12.421912088890856,47.525597773186256
7004464,353995,"St.Johann i.T., Bl 22 (SO2U)",25,025 Großachengebiet,100001,Großache [DBJ],"667,11",16,20060101,,332966.47,402628.47,,1,12.442236453532047,47.519648336163314
8002199,328179,"Dornbirn, Bl 50.3.05",4,004 Rheintal,100149,Rheintal [RHE],"427,98","7,58",19800101,,128116.19,396917.64,,2,9.727326773622949,47.4148757977137
8002203,328211,"Lustenau, Bl 50.3.09 A",4,004 Rheintal,100149,Rheintal [RHE],"402,57","4,17",19800101,,124474.33,398198.67,,2,9.67830624469282,47.42485766800466
8002197,328153,"Dornbirn, Bl 50.3.03",4,004 Rheintal,100149,Rheintal [RHE],"418,51","2,79",19800101,,126775.69,395379.12,,2,9.710528248111553,47.400486640771696
8002207,328252,"Dornbirn, Bl 50.3.13",4,004 Rheintal,100149,Rheintal [RHE],"410,06","3,16",19810101,,127327.88,398755.51,,1,9.71575393821698,47.43106434753035
1002530,353789,"Gols, Bl.121",318,318 Seewinkel,100021,Parndorfer Platte [LRR],"123,14",0,20150101,,668384.61,449949.83,,1,16.92399404947431,47.893181952438965
8002196,328146,"Hohenems, Bl 50.3.02 A",4,004 Rheintal,100149,Rheintal [RHE],"408,7","9,19",19800101,,124732.82,394146.2,,2,9.684253710261375,47.38854510279244
8002201,328195,"Dornbirn, Bl 50.3.07 A",4,004 Rheintal,100149,Rheintal [RHE],"431,33","8,36",19800101,,129510.99,397202.32,,2,9.745621603039117,47.41801563358444
8002204,328229,"Lustenau, Bl 50.3.10",4,004 Rheintal,100149,Rheintal [RHE],"403,4","3,64",19800101,,122625.55,398333.37,,2,9.653737885743974,47.425282889007754
8002208,328260,"Dornbirn, Bl 50.3.14",4,004 Rheintal,100149,Rheintal [RHE],"411,78","7,33",19810101,,128984.31,399135.14,,2,9.73746101190991,47.43516845468623
1002527,353730,Kleinhöflein Bl.25,313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"201,59","9,9",20180101,,636837.12,442546.41,,2,16.49830474995831,47.838962185724704
8002200,328187,"Dornbirn, Bl 50.3.06",4,004 Rheintal,100149,Rheintal [RHE],"452,8","10,6",19800101,,129675.25,395456.49,,2,9.748864836759534,47.402392461196186
1002522,353714,Neudorf bei Parndorf Bl.32,309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"176,34",9,20160101,,668374.03,463250.98,,2,16.93208375653915,48.012721277309026
8002198,328161,"Dornbirn, Bl 50.3.04",4,004 Rheintal,100149,Rheintal [RHE],"426,5","4,28",19800101,,127988.03,394263.05,,2,9.727263471265237,47.39096323296051
8002209,328278,"Schwarzach, Bl 50.3.15",4,004 Rheintal,100149,Rheintal [RHE],"421,96","3,08",19810101,,130842.89,400856.83,,2,9.761030887748523,47.451414499294984
1002493,353615,"Eisenzicken, Tbl 18",975,975 Steirisch Pannonisches Becken,100168,Gruppe TGWK Steirisches u. Pannonisches Becken [LRR],"301,33","11,32",20050101,,621205.13,379947.0,,1,16.258112511741174,47.281673811559905
1002515,353672,"Eisenberg, Bl 4",338,338 Unteres Pinkatal,100130,Pinkatal [LRR],"242,71","6,1",20160101,,634671.87,368965.66,,2,16.430251165299747,47.178251168447225
1002516,353680,"Unterfrauenhaid, Br 1",323,323 Raidingbachtal,100146,Gruppe Hügelland Rabnitz [LRR],"328,07",0,20170101,,638300.13,413101.57,,1,16.50181315870447,47.57373011940424
1002536,353813,"Schützen am Gebirge, Bl I A",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"127,71",0,20170101,,646938.03,444021.03,,1,16.63399811101866,47.848441062605836
1002535,353821,"Apetlon, Bl. 167 A",318,318 Seewinkel,100134,Seewinkel [LRR],"120,01",0,20170101,,665613.15,434121.35,,1,16.877313030718287,47.75207008543015
7004445,353912,"St.Johann i.T., Bl 34",25,025 Großachengebiet,100001,Großache [DBJ],"658,74","10,1",20060101,,331922.64,403060.13,,1,12.428306309274012,47.52342299539175
7004465,353987,"St.Johann i.T., Bl 13 (SO1U)",25,025 Großachengebiet,100001,Großache [DBJ],"667,94","16,95",20060101,,332913.04,402571.19,,1,12.44153560455144,47.5191274682337
7004463,354001,"St.Johann i.T., Bl 20 (SO4U)",25,025 Großachengebiet,100001,Großache [DBJ],"659,55","12,05",20060101,,332631.53,403112.42,,1,12.437713771929108,47.523967567603
7004462,354027,"St.Johann i.T., Bl   7 (SO3U)",25,025 Großachengebiet,100001,Großache [DBJ],"659,64",12,20060101,,332206.51,403004.94,,1,12.432085203187642,47.52295624244452
7004460,354035,"St.Johann i.T., Bl 16 (SO8U)",25,025 Großachengebiet,100001,Großache [DBJ],"657,73","11,95",20060101,,331980.78,403438.84,,1,12.429019799944449,47.526836264058254
7004473,354043,"Wattens, Bl 12",20,020 Unterinntal,100002,Inntal [DBJ],"549,89",0,20060101,,268741.73,379053.56,,1,11.596413280820348,47.29776703414197
7004483,354050,Lavant KB17,410,410 Oberes Drautal,100059,Drautal [DRA],"641,62",9,20060101,,364645.29,320919.57,,1,12.86950532220443,46.78697537799677
8002210,328286,"Wolfurt, Bl 50.3.16 A",4,004 Rheintal,100149,Rheintal [RHE],"406,97","2,1",19810101,,128736.22,400582.6,,2,9.733285047392675,47.44807457775417
8002211,328294,"Dornbirn, Bl 50.3.17",4,004 Rheintal,100149,Rheintal [RHE],"402,41","9,03",19810101,,126427.71,400176.1,,2,9.70295062897967,47.443454284726535
8002213,328310,"Fußach, Bl 50.3.19",4,004 Rheintal,100149,Rheintal [RHE],"399,86","6,01",19810101,,124128.32,402748.43,,2,9.670879631665375,47.46560197388769
8002216,328385,"Wolfurt, Bl 50.2.20 B",4,004 Rheintal,100149,Rheintal [RHE],"406,7","7,04",19810101,,128449.98,401889.49,,1,9.72868799199192,47.459701182344844
8002220,328427,"Fußach, Bl 50.2.24 A",4,004 Rheintal,100149,Rheintal [RHE],"398,8","4,26",19820101,,123743.19,402882.79,,2,9.665691119161396,47.46664601760373
8002222,328443,"Höchst, Bl 50.2.26",4,004 Rheintal,100149,Rheintal [RHE],"399,82","4,09",19820101,,122083.33,403096.26,,2,9.643557418300789,47.46785722904578
8002223,328450,"Höchst, Bl 50.2.27",4,004 Rheintal,100149,Rheintal [RHE],"401,54","4,81",19820101,,121828.58,402174.99,,2,9.640762123036163,47.45946858131773
8002224,328468,"Höchst, Bl 50.2.28",4,004 Rheintal,100149,Rheintal [RHE],"400,38","5,94",19820101,,120391.95,402463.89,,2,9.621541273847036,47.46144889910962
8002226,328484,"Höchst, Bl 50.2.30",4,004 Rheintal,100149,Rheintal [RHE],"397,01","5,27",19820101,,121680.46,404892.21,,2,9.63708382302553,47.48382556513647
7004486,354068,"Neustift, Bl 1",50,050 Stubaital,100010,Gruppe Zentralzone [DBJ],"973,5",7,20070101,,247414.99,359335.11,,2,11.321197810900113,47.1157612989673
7004487,354076,"Neustift, Bl 2",50,050 Stubaital,100010,Gruppe Zentralzone [DBJ],"991,76",0,20070101,,245614.69,358314.56,,1,11.297829361919819,47.10615927039675
7004506,354118,"Lienz, Bl 4",405,405 Lienzer Becken,100059,Drautal [DRA],"672,6","22,5",20070101,,357003.33,325849.91,,2,12.768929655511997,46.830879331621674
7004507,354126,"Lienz, Bl 5",405,405 Lienzer Becken,100059,Drautal [DRA],"673,15","22,5",20070101,,356822.18,325939.59,,1,12.766546149116332,46.83167431277828
7004520,354175,"Ainet, Blt 1",403,403 Iseltal,100186,Gruppe Zentralzone [DRA],"712,14",15,20080101,,350108.57,330100.91,,2,12.678067716742765,46.86863884076441
7004521,354183,"Ainet, Bl 3",403,403 Iseltal,100186,Gruppe Zentralzone [DRA],"715,23",0,20080101,,350502.51,330345.41,,1,12.68320895533649,46.87086863835158
2002443,354217,"Stranig, Bl 705",424,424 Oberes Gailtal,100060,Gailtal [DRA],"621,34","5,08",20070101,,386969.0,304206.51,,1,13.1624271055351,46.6374235335597
2002538,354225,"Berg, Bl 445",410,410 Oberes Drautal,100059,Drautal [DRA],"607,59","13,05",20080101,,384411.99,315947.73,,2,13.128615279312573,46.74301162194629
2002444,354233,"Aich, Bl 340",445,445 Jauntal,100062,Jauntal [DRA],"473,95","87,49",20070101,,512636.53,304548.16,,2,14.803935576731355,46.631084410780005
2002539,354241,"Köttwein, Bl 652",432,432 Landskroner Feld,100186,Gruppe Zentralzone [DRA],"540,34","13,51",20080101,,438823.55,308676.96,,2,13.840178849920365,46.67665922228275
2002540,354266,"Klagenfurt, Bl 260",442,442 Klagenfurter Becken,100063,Klagenfurter Becken [DRA],"440,75","7,15",20080101,,474098.94,301824.48,,2,14.300174899808606,46.61200356014493
8002214,328369,"Meiningen, Blt 01.33.06",4,004 Rheintal,100149,Rheintal [RHE],"426,4","3,5",19840101,,116160.26,383951.27,,2,9.57734044280941,47.29324256028113
6002510,328559,"Großwilfersdorf, Br  5699",340,340 Feistritztal,100126,Feistritztal [LRR],"271,29",0,19740101,,602567.91,356291.8,,1,16.00109877168308,47.074994038378115
7004489,354092,"Neustift, Bl 4",50,050 Stubaital,100010,Gruppe Zentralzone [DBJ],"990,38",0,20070101,,245846.93,358140.78,,1,11.30094884935416,47.104650936405875
6002507,328526,"Großwilfersdorf, Br  5693",340,340 Feistritztal,100126,Feistritztal [LRR],"275,16","3,1",19670101,,601807.04,357057.76,,2,15.991428149152288,47.08211627089467
8002218,328401,"Fußach, Bl 50.2.22",4,004 Rheintal,100149,Rheintal [RHE],"396,34","3,59",19820101,,123860.6,405029.95,,2,9.665902060953405,47.48599329191324
8002219,328419,"Fußach, Bl 50.2.23",4,004 Rheintal,100149,Rheintal [RHE],"396,58","3,28",19820101,,122768.63,404539.72,,1,9.651732545260975,47.48112262842171
8002221,328435,"Höchst, Bl 50.2.25",4,004 Rheintal,100149,Rheintal [RHE],"401,67","6,3",19820101,,123361.67,401529.21,,2,9.661483576047004,47.454318649839344
8002225,328476,"Höchst, Bl 50.2.29",4,004 Rheintal,100149,Rheintal [RHE],"399,31","4,5",19820101,,120640.61,403626.91,,2,9.624099707103458,47.47200804779738
8002228,328500,"Höchst, Bl 50.2.32",4,004 Rheintal,100149,Rheintal [RHE],"401,23","7,23",19820101,,119496.26,403684.19,,1,9.60889526362784,47.47203014103294
6002512,328575,"Altenmarkt, Br  5823",340,340 Feistritztal,100126,Feistritztal [LRR],"256,84",0,19740101,,607025.83,355021.26,,1,16.05919008902341,47.06217843788374
7004488,354084,"Neustift, Bl 3",50,050 Stubaital,100010,Gruppe Zentralzone [DBJ],"969,94","9,05",20070101,,247260.56,359673.03,,2,11.31904737186547,47.11876476479795
7004517,354167,"Münster, Bl 11 (E-KB 15/95)",20,020 Unterinntal,100002,Inntal [DBJ],"519,59","7,1",19960101,,288363.79,392150.71,,1,11.852584719109478,47.41924631776258
7004522,354191,"Kals, Bl 1",403,403 Iseltal,100186,Gruppe Zentralzone [DRA],"789,69",0,20080101,,343747.12,336514.01,,1,12.593807365629235,46.92582481024272
7004523,354209,"Matrei i.O., Bl 2",403,403 Iseltal,100186,Gruppe Zentralzone [DRA],"789,4","20,04",20080101,,343578.08,336310.08,,2,12.591612993966347,46.923975410338436
8002212,328302,"Lustenau, Bl 50.3.18",4,004 Rheintal,100149,Rheintal [RHE],"401,2","10,05",19810101,,124096.94,400594.34,,2,9.671811064671683,47.446228856261655
2002541,354282,"Tainach, Bl 343",445,445 Jauntal,100186,Gruppe Zentralzone [DRA],"460,1","15,25",20080101,,492486.34,306237.73,,2,14.541118890339703,46.64940262224351
2002447,354290,"Ruden, Bl 805",443,443 Altes Gurktal,100058,Altes Gurktal [DRA],"484,65","53,96",20070101,,509448.69,308686.76,,2,14.763297707999758,46.66885016700311
2002542,354308,"Feldkirchen, Bl 299",448,448 Tiebeltal,100068,Tiebel [DRA],"540,08","4,45",20080101,,458129.74,313880.59,,2,14.09321121805975,46.722068852340755
6002517,328625,"Gratwein, Br  3268",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"389,37",0,19800101,,550924.92,359890.04,,1,15.322352234234511,47.12126154150506
6002518,328633,"Gratwein, Br  3278",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"375,4","7,9",19800101,,551891.67,360450.49,,2,15.335281902692804,47.12607962196367
6002519,328641,"Kirchenviertel, Br  3271",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"373,82",0,19800101,,552545.72,360636.76,,1,15.343965028883717,47.127603352381726
6002521,328666,"Judendorf-Strassengel, Br  3276",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"386,53","16,7",19800101,,551619.48,359907.81,,2,15.331511011885311,47.12126127788336
6002522,328674,"Judendorf-Strassengel, Br  3284",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"383,6",0,19800101,,552127.65,359804.35,,1,15.338172416344339,47.12021307545103
6002523,328682,"Judendorf-Strassengel, Br  3290",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"375,87",0,19800101,,552791.97,359412.81,,1,15.346792924645412,47.11653694040754
2002458,354514,"St. Gregorn, Bl 826",439,439 Unteres Gurktal,100069,Unteres Gurktal [DRA],"486,9","19,2",20070101,,491237.97,315112.42,,2,14.526586255397637,46.72941835849884
6002516,328617,"Kalsdorf, Br  5682",340,340 Feistritztal,100126,Feistritztal [LRR],"285,02","2,5",19670101,,599522.23,358298.13,,2,15.961900898642714,47.09396888884401
2002453,354415,"Klagenfurt, Bl 233",442,442 Klagenfurter Becken,100075,Gruppe Sattnitz [DRA],"444,05","19,16",20070101,,473818.83,300244.88,,2,14.296263000090741,46.59782306695595
2002454,354431,"St. Filippen, Br 825",439,439 Unteres Gurktal,100069,Unteres Gurktal [DRA],"482,03","17,1",20070101,,489330.21,312116.09,,2,14.50103734348183,46.70272139544199
2002549,354449,"Watschig, Bl 706",424,424 Oberes Gailtal,100060,Gailtal [DRA],"596,1","7,2",20080101,,397755.53,302148.78,,2,13.303343248837345,46.619037628705534
2002553,354480,"Weitensfeld, Bl 855",433,433 Mittleres Gurktal,100186,Gruppe Zentralzone [DRA],"696,28","9,56",20090101,,466956.24,328248.19,,2,14.210802943262362,46.850504332010395
2002461,354571,"Zienitzen, Br 895",434,434 Metnitztal,100066,Metnitztal [DRA],"695,95","4,44",20070101,,476013.54,341495.59,,2,14.331807701808213,46.96871242230737
2002462,354597,"Liebenfels, Bl 275",440,440 Glantal,100061,Glantal [DRA],"473,51","9,02",20070101,20220101.0,475588.15,315680.49,J,1,14.321911768891168,46.73650113349054
2002559,354605,"Stallhofen, Bl 632",411,411 Mölltal,100186,Gruppe Zentralzone [DRA],"660,45","4,17",20090101,,391785.41,335856.11,,2,13.22475118183554,46.92227976562703
2002463,354631,"Lendorf, Bl 645",412,412 Lurnfeld,100059,Drautal [DRA],"550,79","7,44",20070101,,405350.57,325455.01,,2,13.40278434489754,46.82872737784446
2002615,354670,"Patergassen, Bl 283",436,436 Oberes Gurktal,100068,Tiebel [DRA],"1007,97","8,86",20130101,,442527.31,323240.29,,2,13.88995223815809,46.80746666908245
2002557,354563,"Penk, Bl 633",411,411 Mölltal,100186,Gruppe Zentralzone [DRA],"639,4","4,2",20090101,,394730.53,332846.94,,2,13.263466169682552,46.895235114649005
2002452,354399,"Klagenfurt, Bl 232",442,442 Klagenfurter Becken,100063,Klagenfurter Becken [DRA],"438,23","6,23",20070101,,475622.42,302236.64,,2,14.320133264445028,46.61553994854302
2002548,354423,"Stranig, Bl 707",424,424 Oberes Gailtal,100060,Gailtal [DRA],"621,9","5,1",20080101,,386699.06,304087.55,,1,13.158904426137344,46.6363476799539
2002552,354464,"Weitensfeld, Bl 856",433,433 Mittleres Gurktal,100186,Gruppe Zentralzone [DRA],"710,61","8,9",20090101,,464559.02,328356.88,,2,14.179380296628631,46.851720692790614
2002616,354688,"Ferlach, Bl 518",435,435 Rosental,100067,Rosental [DRA],"434,91","16,98",20130101,,476813.66,294002.19,,2,14.334305662133703,46.541318258313716
2002543,354324,"Klagenfurt, Bl 261",442,442 Klagenfurter Becken,100063,Klagenfurter Becken [DRA],"434,9","3,67",20080101,,476766.35,300801.27,,2,14.334828232983194,46.60249463856308
2002456,354472,"Garzern, Bl 235",437,437 Krappfeld-Hauptstockwerk,100064,Krappfeld [DRA],"583,48","34,01",20070101,,487085.6,325704.88,,2,14.474286689809457,46.825276100320224
2002457,354498,"Lindenwirt, Bl 236",437,437 Krappfeld-Hauptstockwerk,100064,Krappfeld [DRA],"587,52","38,96",20070101,,487004.53,326321.64,,2,14.473342388133059,46.830835666024505
2002555,354522,"Griffen, Bl 811",443,443 Altes Gurktal,100058,Altes Gurktal [DRA],"486,66","22,04",20090101,,507154.74,312130.89,,2,14.734129075836776,46.70020961619111
2002544,354340,"St. Andrä, Bl 916",447,447 Lavanttal,100065,Lavanttal [DRA],"405,7","6,17",20080101,,515225.83,319307.87,,2,14.841483859780908,46.76341837463919
2002450,354357,"Weizelsdorf, Bl 525",435,435 Rosental,100067,Rosental [DRA],"435,97","7,22",20070101,,467654.19,293416.62,,2,14.214790965798622,46.53704513925525
2002451,354373,"Gumisch, Bl 244",442,442 Klagenfurter Becken,100063,Klagenfurter Becken [DRA],"394,22","5,34",20070101,,489234.65,300460.9,,2,14.49751129090439,46.59787313881424
2002546,354381,"Friesach, Bl 896",434,434 Metnitztal,100066,Metnitztal [DRA],"645,95","13,4",20090101,,480797.71,341895.99,,2,14.394758260242503,46.971745782651226
2002547,354407,"Straßburg, Bl 853",433,433 Mittleres Gurktal,100186,Gruppe Zentralzone [DRA],"607,45","10,07",20080101,,482826.96,333869.25,,2,14.419958572361917,46.89927786091696
2002455,354456,"Krasta, Bl 234",437,437 Krappfeld-Hauptstockwerk,100064,Krappfeld [DRA],"601,07","43,92",20070101,,486214.49,328447.74,,2,14.463390161650622,46.85006743701953
2002554,354506,"Straßburg, Bl 854",433,433 Mittleres Gurktal,100186,Gruppe Zentralzone [DRA],"641,35","8,52",20090101,,476701.3,332997.76,,2,14.339404850695079,46.892177308419946
2002459,354530,"Traundorf, Bl 341",445,445 Jauntal,100062,Jauntal [DRA],"490,9","79,22",20070101,,506085.08,300245.02,,1,14.717381849867042,46.59345053697874
2002614,354662,"Gnesau, Bl 282",436,436 Oberes Gurktal,100068,Tiebel [DRA],"963,45","11,97",20130101,,447377.18,320125.62,,2,13.953181684516895,46.77911352634293
2002560,354712,"Grafenstein, Bl 252",442,442 Klagenfurter Becken,100063,Klagenfurter Becken [DRA],"418,43","7,6",20080101,,486047.14,302873.47,,2,14.456361815614608,46.61999946623754
6002527,328724,"Großlobming, Br  2516",360,360 Aichfeld-Murboden,100096,Aichfeld-Murboden (Judenburg - Knittelfeld) [MUR],"636,94",0,19800101,,511640.18,366763.65,,1,14.806298820337,47.190954716651795
6002529,328740,"Kaisersberg, Br  2633",364,364 Mittleres Murtal,100099,Mittl. Murtal Knittelfeld bis Bruck/Mur [MUR],"574,8","3,45",19660101,,524352.3,382387.77,,1,14.978413333150508,47.329216385196865
6002530,328757,"Gratwein, Br  3240",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"380,29","5,8",19640101,,550802.24,361800.98,,2,15.321379111042596,47.138478300418
6002531,328765,"Gratwein, Br  3244",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"377,5",0,19800101,,551043.04,361003.98,,1,15.324284480099921,47.13125404527727
6002532,328773,"Gratwein, Br  3248",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"378,21","4,2",19800101,,550656.46,361197.15,,2,15.319254226227356,47.13308045207289
6002561,329078,"Weitersfeld, Br 38715",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"241,09",0,19810101,,583220.18,315438.83,,1,15.72982412243036,46.71326744454557
6002558,329045,"Ilz, Br  5785",341,341 Ilztal,100174,Ilz und Rittscheintal [LRR],"288,04",0,19810101,,596655.37,357071.03,,1,15.92361166556737,47.08379911188426
6002535,328807,"Goritz b. R., Br 39211",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"218,61",0,19800101,,603468.49,316383.48,,1,15.994970710819073,46.71584032374122
6002549,328955,"Neudorf, Br  5791",341,341 Ilztal,100174,Ilz und Rittscheintal [LRR],"283,62",0,19670101,,598052.65,357026.91,,1,15.941987959033844,47.08298228099091
6002559,329052,"Goritz b. R., Br   3929",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"208,44","4,9",19810101,,604039.34,314630.63,,2,16.00164777252631,46.699901935755406
2002568,354985,"Dullach, Bl 530",435,435 Rosental,100067,Rosental [DRA],"407,97","3,71",20100101,,482679.8,295035.12,,1,14.410976856598245,46.549907351143645
5002348,355073,"Mörtelsdorf, P10",357,357 Lungau,100185,Gruppe Salzburger Hohe Tauern [MUR],"1016,71","7,55",20080101,,434802.43,358896.58,,2,13.791460895240172,47.12873930707373
5002349,355099,"Unternberg, KB6",357,357 Lungau,100185,Gruppe Salzburger Hohe Tauern [MUR],"1016,42","5,53",20080101,,433298.88,358011.44,,2,13.771573017482918,47.1208527184141
6002543,328898,"Graz 14, Br  3448",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"361,25",0,19800101,,557162.56,353599.11,,1,15.402343644356646,47.06321302776746
6002548,328948,"Mutzenfeld, Br  5775",341,341 Ilztal,100174,Ilz und Rittscheintal [LRR],"292,42",0,19670101,,594881.94,356855.53,,1,15.900169636130045,47.0823900190752
6002552,328989,"Raabau, Br  5221",331,331 Raabtal,100131,Raabtal [LRR],"278,76","5,8",19810101,,595957.71,343209.22,,1,15.908382866460483,46.959350496636326
6002554,329003,"Schiefer, Br  5290",331,331 Raabtal,100131,Raabtal [LRR],"255,43","4,2",19810101,,606656.1,341246.99,,2,16.047995889588584,46.93843240361944
6002560,329060,"Lebern, Br 35221",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"339,28","11,7",19810101,,559202.24,346358.98,,1,15.426627234148373,46.99760029299463
6002562,329086,"Lichendorf, Br 38653",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"245,3","5,45",19810101,,581374.37,315878.95,,2,15.705864941055163,46.71773466768366
2002567,355008,"Unteramlach, Bl 643",412,412 Lurnfeld,100059,Drautal [DRA],"523,87","6,01",20100101,,415744.93,318561.06,,2,13.538817100249483,46.7665348073773
2002561,354795,"Friesach, Bl 897",434,434 Metnitztal,100066,Metnitztal [DRA],"624,03","4,06",20090101,,483090.24,338629.5,,2,14.424289466146158,46.942072384051656
5002350,355115,"Voidersdorf, KB5",357,357 Lungau,100185,Gruppe Salzburger Hohe Tauern [MUR],"1026,06","5,37",20080101,,428982.61,355342.8,,2,13.71450517382231,47.09704465892294
6002540,328864,"Werndorf, Bl 35662",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"315,58","8,2",19650101,,563034.41,339330.83,,2,15.47446347030647,46.9334475803106
6002536,328815,"Goritz b. R., Br 39212",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"215,92",0,19800101,,603751.53,316904.65,,1,15.998904905946233,46.72043974040835
6002525,328708,"Goritz b. R., Br  3921",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"214,95",0,19800101,,604117.91,316432.55,,1,16.003483537691533,46.71608135360558
6002544,328906,"Kasten, Br 35821",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"320,09",0,19800101,,560455.37,339201.47,,1,15.440552593996657,46.932917532054645
6002551,328971,"Gnies, Br  5761",341,341 Ilztal,100174,Ilz und Rittscheintal [LRR],"305,67","4,1",19670101,,590939.77,358425.12,,2,15.848937137834186,47.09766387787367
5002347,355016,"Mörtelsdorf, P7",357,357 Lungau,100185,Gruppe Salzburger Hohe Tauern [MUR],"1018,56","7,7",20080101,,434836.94,359246.24,,2,13.791942911799442,47.13188358601687
5002346,355032,"Mörtelsdorf, P8",357,357 Lungau,100185,Gruppe Salzburger Hohe Tauern [MUR],"1016,15","7,61",20080101,,435092.31,359006.91,,2,13.795291199339381,47.12971666183905
5002345,355057,"Mörtelsdorf, P9",357,357 Lungau,100185,Gruppe Salzburger Hohe Tauern [MUR],"1014,17","6,65",20080101,,435152.6,358768.28,,2,13.796067438200163,47.12756635714922
6002524,328690,"Dornau, Br 39139",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"212,01","3,8",19800101,,601114.58,315832.47,,1,15.963950415017681,46.71160571977381
6002526,328716,"Zelting, Br 39191",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"207,72",0,19800101,,605451.94,315333.44,,1,16.02042853185823,46.70578442666671
6002547,328930,"Graz 12, Br 33571",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"359,02",10,19810101,,558390.8,357367.83,,2,15.419841588801868,47.096815956470145
6002553,328997,"Johnsdorf, Br  5269",331,331 Raabtal,100131,Raabtal [LRR],"260,78","2,58",19810101,,603612.93,342071.96,,1,16.008414506257516,46.9467993590614
6002557,329037,"Gersdorf, Br  5636",340,340 Feistritztal,100126,Feistritztal [LRR],"336,18","4,7",19740101,,591063.86,365656.85,,1,15.853658069536102,47.16266297974762
2002569,354969,"Laak, Bl 531",435,435 Rosental,100067,Rosental [DRA],"415,1","3,62",20100101,,479425.95,293957.74,,1,14.368358210211362,46.540611275563556
3002749,327080,"Groß-Engersdorf, Br 306",224,224 Marchfeld,100020,Marchfeld [DUJ],"162,42","9,75",19810101,20210101.0,640935.48,499760.23,J,1,16.584980091971477,48.35169747155403
10001113,356014,"Haslau, Bl 1901.2",264,264 Fischamend bis Hainburger Pforte,100176,Gruppe Südl. Wiener Becken-Ostrand [DUJ],"148,62","7,8",19820101,,652173.52,474727.24,,1,16.72178231036319,48.12240367207505
10001130,356030,"Orth, Bl 1903.1",224,224 Marchfeld,100020,Marchfeld [DUJ],"149,37","5,7",19810101,,649782.51,475662.45,,2,16.690229238142443,48.13174132758467
10001110,356055,"Wolfsthal, Bl 1873.2",264,264 Fischamend bis Hainburger Pforte,100176,Gruppe Südl. Wiener Becken-Ostrand [DUJ],"139,81",9,19880101,,676789.67,477907.48,,1,17.054186954409428,48.140864282343124
10001114,356063,"Wolfsthal, Bl 1873.10",264,264 Fischamend bis Hainburger Pforte,100176,Gruppe Südl. Wiener Becken-Ostrand [DUJ],"138,54",0,19870101,,676577.82,477260.03,,1,17.05092695599859,48.135137687957744
10001115,356071,"Wolfsthal, Bl 1873.12",264,264 Fischamend bis Hainburger Pforte,100176,Gruppe Südl. Wiener Becken-Ostrand [DUJ],"138,7","11,5",19880101,,676474.92,476481.84,,1,17.049046121291347,48.12818940425681
