dbmsnr,hzbnr01,mstnam02,gew03,mpmua04,egarea05,daterr06,datauf07,xrkko08,yhkko09,aufge_f,nschreiber,longitude,latitude
4000151,106542,Breitenau,Krumme Steyrling,514,0,1982,,476578.28,438989.4,,,14.356051081578142,47.84576430760246
6000120,112003,Breitenau bei Mixnitz,Mur,560,0,1947,,558958.89,390054.21,,,15.438978076791887,47.39067260110131
6000217,123034,Breitenbach,Kainach,880,0,1994,,531249.48,361394.47,,,15.063492436222866,47.13902430073693
3000205,109330,Breitenfeld,Seebsbach,568,0,1956,,550924.29,540743.56,,,15.385208913433289,48.74770240075809
3000308,115691,Breitenstein,Schwarza,722,0,1896,,586520.95,420500.9,,,15.816852002292064,47.6571796626657
3000268,109983,Bromberg,Pitten,419,0,1897,,615543.73,422127.47,,,16.20387713163446,47.66282035072927
6000033,106237,Brunngraben,Salza,710,0,1945,,546577.89,427012.04,,,15.287283168821986,47.72598427749005
5000019,103580,Bucheben,Hüttwinklache,"1076,6",0,1893,,372570.36,361408.65,,,12.970825996595682,47.15166597208656
2000069,113787,Bärental,Drau,987,0,1956,,463149.05,285741.48,,,14.154999065603931,46.46843409305062
6000168,112490,Bärnbach,Kainach,420,0,1974,,536708.82,353863.29,,,15.133166449073409,47.07016398081454
3000063,107540,Bärnkopf,Große Isper,962,0,1950,,523750.01,500219.01,,,15.003914040266215,48.3891660324827
5000023,103622,Böckstein,Gasteiner Ache,1140,0,1908,,383487.59,354150.3,,,13.115093436716185,47.08672788368652
8000062,100628,Bödele,Bregenzerach,1150,0,1894,,134252.1,397261.08,,,9.808371365216926,47.42049701978311
8000026,100263,Dalaas,Alfenz,951,0,1903,,149473.09,364097.78,,,10.02868129977636,47.12841434976118
1000043,110692,Deutsch Jahrndorf,Wiesgraben,131,0,1990,,680917.94,462771.06,,,17.099758405185145,48.003066556796014
1000075,111443,Deutsch Kaltenbrunn,Lafnitz,358,0,1992,,611758.99,358179.26,,,16.122964811412853,47.08906592224722
1000035,110601,Deutschkreutz,Ikva,175,0,1923,,648453.73,415762.28,,,16.638192656026078,47.59384765914157
2000115,114272,Diex,Wölfnitzbach,1150,0,1895,,498070.77,316802.15,,,14.616348739653567,46.74364280764499
6000036,106500,Donnersbachwald,Donnersbach,980,0,1976,,459543.81,386608.32,,,14.12132736422697,47.37629551455956
1000021,110460,Donnerskirchen,Neusiedler See,126,0,1923,,648707.07,448640.94,,,16.66026118197582,47.88928908806243
8000073,100735,Doren,Rotach,710,0,1911,,138579.67,404741.86,,,9.86125102763501,47.48949072273003
8000047,100479,Dornbirn,Dornbirnerach,441,0,1893,,128892.08,395682.5,,J,9.73835841769112,47.40409814640702
1000019,110445,Draßburg,Wulka,229,0,1950,,636677.36,432254.59,,,16.490590066389572,47.74650326415135
2000104,114165,Dreifaltigkeit,Glan,1096,0,1911,,471513.09,323115.77,,,14.269753731354175,46.80384988589466
7000178,103085,Dresdner Hütte,Ruetz,2290,0,1978,,233268.91,346512.13,,,11.13959237838927,46.99697568739975
1000077,111468,Dürnbach im Burgenland,Pinka,292,0,1992,,631073.52,378217.3,,,16.387595779536536,47.262709909762734
5002230,106690,Dürrnberg,Salzach,"819,84",0,2006,,381925.8,417941.48,,,13.091877199304191,47.66064707953026
4000110,105577,Ebelsberg (Gottschallingerstr),Traun,261,0,1895,,473159.71,482405.22,,,14.317694958531437,48.23670597391147
4000125,105734,Ebensee (Wasserwerk),Traun,422,0,1888,,433743.18,433505.88,,,13.783155457752487,47.80007038220903
1000064,111179,Eberau,Pinka,215,0,1930,,637047.14,361365.04,,,16.457542807834642,47.1090625314157
4003177,110783,Eberschwang,Antiesen,535,0,1997,,416920.02,473182.84,,,13.560037850377746,48.15767017984379
8000045,100453,Ebnit,Dornbirnerach,1051,0,1893,,129430.82,389690.4,,,9.749155242858972,47.35046541694073
1000028,110536,Edmundshof,Neusiedler See,148,0,1923,,673585.59,451530.45,,,16.994485023458516,47.90520573629007
8000064,100644,Egg,Bregenzerach,660,0,1895,,142105.38,398613.32,,,9.911591313199988,47.4358116519372
3000301,115626,Eggenburg,Schmida,362,0,1899,,582980.11,529195.76,,,15.8159150365638,48.6354896279919
6000146,112268,Eibiswald,Saggaubach,360,0,1901,,547210.08,312003.9,,,15.257787839336276,46.6913688443376
1000063,111161,Eisenberg an der Pinka,Pinka,247,0,1941,,634168.19,369077.44,,,16.42366825705559,47.17943636393361
1000047,110734,Eisenstadt,Wulka,195,0,1989,,640003.24,444599.09,,J,16.54170897489292,47.85624723085569
7000150,102806,Ellmau,Weißache,750,0,1902,,320610.44,403317.07,,,12.278014728146845,47.524447045734526
7000006,101196,Elmen-Martinau,Lech,954,0,1896,,189393.11,388039.12,,,10.54330697829692,47.357762737680346
1000056,111088,Eltendorf,Lafnitz,244,0,1899,,617554.15,349526.36,,,16.195075599760816,47.009366611483
4000117,105643,Enns,Donau,259,0,1899,,485228.04,478839.45,,,14.47947605840578,48.20314852812209
3000021,107128,Ennsbach,Ybbser Mühlbach,244,0,1954,,526051.1,473409.85,,,15.027104824475458,48.147616062692585
2002358,101659,Faak am See,Faaker See,584,0,2003,,444562.22,296011.83,,,13.913963799441138,46.56234216553148
2000036,113449,Farchtensee,Weißenbach,990,0,1951,,408306.53,309036.8,,,13.441245508389844,46.68097015919032
6000071,111294,Fehring,Raab,260,0,1895,,604287.47,340547.51,,,16.016581141137852,46.93288177091299
2000064,113738,Feistritz an der Gail,Gail,561,0,1895,,421241.5,297444.87,,,13.609818305180648,46.57638569493547
7000223,114900,Felbertauerntunnel-Süd,Tauernbach,1637,0,1979,,337207.17,357928.61,,,12.504909168192755,47.11790413839159
6003015,123216,Festenburg-Hinterberg,Schwarze Lafnitz,920,0,1999,,595059.66,401862.0,,,15.922237032049484,47.48706569978269
7000183,103135,Fieberbrunn,Fieberbrunner Ache,850,0,1895,,340994.68,396778.2,,,12.549647872028697,47.46779515229706
5000087,105940,Filzmoos,Enns,1050,0,1895,,414298.38,392863.82,,,13.522204700708834,47.43512362766683
5000083,105908,Flachau,Enns,910,0,1895,,404717.78,383016.05,,J,13.395060561540944,47.346653693469854
7000038,101519,Flirsch,Rosanna,1204,0,1990,,178507.6,365528.08,,,10.410491780360683,47.151748971486654
7000008,101212,Forchach,Lech,910,0,1895,,192817.17,394742.02,,,10.58547613009502,47.41913284338189
1000015,110403,Forchtenstein,Wulka,397,0,1931,,625113.35,427568.59,,,16.334036123532258,47.708494138817365
1000051,110775,Frankenau,Stoob,208,0,1994,,646337.43,399847.51,,,16.601177376453407,47.45158878934839
4000095,105429,Frankenburg,Vöckla,515,0,1895,,411917.62,463107.37,,,13.492508464186072,48.06714224333023
3000039,107300,Frankenfels,Pielach,468,0,1895,,548796.41,455524.63,,,15.326597681298416,47.981917241200975
3000169,108969,Franzensdorf,Donau,152,0,1927,,645923.48,481926.02,,,16.64199748427202,48.18952254067672
8000092,100925,Frastanz,Ill,487,0,1991,,120153.1,375168.34,,,9.635615823617073,47.21603113647911
1002439,106724,Frauenkirchen,Neusiedler See,122,0,2005,,668692.45,442564.21,,,16.923548038667164,47.82667894484837
6000180,112615,Frein an der Mürz,Mürz,867,0,1979,,561514.36,429224.62,,,15.487189123812726,47.74233688148119
6000059,110940,Friedberg-Ortgraben,Lafnitz,550,0,1962,,604729.09,396570.79,,,16.048057103033663,47.43652068024024
6000123,112037,Frohnleiten,Mur,420,0,1901,,550472.49,376283.5,,,15.321912372235529,47.26882098653226
3000116,108258,Furth-Harras,Triesting,488,0,1934,,592605.16,456712.7,,,15.913830052996932,47.98101774604079
5000080,105353,Fuschl,Fuschlsee,670,0,1895,,397861.73,432605.24,,,13.30402554162134,47.79283156841012
8000043,100438,Fussach,Bodensee,400,0,1944,,123741.93,404480.72,,,9.664672988047164,47.48100672495951
6000208,112896,Gaberl,Kainach,1160,0,1991,,522745.36,358031.01,,,14.950455209841516,47.110412973486696
8000042,100420,Gaissau,Bodensee,399,0,1946,,118983.32,403078.27,,,9.602482630459482,47.46636320441325
4000114,105619,Gallneukirchen,Große Gusen,330,0,1954,,479706.53,495606.42,,,14.408294776109576,48.35466615849983
3000318,115790,Gars am Kamp,Kamp,"269,7",0,1992,,572093.83,524681.94,,,15.66642159777095,48.59794188100999
6003293,115295,Gasen,Gasenbach,950,0,2006,,569931.6,390177.9,,,15.584346922835916,47.38902122053421
6002966,101030,Gasselsdorf,Pölsbach,780,0,1998,,497627.11,368002.66,,,14.62162934598355,47.204336929921816
1000004,110064,Gattendorf,Leitha,150,0,1951,,671989.46,463708.83,,J,16.98079238378747,48.01532091259427
4000064,104927,Geboltskirchen,Trattnach,540,0,1981,,422263.61,473087.28,,,13.631876691878514,48.15664983504904
6000205,112862,Gedersberg,Mur,390,0,1991,,556237.19,347671.41,,,15.388101831865391,47.01011615939665
3000157,108761,Gedersdorf,Kamp,"195,5",0,1970,,574375.62,506446.57,,,15.689859275090283,48.433381552978766
4000001,104026,Geretsberg,Inn,"505,2",0,1893,,371581.83,466218.71,,,12.950934131587584,48.09459766606988
7000138,102681,Gerlos,Gerlosbach,1263,0,1896,,301331.61,370209.74,,,12.029362141262094,47.22395609000864
3000052,107433,Gföhl,Krems,582,0,1897,,559424.57,515331.73,,,15.491179320585996,48.5171672436023
7000133,102632,Ginzling,Zemmbach,1060,0,1911,,283069.15,355751.6,,,11.791997706102316,47.09087240297827
5000048,103879,Glanegg,Salzach,"439,9",0,1931,,376705.84,427447.55,,,13.021848149225622,47.74600413064815
6000211,112946,Glanz,Saggaubach,476,0,1994,,565882.24,308042.44,,,15.500410759501728,46.65132017290031
1000073,111351,Glashütten bei Langeck,Güns,431,0,1975,,630257.03,390690.8,,,16.383275723112256,47.37514383294684
1000076,111450,Glasing,Strem,209,0,1993,,630242.64,354224.07,,,16.364266623775425,47.04728171711021
3000256,109868,Gloggnitz,Schwarza,509,0,1950,,595608.38,421540.32,,,15.938262170971791,47.66385272927869
4000123,105718,Gmunden-Traundorf,Traun,456,0,1982,,435377.05,448642.24,,,13.806191559392918,47.936160088705215
3000193,109215,Gmünd,Lainsitz,498,0,1882,,520993.27,541782.16,,,14.978555639143286,48.76343345134685
5000027,103663,Goldegg,Salzach,830,0,1951,,381549.11,379657.45,,,13.08848573585018,47.31618099680893
4000046,104745,Goldwörth,Donau,260,0,1894,,455754.94,492483.88,,,14.084650348577563,48.329104308317405
5000043,103820,Golling-Torren,Salzach,473,0,1907,,386769.91,410207.9,,,13.156627083248894,47.59118573023099
4000075,105197,Gosau,Gosaubach,765,0,1880,,415676.77,409994.31,,,13.541082072299824,47.589221524267714
2000146,114587,Grades-Klachl,Metnitz,734,0,1896,,472065.22,342102.15,,,14.280010378000672,46.97461310454115
3000065,107565,Grafenschlag,Kamp,787,0,1904,,533465.97,511256.12,,,15.13855074012796,48.486466008312725
3000078,107698,Grafenwörth,Mühlkamp,190,0,1946,,579214.55,503653.21,,,15.7540589525238,48.40693146932467
7000003,101162,Gramais,Lech,1320,0,1895,,188424.07,378126.42,,,10.535214333417562,47.2683157723512
6000127,112078,Gratkorn,Mur,392,0,1967,,550885.2,362677.08,,,15.322768038127032,47.14633957506649
6000128,112086,Graz-Andritz,Mur,361,0,1946,,557579.24,358339.91,,J,15.409493961452938,47.105754690806094
6002891,101063,Graz-Gries,Mur,350,0,1997,,558691.19,352819.6,,,15.422189428775855,47.05583420558213
2000004,113126,Greifenburg,Drau,615,0,1886,,388239.72,316300.73,,,13.17870639437547,46.74626872775953
4000169,106963,Grein,Donau,270,0,1892,,513696.21,482412.78,,,14.86343663493829,48.23088758869006
6000045,106641,Greith,Grimmingbach,945,0,1994,,451797.22,407921.98,,,14.02121058143954,47.56871393169822
3000176,109041,Gresten,Kleine Erlauf,398,0,1981,,526016.04,456076.57,,,15.021580229072775,47.99172826843788
7000101,102319,Gries im Sellrain,Melach,1227,0,1907,,234820.26,367717.72,,,11.152149210525485,47.18809713588245
4000049,104778,Grieskirchen-Moosham,Trattnach,352,0,1897,,435332.11,481539.8,,,13.80826577064679,48.23210416788815
6002911,101089,Groß St. Florian,Laßnitz,320,0,1951,,551036.87,327262.34,,,15.312886688285577,46.827753904517714
5000030,103697,Großarl,Großarlbach,890,0,1891,,389905.07,370913.53,,,13.199245625879788,47.23769225239808
5002174,118612,Großgmain,Weissbach,560,0,1994,,368945.78,425429.77,,,12.918480348855091,47.72752159199373
6000196,112771,Großlobming,Mur,650,0,1988,,511508.36,365617.3,,,14.804273291535369,47.18066445158357
6000075,111344,Großwilfersdorf,Feistritz,275,0,1977,,602658.19,356222.28,,,16.002255706696225,47.07434101976865
5000058,103978,Grubhof-St.Martin,Saalach,630,0,1946,,352362.93,408793.35,,,12.699180018975037,47.57683227828391
4000102,105494,Grünau-Almegg,Alm,540,0,1895,,445329.42,440228.45,,,13.93855837542178,47.859846006549056
6000188,112698,Gschnaidt,Mur,1128,0,1986,,538746.37,368549.69,,,15.164543228553937,47.20184487980866
7000264,119412,Gschnitz,Gschnitzbach,1280,0,1992,,247987.05,349542.41,,,11.332064215914944,47.027810909772754
7000189,103192,Gschößwand,Ziller,1790,0,1979,,286093.66,365085.51,,,11.829452748288029,47.17537500983934
6000026,106161,Gstatterboden,Enns,580,0,1946,,497384.69,410965.69,,,14.627858644301252,47.590879412394834
4000035,104638,Guglwald,Kleine Michl,"727,3",0,1925,,461733.74,521278.9,,,14.169461665570434,48.58754459860543
4000162,106864,Gutau,Waldaist,"629,7",0,1895,,494405.56,503495.5,,,14.608390837715984,48.42362549083582
3000127,108456,Gutenstein,Piesting,478,0,1873,,591460.54,445098.58,,J,15.89338054588214,47.87692868290616
3000012,107037,Göstling an der Ybbs,Ybbs,525,0,1909,,519590.68,435971.59,,,14.929955993489434,47.81210934725894
6000001,105106,Gößl,Grundlsee,710,0,1945,,442017.54,415864.05,,,13.89195528102632,47.6408705675982
8000046,100461,Gütle,Dornbirnerach,530,0,1895,,131668.49,394241.71,,,9.775989746277334,47.39229851476672
1000069,111229,Hagensdorf-Luising,Pinka,199,0,1930,,638963.57,350502.1,,,16.47699389422949,47.01070434448056
5000004,103432,Haidbach,Felber Ache,900,0,1971,,335871.9,373023.93,,,12.48513035364038,47.25359015163814
3000058,107490,Hainfeld,Gölsen,429,0,1906,,582663.31,462123.75,,,15.782963764848567,48.03256272482432
1000029,110544,Halbturn,Neusiedler See,130,0,1901,,673053.51,447870.49,,,16.985074898750693,47.87253994123997
7004210,120022,Hall in Tirol,Inn,560,0,2002,,261305.26,376627.07,,J,11.498843238845984,47.27440007016809
5002166,104281,Hallein,Salzach,443,0,1994,,381652.09,421019.14,,,13.08810120028278,47.68832912703839
8002418,121053,Hard (Rotachstrasse),Bodensee,401,0,2002,,126347.3,404413.08,,,9.69925615075668,47.481500801678415
6000204,112854,Haringgraben,Mürz,1020,0,1991,,533723.59,407003.97,,,15.109836723541964,47.54879264519085
4000034,104620,Haslach,Kleine Michl,542,0,1895,,452143.04,520986.09,,,14.039409463248166,48.58576400473751
6000153,112334,Hebalpe,Teigitsch,1310,0,1930,,527679.81,337900.64,,,15.009759305416592,46.928385272220005
2000009,113175,Heiligenblut,Möll,1325,0,1877,,363433.3,348611.29,,,12.851365826480606,47.03606970187165
1002440,105080,Heiligenkreuz,Lafnitz,228,0,2004,,621988.93,347362.4,,,16.252303556824806,46.98842656802445
4000062,104901,Helfenberg,Kleine Michl,598,0,1972,,460124.82,516444.53,,,14.14696679846334,48.544218893435065
4000060,104885,Hellmonsödt,Donau,840,0,1895,,471811.03,504170.09,,,14.303182983570723,48.432620892323925
7000005,101188,Hinterhornbach,Lech,1100,0,1900,,182685.55,388375.13,,,10.454386687971772,47.35858077410344
3000171,108993,Hinterlug,Ybbs,"455,5",0,1974,,506069.12,448928.46,,,14.752546045584758,47.93101517962964
7000018,101311,Hinterriß,Rißbach,920,0,1895,,259166.42,399504.86,,,11.463285967725309,47.479726534182646
5000045,103846,Hintersee,Almbach,727,0,1880,,391692.6,429021.83,,,13.221730460536428,47.76053975809095
4000137,106351,Hinterstoder,Steyr,590,0,1896,,461830.88,422597.74,,,14.156653888780683,47.69987282551745
6000184,112656,Hirschegg,Teigitsch,1158,0,1901,,520915.26,347557.59,,,14.923520795311608,47.01653465621028
8000070,100701,Hittisau,Subersach,802,0,1933,,144348.18,402081.07,,,9.939294670474338,47.46786806779946
6002895,123190,Hitzendorf,Kainach,427,0,2000,,548229.99,350162.8,,,15.283624977813895,47.034379770663605
7000212,113019,Hochberg,Villgratenbach,1672,0,1960,,326008.66,324376.39,,,12.362848718355464,46.81485692634328
4000172,117523,Hocheck,Schwemmbach,595,0,1992,,401380.11,460823.65,,,13.351072594079833,48.04670209978552
2000038,113464,Hochegg,Drau,1026,0,1950,,417802.93,314831.6,,,13.565621484967282,46.73292647849129
7000158,102889,Hochfilzen,Fieberbrunner Ache,960,0,1895,,346373.98,396947.43,,,12.62100151886758,47.46978539374949
6002913,101584,Hochgleinz,Gleinzbach,340,0,1991,,552493.7,324808.98,,,15.33115313194958,46.80535130399432
1000008,110320,Hochstraß,Rabnitz,424,0,1923,,631183.01,396608.73,,,16.398619931394826,47.42802209225779
3000267,109975,Hochwolkersdorf,Pitten,614,0,1897,,620993.77,422582.71,,,16.2766478847581,47.6650845061046
4000065,104935,Hofkirchen an der Trattnach,Trattnach,385,0,1981,,430176.02,479773.22,,,13.738720761375932,48.216474082847306
3000040,107318,Hofstetten,Pielach,320,0,1935,,562310.57,468467.99,,,15.512468703529688,48.09505689225544
6000077,111377,Hohenau am Wechsel,Lafnitz,1080,0,1981,,599831.81,399070.66,,,15.98428176769198,47.46051921892747
6000076,111369,Hohenau an der Raab,Raab,702,0,1981,,564760.72,380166.75,,,15.51215067808712,47.30030603612467
8000052,100529,Hohenems,Rheintalbinnenkanal,422,0,1893,,124218.39,390559.1,,,9.679681151693776,47.35608797573575
3000015,107060,Hohenlehen,Ybbs,424,0,1951,,508009.55,440653.16,,,14.776462638083204,47.85625413475621
3000299,115600,Hollenthon,Rabnitz,685,0,1991,,620230.35,414254.15,,,16.262311043047067,47.59046351802261
7000148,102780,Hopfgarten i.Brt.,Brixentaler Ache,591,0,1964,,311014.29,395587.28,,,12.15212668672565,47.45366043079226
7000225,114926,Hopfgarten i.Def.,Schwarzach,1096,0,1978,,337517.14,335832.16,,,12.512083634168867,46.9191249267964
4000138,106369,Huttererböden,Steyr,1370,0,1950,,463577.34,420320.47,,,14.179599050646546,47.6792171116704
8000080,100800,Hörbranz,Leiblach,425,0,1946,,130699.27,411776.83,,,9.75244963318594,47.54950239397567
2002171,114777,Hörzendorf,Glan,490,0,1896,,476222.79,315419.48,,,14.330173044239304,46.734080069301896
5000038,103770,Hüttau,Fritzbach,720,0,1895,,398649.81,390326.41,,,13.31470329780514,47.41244234539105
5000029,103689,Hüttschlag,Großarlbach,"980,3",0,1907,,393385.33,363516.89,,,13.245338203726504,47.17118512483501
4000002,104034,Ibm,Moosache,427,0,1887,,372137.7,463062.59,,,12.958604561681703,48.06622997185866
1002382,122010,Illmitz (Biologische Station),Neusiedler See,115,0,1999,,656178.28,435700.66,,,16.752491247928333,47.77006371429331
7000070,102004,Imst-Oberstadt,Gurglbach,860,0,1885,,203888.64,375365.98,,,10.74074283683189,47.24832383025623
6000098,111781,Ingering II,Ingeringbach,850,0,1913,,503738.65,375463.67,,,14.704040464875987,47.2705200332592
7000142,102723,Inneralpbach,Inn,1040,0,1959,,296752.59,386863.26,,,11.965011821943238,47.3730666444897
8000041,100412,Innerlaterns,Frutz,1025,0,1895,,128478.19,379253.17,,,9.742944108735722,47.25625914835111
7000175,103051,Innerschmirn-Obern,Schmirnbach,1632,0,1975,,268840.79,358076.0,,,11.603907914486555,47.10908337846052
7000213,113027,Innervillgraten,Villgratenbach,1376,0,1895,,326109.04,323675.26,,,12.3642791760995,46.8085600749762
7000173,103036,Inzing,Inn,610,0,1978,,239202.66,376698.59,,,11.206721971566289,47.26996772798252
2000139,114512,Irschen-Leppen,Drau,1153,0,1977,,376641.31,318198.96,,,13.026789491750831,46.76303509342569
7000221,113100,Iselsberg-Penzelberg,Debantbach,1210,0,1895,,363810.28,328615.27,,,12.857946793533392,46.85617305929409
2002468,110791,Jauken,Gail,933,0,2006,,377180.98,308307.94,,,13.034358757882243,46.67405754071485
7000077,102079,Jerzens-Ritzenried,Pitze,1120,0,1895,,206515.63,361226.24,,,10.78157816763166,47.121950887860734
7000153,102830,Jochberg,Jochberger Ache,950,0,1880,,331585.57,387357.34,,,12.426271693240034,47.38211176587773
6000091,111716,Judenburg,Mur,730,0,1947,,500698.92,364502.92,,J,14.661391916179976,47.17238738545188
4000063,104919,Julbach,Kleine Mühl,565,0,1981,,438487.75,529643.88,,,13.855078235489282,48.66459488685335
7000036,101493,Jungholz,Vils,1118,0,1979,,183676.76,412110.69,,,10.455855241741522,47.57232411572426
6000197,112789,Jägerwirt,Weiße Sulm,1300,0,1988,,534335.47,317122.25,,,15.090991802545991,46.74014997115288
3000253,109835,Kaiserbrunn,Schwarza,523,0,1884,,584335.04,429111.61,,,15.7913800793876,47.7352357431046
7000001,101147,Kaisers,Lech,1380,0,1957,,170178.75,372630.16,,,10.297057296337483,47.21272909778542
7005018,115469,Kals-Großdorf,Kalser Bach,1377,0,2017,,346964.16,345402.23,,,12.635004250481911,47.00606507724926
7004052,119792,Kappl-Oberbichl,Trisanna,1490,0,1999,,177067.59,356918.0,,,10.39580830810002,47.07384340466513
1000007,110312,Karl,Rabnitz,373,0,1931,,626842.18,405296.93,,J,16.345568857473765,47.50765970603312
3000154,108738,Karlstetten,Fladnitz,"339,3",0,1975,,566498.8,486345.31,,,15.575606037157716,48.25474114473242
3000002,106823,Karlstift,Waldaist,919,0,1895,,502940.78,522707.58,,,14.728369497230965,48.59508579476058
7000228,114959,Kartitsch,Drau,1374,0,1988,,336483.77,314206.89,,,12.501564209156248,46.72445623904289
7000057,101873,Kaunertal-Vergötschen,Fagge,1269,0,1895,,204040.12,352460.26,,,10.752804233937349,47.04238303975744
7000147,102772,Kelchsau,Kelchsauer Ache,801,0,1895,,309847.64,388053.6,,J,12.138193207339109,47.385723071721415
4000047,104752,Kematen am Innbach,Innbach,"355,2",0,1910,,439713.81,475277.57,,,13.866684902271354,48.17551833690395
5002231,115055,Kendlbruck,Mur,940,0,1895,,441695.61,352367.98,,J,13.881733855215138,47.06959818048499
3000331,115923,Kernhof,Unrechttraisen,751,0,1992,,563423.7,438185.35,,,15.515999136748096,47.82244493572116
3000042,107334,Kilb,Sierningbach,295,0,1904,,554886.77,469931.25,,,15.413337010197903,48.11004305196661
6002878,101691,Kindtal,Mürz,573,0,1968,,560553.07,404895.11,,,15.465480019738044,47.52376240830576
3000266,109967,Kirchberg am Wechsel,Feistritz,563,0,1896,,600867.46,415196.92,,,16.005361697913845,47.60520847639207
7000156,102863,Kirchberg in Tirol,Aschauer Ache,830,0,1896,,323360.44,394543.6,,,12.31607018068173,47.44584632507285
4000030,104588,Kirchberg ob der Donau,Donau,588,0,1897,,444720.19,505165.5,,,13.937125326846466,48.444032399352274
4000107,105544,Kirchdorf an der Krems,Krems,"468,5",0,1856,,455337.39,448189.13,,,14.07334956711559,47.93068890496262
1000096,111484,Kirchfidisch,Pinka,266,0,1996,,628609.56,366820.41,,,16.349213300177134,47.16110662448858
4000126,105742,Kirchschlag bei Linz,Donau,"885,1",0,1991,,469459.85,501813.55,,,14.271022533924803,48.41168466941825
1000001,109629,Kittsee,Donau,136,0,1923,,678038.82,471342.23,,,17.066722123093474,48.08133308394103
6000150,112300,Kitzeck im Sausal,Sulm,485,0,1901,,561450.6,323646.59,,,15.448067809274614,46.79276638239721
2000144,114561,Klagenfurt,Glanfurt,458,0,1914,,475448.13,301884.87,,J,14.317799594924766,46.6123949082042
5000026,103655,Klammstein,Gasteiner Ache,795,0,1971,,380955.01,373887.94,,,13.080876138850876,47.26425181499016
4000145,106435,Klaus an der Pyhrnbahn,Steyr,461,0,1895,,461775.65,437178.23,,J,14.15797319571289,47.83104924150054
7000166,102962,Klaushof,Ziller,1022,0,1973,,294625.23,362912.41,,,11.942528605789168,47.15725792112326
4000142,106401,Klein Pyhrgas,Teichl,"812,8",0,1930,,478568.68,423737.15,,,14.379911572231906,47.70831679641103
5000031,103705,Kleinarl,Kleinarler Ache,"999,7",0,1895,,398952.01,375405.13,,,13.318753257735974,47.278187155238015
3000049,107409,Kleinheinrichschlag,Kleine Krems,642,0,1938,,550157.43,505393.33,,,15.362250198301313,48.43005001756888
4000130,106286,Kleinreifling,Enns,"413,5",0,1895,,497958.22,436710.66,,,14.641236407687002,47.82238774362665
7000113,102434,Kleinvolderberg,Inn,660,0,1967,,264482.89,376404.47,,,11.540909435820994,47.2730659786368
1000027,110528,Kleylehof,Neusiedler See,135,0,1951,,679044.32,450451.49,,,17.066745710363985,47.8931757032921
2000112,114249,Klopein am Klopeiner See,Drau,462,0,1899,,497134.07,301405.69,,,14.6008125233698,46.6052635395634
6000195,112763,Klosterwinkel,Laßnitz,1162,0,1987,,534286.21,336615.0,,,15.096125502703895,46.915506856313485
8000082,100826,Klösterle,Alfenz,1057,0,1980,,153854.92,364278.58,,,10.086301031027157,47.13170280258935
2000148,114603,Knappenberg,Görtschitz,1055,0,1876,,493297.57,336506.42,,,14.5579356715173,46.92160624604665
1000010,110346,Kobersdorf,Stoob,333,0,1924,,630157.88,415440.05,,,16.39486424743209,47.59768650532593
4000019,104471,Kopfing,Pfudabach,569,0,1974,,424180.93,504693.33,,,13.659421945211786,48.44088409442271
6000193,112748,Kreuzberg,Saggaubach,590,0,1987,,562474.16,314099.73,,,15.458057291924188,46.70664695805182
6000074,111328,Kreuzwirt,Feistritz,1038,0,1975,,585652.05,389608.61,,,15.792285302543943,47.37962020025745
4003219,105783,Krippenstein,Traun,2050,0,1951,,427162.76,402663.22,,,13.693393986614144,47.52288704590483
1000067,111203,Kukmirn,Strem,252,0,1924,,617958.13,356922.98,,,16.203976303486602,47.075741077695056
7000160,102905,Kössen,Großache,590,0,1895,,330151.25,419495.9,,,12.402154683475706,47.67110025126316
4000164,106880,Laab,Naarn,240,0,1951,,497248.86,480828.08,,,14.641663630777646,48.21933141386191
3000296,115550,Laab im Walde,Liesing,318,0,1895,,611303.03,476656.65,,,16.1739615166412,48.154466115372486
4000088,105338,Laakirchen,Traun,440,0,1895,,435905.81,453836.32,,,13.813697755396866,47.98285824184574
3000010,107011,Lackenhof,Ybbs,807,0,1895,,536134.52,442722.01,,,15.152968398623504,47.86956342577429
7000051,101816,Ladis-Neuegg,Inn,1426,0,1911,,196335.05,358762.86,,J,10.6485772196688,47.09670913865507
4000073,105171,Lahn-Hallstatt,Hallstätter See,"509,6",0,1928,,423742.06,406244.78,,,13.648149232790493,47.55524367758678
4000014,104422,Lambrechten,Pram,406,0,1895,,413899.19,489571.17,,,13.51994420339405,48.30516268542448
7000134,102640,Lanersbach,Tuxbach,1250,0,1895,,279541.65,363695.63,,,11.74338874767733,47.1616959709075
4000038,104661,Langhalsen,Große Mühl,449,0,1948,,449438.8,509085.31,,,14.001369465889054,48.47894272840946
4000170,108977,Lasberg,Feldaist,575,0,1981,,487337.5,510502.84,,,14.514319254469388,48.48764870671289
4000135,106336,Laussa,Enns,440,0,1895,,483616.22,450918.05,,,14.452391286643362,47.952203784917344
2002176,114876,Lavamünd,Drau,348,0,1998,,523005.36,305811.02,,,14.939678821286138,46.64060124735948
8000099,101121,Lech,Lech,1470,0,1896,,157934.72,372151.28,,,10.135772706036414,47.20400173042681
4000111,105585,Leonding,Donau,273,0,1950,,468787.33,486678.9,,,14.259507018721504,48.27562882283818
5002236,110163,Lessach,Lessachbach,1190,0,2006,,436015.48,365628.45,,,13.807992454558164,47.189244678403
