dbmsnr,hzbnr01,mstnam02,gwgeb03,code03,gwkoerpe04,code04,gokmua05,gwtmug06,daterr07,datauf08,xrkko09,yhkko10,aufge_f,sym_ehyd
4002870,377887,"St. Peter, Bl 28.24",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"255,79",0,19760101,,474133,"487752,76",,3
8002475,379313,"Tosters, Bl 01.32.46",4,004 Rheintal,100149,Rheintal [RHE],"448,55",0,19800101,,"116171,71","378211,95",,1
1002320,345165,"Nickelsdorf, Bl 29",288,288 Heideboden,100018,Heideboden [DUJ],"130,37",0,19950101,,"678783,99","458808,49",,1
1002310,345066,"Königsdorf, Bl 21",335,335 Lafnitztal,100129,Lafnitztal [LRR],"235,3",0,19950101,,"614823,69","349255,39",,1
1002315,345116,"Eltendorf, Bl 26",335,335 Lafnitztal,100129,Lafnitztal [LRR],"227,01",0,19950101,,"618906,12","347669,58",,1
1002316,345124,"Poppendorf, Bl 27",335,335 Lafnitztal,100129,Lafnitztal [LRR],"227,93",0,19950101,,"619913,61","347946,75",,1
1002319,345157,"Nickelsdorf, Bl 28",288,288 Heideboden,100018,Heideboden [DUJ],"131,27","9,65",19950101,,"677805,01","459347,53",,2
1002321,345173,"St. Margarethen im Bgld., Bl 32",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"153,35",0,19950101,,"645973,19","436806,71",,1
1002325,345199,"Apetlon, Bl 148",318,318 Seewinkel,100134,Seewinkel [LRR],"119,87",0,19960101,,"666976,57","435985,08",,1
1002308,345041,"Rudersdorf, Bl 18 A",335,335 Lafnitztal,100129,Lafnitztal [LRR],"252,49",0,19950101,,"611148,78","355679,84",,1
1002326,345207,"Apetlon, Bl 149",318,318 Seewinkel,100134,Seewinkel [LRR],"116,6",0,19960101,,"663298,96","431799,93",,1
1002306,345025,"Güssing, Bl 12",334,334 Stremtal,100136,Stremtal [LRR],"215,41",0,19950101,,"626840,12","355794,44",,1
1002317,345132,"Poppendorf, Bl 28",335,335 Lafnitztal,100129,Lafnitztal [LRR],"226,65",0,19950101,,"620064,38","347218,34",,1
1002309,345058,"Dobersdorf, Bl 20",335,335 Lafnitztal,100129,Lafnitztal [LRR],"240,44",0,19950101,,"613266,23","351242,14",,1
1002318,345140,"Gattendorf, Bl 27",288,288 Heideboden,100018,Heideboden [DUJ],"134,34","10,5",19950101,,"675665,51","463824,92",,2
1002314,345108,"Eltendorf, Bl 25 A",335,335 Lafnitztal,100129,Lafnitztal [LRR],"230,68","6,2",19950101,,"617536,23","348054,53",,2
1002324,345181,"Parndorf, Bl 59",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"181,4",0,19960101,,"664315,76","461260,38",,1
1002342,345223,"Leithaprodersdorf, Bl 7",250,250 Südliches Wiener Becken,100178,Gruppe Südl. Wiener Becken-Ostrand [LRR],"192,37","3,8",19970101,,"637814,48","452859,3",,2
1002355,345454,"Unterschützen, Bl 1",333,333 Zickenbachtal-Pinka,100181,Gruppe Hügelland Raab Ost [LRR],"325,56",0,19990101,,"617446,81","384083,77",,1
1002353,345439,"Unterwart, Bl 24",332,332 Oberes Pinkatal,100130,Pinkatal [LRR],"305,51","8,03",19990101,,618330,"378850,31",,1
1002341,345264,"Trausdorf, Bl 34",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"143,7",0,19970101,,"642963,09","440349,38",,1
1002329,345280,"Andau, Bl 150",318,318 Seewinkel,100134,Seewinkel [LRR],"115,33",0,19970101,,"678803,33","432626,28",,1
1002332,345314,"Neusiedl am See, Bl 153",318,318 Seewinkel,100134,Seewinkel [LRR],"124,59",0,19970101,,"665186,14","450523,74",,1
1002338,345371,"Mönchhof, Bl 62",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"162,17",0,19970101,,"673482,26","454066,64",,1
1002345,345397,"Neudorf bei Parndorf, Bl 64",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"180,5","9,15",19970101,,"666662,8","465328,2",,1
1002344,345405,"Gaas, Bl 21",338,338 Unteres Pinkatal,100130,Pinkatal [LRR],"212,03",0,19970101,,"637264,29","359172,31",,1
1002351,345413,"Riedlingsdorf, Bl 22",332,332 Oberes Pinkatal,100130,Pinkatal [LRR],"352,53",0,19980101,,"613157,97","385031,75",,1
1002356,345462,"St. Martin in der Wart, Bl 2",333,333 Zickenbachtal-Pinka,100181,Gruppe Hügelland Raab Ost [LRR],"304,24",0,19990101,,"619804,51","381475,13",,1
1002358,345488,"Großpetersdorf, Bl 4",333,333 Zickenbachtal-Pinka,100181,Gruppe Hügelland Raab Ost [LRR],"281,88","8,95",19990101,,"624398,59","376150,42",,1
1002359,345496,"Dörfl, Bl 19",326,326 Rabnitztal,100146,Gruppe Hügelland Rabnitz [LRR],271,7,19990101,,"635992,07","403050,6",,2
1002361,345512,"Eltendorf, Bl 29",335,335 Lafnitztal,100181,Gruppe Hügelland Raab Ost [LRR],"237,56",0,19990101,,"617184,43","349393,38",,1
1002365,345553,"Pama, Bl 30",288,288 Heideboden,100018,Heideboden [DUJ],"137,02",0,19980101,,"674232,52","470066,01",,1
1002366,345561,"Kittsee, Bl 31",288,288 Heideboden,100018,Heideboden [DUJ],"135,58","16,3",19980101,,"678337,18","468730,17",,2
1002367,345579,"Pama, Bl 32",288,288 Heideboden,100018,Heideboden [DUJ],"138,93",0,19980101,,"673080,84","468031,61",,1
1002335,345348,"Tadten, Bl 156",318,318 Seewinkel,100134,Seewinkel [LRR],"120,63",0,19970101,,"672760,68","436215,24",,1
1002339,345389,"Mönchhof, Bl 63",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"162,01",9,19970101,,"673481,57","454062,15",,1
1002363,345538,"Stoob, Bl 2",324,324 Stoobbachtal,100146,Gruppe Hügelland Rabnitz [LRR],"253,89",0,19980101,,"637184,52","406971,76",,1
1002368,345587,"Gattendorf, Bl 33",288,288 Heideboden,100018,Heideboden [DUJ],"138,38",0,19980101,,"672589,32","466178,31",,1
1002360,345504,"Mannersdorf a.d.R., Bl 20",326,326 Rabnitztal,100132,Rabnitztal [LRR],"232,81","6,5",19980101,,"641419,53","397096,65",,2
1002323,345249,"Zurndorf, Bl 49 A  (335463)",288,288 Heideboden,100018,Heideboden [DUJ],"132,78",0,19960101,,"677050,24","461523,17",,1
1002327,345256,"Pamhagen/Zweierkanal, Lp",318,318 Seewinkel,100134,Seewinkel [LRR],"116,99",0,19960101,,"665124,6","430698,99",,1
1002333,345322,"Pamhagen, Bl 154",318,318 Seewinkel,100134,Seewinkel [LRR],"116,58",0,19970101,,"669861,27","428786,75",,1
1002352,345421,"Oberwart, Bl 23",332,332 Oberes Pinkatal,100130,Pinkatal [LRR],"332,43","6,15",19980101,,"614894,5","382522,51",,1
1002362,345520,"Markt St. Martin, Bl 1",324,324 Stoobbachtal,100135,Stoobbachtal [LRR],"286,63","10,1",19980101,,"633473,43","411602,61",,1
1002337,345363,"Nickelsdorf, Bl 61",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"157,14",0,19970101,,"673891,5","455153,65",,1
1002322,345215,"Mönchhof, Bl 60",310,310 Parndorfer Platte rezent,100021,Parndorfer Platte [LRR],"142,08",0,19950101,,"672612,37","451220,18",,1
1002340,345272,"Oslip, Bl 33",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"136,08",0,19970101,,"646681,56","442576,23",,1
1002357,345470,"Siget in der Wart, Bl 3",333,333 Zickenbachtal-Pinka,100181,Gruppe Hügelland Raab Ost [LRR],"284,01",0,19990101,,"622867,19","377414,72",,1
1002330,345298,"Halbturn, Bl 151",318,318 Seewinkel,100134,Seewinkel [LRR],"124,15",0,19970101,,"673109,03","444767,45",,1
1002354,345447,"Jabing, Bl 25",332,332 Oberes Pinkatal,100130,Pinkatal [LRR],"275,65",0,19990101,,"623807,63","374822,19",,1
1002364,345546,"Unterpullendorf, Bl 3",324,324 Stoobbachtal,100135,Stoobbachtal [LRR],"224,82","9,2",19980101,,"641022,06","403098,22",,1
1002369,345595,"Deutsch Jahrndorf, Bl 34",288,288 Heideboden,100018,Heideboden [DUJ],"132,06",0,19980101,,"683330,72","463334,29",,1
1002374,345660,"Leithaprodersdorf, Br 9",250,250 Südliches Wiener Becken,100178,Gruppe Südl. Wiener Becken-Ostrand [LRR],"196,51",0,19990101,,"635051,46","453373,43",,1
1002370,345603,"Nickelsdorf, Bl 35",288,288 Heideboden,100018,Heideboden [DUJ],"130,63",0,19980101,,"680231,69","459258,21",,1
1002376,345645,"Unterpetersdorf, Bl 5",325,325 Ikvatal,100128,Gruppe Ikvatal [LRR],"205,06",0,20010101,,"644274,03","416674,09",,1
1002391,345678,"Wallern im Bgld., Bl 160",318,318 Seewinkel,100134,Seewinkel [LRR],"117,05","8,1",20010101,,"671869,21","433438,86",,2
1002387,345710,"Neustift a.d. Lafnitz, Bl 30",335,335 Lafnitztal,100129,Lafnitztal [LRR],"402,64",5,20000101,,"603058,51","388500,42",,2
1002375,345652,"Neckenmarkt, Bl 6",325,325 Ikvatal,100128,Gruppe Ikvatal [LRR],"257,85",0,20010101,,"640192,01","415732,26",,1
1002388,345728,"Neumarkt a.d.R., Bl 7",331,331 Raabtal,100131,Raabtal [LRR],"234,7",7,20000101,,"616802,16","340385,28",,2
1002390,345744,"Illmitz, Bl 163",318,318 Seewinkel,100134,Seewinkel [LRR],"118,57",6,20000101,,"659553,21","442292,16",,1
1002373,345629,"Illmitz, Bl 159",318,318 Seewinkel,100134,Seewinkel [LRR],"120,3",0,20000101,,"661040,58","435846,89",,1
7002271,346056,"Mötz, Bl 5 (Im905)",19,019 Oberinntal,100002,Inntal [DBJ],"646,41","6,35",19870101,,"218948,3","377802,75",,1
1002392,345686,"Wallern im Bgld., Bl 161",318,318 Seewinkel,100134,Seewinkel [LRR],"119,02",0,20010101,,"671855,38","430245,45",,1
3002010,300111,"Bruck an der Leitha, Br",308,308 Brucker Pforte,100178,Gruppe Südl. Wiener Becken-Ostrand [LRR],"159,36","13,6",19500101,,"657020,56","464320,99",,1
11002002,300236,"Ebreichsdorf, Bl 23",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"197,64","3,5",19610101,,"627272,46","458264,54",,2
11002004,300269,"Ebreichsdorf, Bl 33",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"201,65","3,4",19610101,,"628195,62","455890,82",,2
3002024,300384,"Enzersdorf a.d.Fischa, Bl B",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"159,32",0,19510101,,"643315,71","469382,91",,1
3002026,300400,"Weikersdorf, Bl 202",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"301,5","34,3",19740101,,"610682,64","437997,65",,1
3002040,300616,"Hirtenberg, Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"277,96",0,19530101,,"613401,77","451904,25",,1
3002045,300665,"Lanzenkirchen, Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"299,93","9,8",19500101,,"617805,36","431250,53",,1
11002118,300780,"Mitterndorf a.d.F., Br (III)",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"189,94",0,19540101,,"633558,08","457742,01",,1
11002022,300822,"Mitterndorf a.d.F., Bl 28",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"185,6","2,9",19610101,,"634294,72","459533,04",,2
3002069,300970,"Neuebenfurth, Bl 23",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"236,01",0,19400101,,"624832,21","445452,1",,1
3002071,300996,"Neuebenfurth, Bl G",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"230,07",0,19510101,,"625080,2","446747,72",,1
3002081,301127,"Oberwaltersdorf, Br 5",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"210,56","4,7",19610101,,"625952,92","454687,42",,2
3002106,301440,"Schwarzau a.Stf., Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"328,85","10,8",19600101,,"612860,39","429746,95",,2
3002119,301572,"Seibersdorf, Bl 11",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"179,31",0,19600101,,"637232,73","460177,32",,1
3002142,301812,"Wampersdorf, Br II",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"208,14","5,5",19570101,,"631063,32","451675,01",,2
11002037,301846,"Weigelsdorf, Bl 47",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"208,83","4,3",19610101,,"628793,88","452824,7",,2
3002152,301937,Wr.Neustadt-Neuwirtsh. Br,250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"301,54",0,19520101,,"613821,35","434918,9",,1
11002123,301838,"Weigelsdorf, Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"203,09",0,19500101,,"629415,74","454425,05",,1
3002429,304733,"Groß-Enzersdorf, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"155,13","7,15",19630101,,"638502,87","481649,56",,1
3002098,301309,"Obersiebenbrunn, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"149,55","4,15",19710101,,"649684,09","490415,95",,2
3002182,302240,"Stephanshart, Bl 2086.002",178,178 Südliches Machland,100023,Südl. Machland [DUJ],"229,27",0,19470101,,"508652,99","476209,57",,1
3002188,302307,"Erla, Bl 2104.004",178,178 Südliches Machland,100023,Südl. Machland [DUJ],"237,86",0,19630101,,"494075,49","478812,13",,1
3002196,302380,"Stephanshart, Bl 2089.002",178,178 Südliches Machland,100023,Südl. Machland [DUJ],"233,02",0,19470101,,"506616,15","476275,75",,1
3002216,302588,"St.Pantaleon, Bl 2110.012",178,178 Südliches Machland,100027,"Unteres Ennstal (NT,OT) [DUJ]","246,94",0,19560101,,"489685,13","480576,67",,1
3002248,302901,"Ybbs, Bl 2057.016",185,185 Ybbstal,100028,Ybbstal / Ybbser Scheibe [DUJ],"219,97",0,19550101,,"530627,06","475630,13",,1
3002257,302992,"Persenbeug, Bl 2059.001",186,186 Ybbser Scheibe,100028,Ybbstal / Ybbser Scheibe [DUJ],"223,2",0,19560101,,"530556,73","477571,73",,1
3002259,303016,"Groissenbrunn, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"144,56",0,19710101,,"665044,81","486172,94",,1
3002282,303248,"Korneuburg, Bl 1944.001",200,200 Nördliches Tullner Feld,100026,Tullnerfeld [DUJ],"167,22",0,19590101,,"620196,02","498798,34",,1
3002284,303263,"Langenzersdorf-Bhf., Bl",200,200 Nördliches Tullner Feld,100020,Marchfeld [DUJ],"165,36",0,19580101,,"624140,97","494137,39",,1
3002308,303503,"Spillern, Bl 1946.001",200,200 Nördliches Tullner Feld,100026,Tullnerfeld [DUJ],"167,27",0,19590101,,"618357,39","499963,24",,1
3002364,304063,"Königstetten, Bl 1957.004",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"177,86",0,19490101,,"608559,87","492954,03",,1
3002356,303982,"Gemeinlebarn, Br",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"189,93",0,19630101,,"583160,59","496022,42",,1
3002348,303909,"Bärndorf, Br",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"183,87",5,19390101,,"587787,09","496869,86",,1
3002330,303727,"Trübensee-Schrankenp., Bl",200,200 Nördliches Tullner Feld,100026,Tullnerfeld [DUJ],"177,11","5,25",19580101,,"601433,75","499824,1",,2
3002399,304410,"Tulln-E.Werk, Br",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"177,7","7,7",19580101,,"601991,57","494506,97",,2
3002400,304428,"Wagram an der Traisen, Br",195,195 Traisental,100025,Traisental [DUJ],"195,69","3,7",19390101,,"576572,76","498207,51",,2
3002375,304170,"Muckendorf, Br 1956.002",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"174,68",0,19390101,,"609124,34","496158,45",,1
3002365,304071,"Kronau, Br",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"178,48","4,7",19580101,,"597996,3","495315,92",,2
3002411,304535,"Baumgarten a.d.M., Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"143,55","4,2",19490101,,"662341,65","495567,2",,2
3002418,304600,"Eckartsau, Bl",224,224 Marchfeld,100020,Marchfeld [DUJ],"146,23",0,19390101,,"657346,5","477657,41",,1
3002423,304675,"Fuchsenbigl, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"147,58","5,65",19390101,,"653883,47","483531,59",,2
3002425,304691,"Gerasdorf, Bl",224,224 Marchfeld,100020,Marchfeld [DUJ],"161,98","10,2",19540101,,"633032,22","493001,97",,2
3002484,305292,"Weikendorf, Bl",224,224 Marchfeld,100095,Gruppe Weinviertel [MAR],"148,94",4,19490101,,"654266,83","499301,91",,2
1002003,305524,"Andau, Br 27",318,318 Seewinkel,100134,Seewinkel [LRR],"119,48",0,19530101,,"677201,49","437179,1",,1
3002448,304923,"Marchegg-Heimatland, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"146,52",0,19550101,,"667633,81","487060,09",,1
3002451,304956,"Straudorf, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"148,15","6,5",19710101,,"653155,09","481483,57",,2
3002481,305268,"Tallesbrunn, Br",224,224 Marchfeld,100095,Gruppe Weinviertel [MAR],"154,08","5,55",19490101,,"655812,26","501516,56",,2
3002430,304741,"Hagenbrunn, Bl",224,224 Marchfeld,100035,Gruppe Weinviertel [DUJ],"195,85","8,65",19540101,,"628312,23","497034,85",,1
3002462,305060,"Prottes, Bl",224,224 Marchfeld,100095,Gruppe Weinviertel [MAR],"162,01",0,19690101,,"652524,32","503782,01",,1
3002466,305102,"Rutzendorf, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"153,07","7,5",19360101,,"644635,64","483856,16",,2
1002018,305672,"Apetlon, Bl 109 A",318,318 Seewinkel,100134,Seewinkel [LRR],"120,45",0,19690101,,"663448,44","436932,9",,1
1002021,305706,"Frauenkirchen, Bl 11 A",318,318 Seewinkel,100134,Seewinkel [LRR],"122,4","3,79",19530101,,"667319,42","444386,63",,2
1002022,305714,"Frauenkirchen, Bl 12 A",318,318 Seewinkel,100134,Seewinkel [LRR],"121,76",8,19530101,,"670141,49","441597,64",,2
1002026,305755,"Frauenkirchen, Bl 108 A",318,318 Seewinkel,100134,Seewinkel [LRR],"123,08","8,05",19690101,,"666203,6","441164,41",,1
1002076,306266,"Pama, Bl 5 A",288,288 Heideboden,100018,Heideboden [DUJ],"135,76","4,57",19560101,,"675247,92","468371,59",,2
4002004,306613,"Landshaag, Bl 2157.001",95,095 Nördliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"264,52",0,19600101,,"451643,79","493403,83",,1
1002032,305813,"Illmitz, Bl 8 A",318,318 Seewinkel,100134,Seewinkel [LRR],"121,42","11,1",19530101,,"661176,81","440137,58",,1
1002033,305821,"Illmitz, Br 14",318,318 Seewinkel,100134,Seewinkel [LRR],"117,15",0,19530101,,"658168,99","439477,54",,1
1002036,305854,"Illmitz, Br 16",318,318 Seewinkel,100134,Seewinkel [LRR],"116,62",0,19530101,,"657156,13","436041,53",,1
1002041,305904,"Illmitz, Bll 3",318,318 Seewinkel,100134,Seewinkel [LRR],"115,97",0,19690101,,"658100,96","439495,43",,1
1002043,305920,"Mönchhof, Br 100",318,318 Seewinkel,100134,Seewinkel [LRR],"127,66",0,19530101,,"669671,35","448789,05",,1
1002044,305938,"Neusiedl am See, Bl N 1",318,318 Seewinkel,100134,Seewinkel [LRR],"121,39",0,19690101,,"662969,31","454597,06",,1
1002060,306092,"Wallern im Bgld., Br 36",318,318 Seewinkel,100134,Seewinkel [LRR],"119,6",0,19530101,,"670146,05","431368,33",,1
1002068,306183,"Deutsch Jahrndorf, Br 9",288,288 Heideboden,100018,Heideboden [DUJ],"131,47","6,4",19560101,,"681621,5","463524,85",,2
1002070,306209,"Deutsch Jahrndorf, Br 15",288,288 Heideboden,100018,Heideboden [DUJ],"130,83",7,19690101,,"682914,89","461749,13",,2
1002077,306274,"Pama, Bl 6",288,288 Heideboden,100018,Heideboden [DUJ],"135,6",0,19560101,,"676242,16","466771,15",,1
1002089,306399,"Mönchhof, Br 16",310,310 Parndorfer Platte rezent,100021,Parndorfer Platte [LRR],"143,23",0,19620101,,"672838,45","452326,23",,1
1002102,306522,"Zurndorf, Br 9 A",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"165,19",0,19620101,,"672836,46","457761,82",,1
1002005,305540,"Andau, Br 68",318,318 Seewinkel,100134,Seewinkel [LRR],"120,68","5,6",19550101,,"677109,39","439961,62",,2
1002040,305896,"Illmitz, Br 65 A",318,318 Seewinkel,100134,Seewinkel [LRR],"117,78",0,19530101,,"659266,93","436871,57",,1
1002050,305995,"Podersdorf am See, Bl P 2",318,318 Seewinkel,100134,Seewinkel [LRR],"117,37",0,19690101,,"660752,52","444153,39",,1
1002049,305987,"Illmitz, Bl I 2",318,318 Seewinkel,100134,Seewinkel [LRR],"115,88",0,19690101,,"659165,82","441837,3",,1
1002045,305946,"Neusiedl am See, Br 103",318,318 Seewinkel,100146,Gruppe Hügelland Rabnitz [LRR],"128,23",0,19620101,,"660765,73","456628,4",,1
1002037,305862,"Illmitz, Br 28 A",318,318 Seewinkel,100134,Seewinkel [LRR],"117,53",0,19620101,,"658145,19","434968,59",,1
1002051,306001,"Podersdorf am See, Br 7",318,318 Seewinkel,100134,Seewinkel [LRR],"122,54","4,8",19530101,,"661434,17","442007,68",,2
1002066,306167,"Wallern im Bgld., Br 112",318,318 Seewinkel,100134,Seewinkel [LRR],"117,31",0,19690101,,"672781,16","428829,41",,1
1002046,305953,"Pamhagen, Br 45",318,318 Seewinkel,100134,Seewinkel [LRR],"121,64","7,8",19530101,,"668028,85","428151,56",,2
1002059,306084,"Tadten, Br 111",318,318 Seewinkel,100134,Seewinkel [LRR],"121,15",0,19690101,,"673999,35","435662,41",,1
1002091,306415,"Neusiedl am See, Br 6",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"154,54",0,19620101,,"664374,84","457031,86",,1
1002055,306043,"St. Andrä am Zicksee, Br 107",318,318 Seewinkel,100134,Seewinkel [LRR],"123,04","5,2",19660101,,"670683,56","438269,9",,2
4002035,306928,"Lindham, Bl 2146.005",95,095 Nördliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"259,6",0,19650101,,"460582,62","493919,76",,1
4002051,307082,"Aschach a.d.Donau, Bl 2159.002",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"269,33",0,19590101,,"450973,21","496061,64",,1
4002055,307124,"Pfaffing, Br 2159.032",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"273,18",0,19590101,,"448860,95","496220,89",,1
4002058,307157,"Hartkirchen, Br 2158.006",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"269,61",0,19590101,,"449999,81","494461,02",,3
4002072,307298,"Eferding, Br 2156.016",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"270,93",0,19590101,,"450669,77","489646,2",,1
4002078,307355,"Fraham, Br 2156.018",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"270,11",0,19590101,,"451771,74","487602,34",,1
4002082,307397,"Puchham, Br 2153.008",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"270,39",0,19630101,,"454015,1","486616,03",,1
4002095,307520,"Oberschaden, Bl 2154.006",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"262,91",0,19600101,,"452861,69","491253,13",,3
4002119,307769,"Marchtrenk, Br 24.11",122,122 Welser Heide,100045,Welser Heide [DUJ],"305,15",0,19300101,,"456684,08","477182,71",,1
4002167,308247,"Ruprechtshofen, Bl 2104.001",177,177 Nördliches Machland,100019,Machland [DUJ],"238,65",0,19630101,,"494654,18","479099,1",,1
4002201,308585,"Hofstetten, Bl 2094.009",177,177 Nördliches Machland,100019,Machland [DUJ],"238,54",0,19640101,,"501023,4","479089,33",,1
4002209,308668,"Ruprechtshofen, Br 2100.15",177,177 Nördliches Machland,100019,Machland [DUJ],"237,36",0,19640101,,"496913,62","479170,39",,1
4002221,308783,"Haid, Br 2108.031",177,177 Nördliches Machland,100019,Machland [DUJ],"245,93",0,19650101,,"491786,74","484299,96",,1
4002235,308924,"Baumgartenberg, Bl 2089.013",177,177 Nördliches Machland,100019,Machland [DUJ],"234,58",0,19470101,,"506285,29","479575,81",,1
4002243,309005,"Saxen, Bl 2087.011",177,177 Nördliches Machland,100019,Machland [DUJ],"236,67",0,19480101,,"508182,34","479475,09",,1
4002245,309021,"Saxen, Bl 2085.001",177,177 Nördliches Machland,100019,Machland [DUJ],"229,44",0,19580101,,"509661,47","477899,98",,1
4002248,309054,"Eizendorf, Bl 2086.005",177,177 Nördliches Machland,100019,Machland [DUJ],"229,15",0,19580101,,"508409,78","478132,79",,1
4002264,309211,"Eizendorf, Br 2088.9",177,177 Nördliches Machland,100019,Machland [DUJ],"233,22",0,19480101,,"507053,7","478212,51",,1
8002008,309427,"Lauterach, Bl 50.2.08 B",4,004 Rheintal,100149,Rheintal [RHE],"409,22","9,02",19530101,,"128119,92","404660,69",,1
2002009,309641,"Judendorf, Bl  11",415,415 Unteres Drautal,100059,Drautal [DRA],"496,38","3,2",19560101,,"438102,65","298541,37",,2
2002007,309625,"Judendorf, Bl   9",425,425 Unteres Gailtal,100060,Gailtal [DRA],"495,49","5,11",19560101,,"438338,61","298425,42",,2
8002007,309419,"Altenstadt, Bl 01.32.10 A",4,004 Rheintal,100149,Rheintal [RHE],"432,73","8,02",19540101,,"115856,5","382322,31",,2
2002005,309609,"Judendorf, Bl   6",425,425 Unteres Gailtal,100060,Gailtal [DRA],"495,69","4,92",19550101,,"438877,49","298341,49",,2
2002006,309617,"Judendorf, Bl   8",415,415 Unteres Drautal,100059,Drautal [DRA],"498,07","5,84",19560101,,"438006,71","298193,44",,2
2002032,309872,"Federaun, Bl  34",425,425 Unteres Gailtal,100060,Gailtal [DRA],"504,19","3,75",19680101,,"436518,18","296829,62",,2
2002027,309823,"Tschinowitsch, Bl 111 B",425,425 Unteres Gailtal,100060,Gailtal [DRA],"493,55","4,72",19630101,,"439580,28","298799,46",,2
6002012,310029,"Feistritz, Br  2460",360,360 Aichfeld-Murboden,100096,Aichfeld-Murboden (Judenburg - Knittelfeld) [MUR],"669,03",0,19640101,,"508328,01","364825,6",,1
6002063,310532,"Lebern, Br  3532",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"335,41","11,5",19390101,,"560737,02","345782,87",,2
6002096,310862,"Badendorf, Br  3789",390,390 Leibnitzer Feld,100098,Leibnitzer Feld [MUR],"293,64",0,19620101,,"572329,07","330584,18",,1
6002077,310672,"Weitendorf, Br  3660",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"303,5",0,19650101,,"563571,15","334720,65",,1
6002036,310268,"Graz  6, Br  3471",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"351,26","12,15",19470101,,"560863,91","353729,78",,1
6002173,311639,"Dedenitz, Br  3923",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"203,87",0,19650101,,"606287,38","313724,86",,1
6002194,311845,"Lichendorf, Br  3865",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"247,32","7,2",19650101,,"580800,26","316498,13",,2
6002204,311944,"Straß, Br 38415",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"255,11","4,6",19640101,,"574816,4","316838,91",,2
