dbmsnr,hzbnr01,mstnam02,gew03,mpua04,egarea05,daterr06,datauf07,xrkko08,yhkko09,aufge_f,sym_ehyd,longitude,latitude
4001213,206722,Lindlau,Moosbach,406,"39,1",1987,,387610.8,476938.84,N,1,13.165865764156646,48.19154912772517
4001020,204701,Bauerding,Lochbach,"357,34","74,6",1982,,388941.24,482972.32,N,6,13.183605702502366,48.24584851482701
4001021,204719,Mamling,Ach,"328,45","314,9",1895,,390284.41,486827.45,N,7,13.2016052810416,48.280549286173176
4001221,206805,Danner,Antiesen,"409,35","55,6",1990,,410520.39,481365.77,N,6,13.474190755253517,48.23141492419428
4001022,204727,Pramet,Oberach,"505,98","13,2",1976,,411510.78,471478.46,N,6,13.487266517327123,48.14245534404825
4001023,204735,Ried im Innkreis (Ort),Rieder Bach,"421,92","69,3",1961,,411608.12,479812.96,N,6,13.488794898509807,48.21742825627222
4001024,204750,Haging,Antiesen,"377,67","164,9",1928,,408734.05,485985.49,N,7,13.45023073571004,48.27299743410444
4001025,204768,Osternach,Osternach,357,"68,6",1971,,408945.27,490416.13,N,6,13.453166777200352,48.31284953959155
4001162,206201,Schärding (Schreibpegel),Inn,"299,8",25520,1851,,407079.14,506350.69,N,8,13.42825632459033,48.456202607659584
4001152,206102,Pram,Pram,"427,11","14,2",1976,,420315.98,481941.15,N,7,13.606105119645198,48.23635944209031
4001027,204784,Riedau,Pram,365,"60,2",1969,,422207.3,489530.12,N,6,13.631961154782926,48.30456281592053
4001174,206326,Winertsham (Steg),Pram,"335,94","128,1",1978,,418149.94,497636.2,N,7,13.577595463633578,48.37760375037261
4001168,206268,Lohstampf,Messenbach,"338,68","39,3",1978,,417392.53,497381.96,N,6,13.567358701328317,48.375337594044304
4001031,204826,Angsüß,Pfudabach,"345,34","64,1",1976,,421400.61,501361.82,N,1,13.62167073129894,48.41101605905236
4001032,204834,Alfersham,Pfudabach,"329,78","81,3",1961,,417853.68,500357.66,N,6,13.573707690218274,48.402091199627925
4001033,204842,Diersbach,Diersbach,"333,99","10,6",1973,,417688.63,501685.95,N,1,13.571532479527608,48.41404344506597
4001035,204867,Pramerdorf,Pram,"308,48","340,9",1955,,409608.02,503587.46,N,7,13.462392594240091,48.43131621605304
10001019,207019,Achleiten,Donau,"288,04","76653,3",1947,,412594.92,520342.92,N,6,13.503250638446652,48.581971307703455
10001020,207027,Engelhartszell,Donau,"276,99","77089,7",1884,,429712.82,511809.78,N,2,13.734697703896767,48.504661885311066
4001036,204875,Oberkappel,Ranna,"491,76","132,5",1926,,432285.15,517010.66,N,7,13.76990731100874,48.55131587036842
4001218,206771,Koblmühle,Kleine Mühl,482,"43,7",1988,,444351.84,519534.61,N,7,13.933639266314003,48.57329615945347
4001037,204883,Obermühl,Kleine Mühl,"283,5","200,2",1928,,443622.35,506627.81,N,7,13.922432757942738,48.45726046999999
4001038,204891,Vorderanger,Große Mühl,"589,41","125,3",1965,,437500.18,533562.92,N,6,13.842016336197384,48.69989913914794
4001039,204909,Pfaffetschlag,Klafferbach,"693,66","17,1",1976,,441569.4,535323.73,N,1,13.8974748041951,48.715483352690406
4001040,204917,Furtmühle,Große Mühl,"503,98","256,4",1921,,450701.07,522985.67,N,6,14.020100633580045,48.60386338202001
4001041,204925,Hartmannsdorf,Steinerne Mühl,"499,59","137,9",1921,,452901.6,519535.3,N,7,14.04951195451772,48.57265376983878
4001042,204933,Teufelmühle,Große Mühl,"478,82","453,2",1928,,451462.43,516649.35,N,7,14.029658401402978,48.54681515652573
10001022,207043,Aschach an der Donau (Agentie),Donau,260,"78194,9",1914,,451165.54,495980.82,N,2,14.023161457372412,48.36093964123658
4001197,206565,HWR-Becken Leithen (Ausfluß),Trattnach,"467,44","19,8",1981,,425084.64,474124.6,N,2,13.669864067279065,48.16587847997065
4001046,204974,Strötting,Trattnach,"378,04",54,1976,,429865.69,480574.82,N,7,13.734599047866558,48.22369922700919
4001048,204990,Still,Stillbach,"382,43","19,8",1976,,426328.01,482043.02,N,1,13.687064407807902,48.23705976249719
4001050,205013,Grieskirchen,Trattnach,"329,93","135,9",1958,,436657.87,481823.82,N,7,13.826139848029715,48.23458520057846
4001051,205021,Bad Schallerbach,Trattnach,"300,62",184,1935,,443649.49,480971.97,N,6,13.920192185315042,48.226487894109866
4001052,205039,Fraham,Innbach,"266,17","375,2",1895,,451661.64,487933.04,N,1,14.028889031027058,48.28851157796336
4001053,205047,Neumarkt im Hausruckkreis,Dürre Aschach,"376,56","25,8",1971,,430196.66,486058.62,N,6,13.739437643097252,48.27301258449041
4001157,206151,Edtmühle,Faule Aschach,"362,05","56,4",1976,,434647.37,491903.35,N,6,13.79987914881466,48.32536343971998
4001158,206169,Niederspaching,Aschach,"358,71","101,9",1976,,435394.8,491373.64,N,6,13.809917070261736,48.32055812524613
4001159,206177,Knotzberg,Leitenbach,"417,98","48,4",1976,,431932.63,497075.53,N,6,13.763645870993916,48.37202696426652
4001054,205054,Kropfmühle,Aschach,"347,95","312,2",1976,,441665.26,497063.67,N,7,13.895037773161423,48.37136465927639
4001055,205070,Pfaffing,Aschach,"264,76","351,7",1895,,448988.24,495656.25,N,1,13.99373686264178,48.35818966823831
4001206,206656,Zwettl an der Rodl,Große Rodl,"613,5","59,6",1984,,469723.26,508103.41,N,7,14.275608597584514,48.46822757357287
4001207,206664,Zwettl an der Rodl (Gemeindeamt),Diestlbach,"611,01","27,9",1984,,469311.89,507865.6,N,7,14.27000626099032,48.46613331890914
4001056,205088,Rottenegg,Große Rodl,"271,83","227,4",1895,,459599.17,496857.73,N,7,14.137112180886485,48.36810081007484
10001027,207340,Wilhering,Donau,"249,12","79446,1",1951,,462711.83,492529.14,N,1,14.178495896286648,48.32887084685256
10001023,207068,Linz,Donau,"247,74","79490,1",1821,,470611.79,490189.48,N,2,14.284668164627425,48.30700763991403
4001057,205096,Asberg,Großer Haselbach,"354,63","27,9",1976,,471012.03,496594.5,N,7,14.291125809382224,48.36457331725331
6001005,210526,Archkogl,Grundlseer-Traun,"704,45","114,4",1901,,436930.07,413506.69,N,7,13.824032317729747,47.619968994654656
6001006,210534,Altaussee (Seeklause),Altausseer See,"710,36","48,2",1895,2023.0,432725.79,415197.51,N,2,13.768210867753464,47.63540522204786
6001007,210542,Altaussee (Traun),Altausseer-Traun,"709,44","48,2",1950,,432719.21,415181.46,N,7,13.768122093741171,47.63526114960269
6001008,210559,Altaussee (Augstbach),Augstbach,"714,41","10,5",1909,,432668.03,415312.67,N,6,13.767450536322484,47.63644420242544
6001011,210583,Kainisch,Kainischtraun,"764,26","57,4",1900,,438121.25,408007.92,N,6,13.839409345304706,47.57042810172772
6001012,210591,Bad Aussee (Hadeksteg),Koppentraun,"632,64","305,8",1901,,433447.33,411291.12,N,7,13.7775198494464,47.60022287325232
4001058,205104,Obertraun,Traun,"526,2","317,4",1909,,429252.94,407294.69,N,7,13.721462013117025,47.56446738010614
4001059,205112,Lahn,Hallstätter See,"507,48","614,4",1900,,423986.78,405971.17,N,2,13.651386994779696,47.55277306503293
4001060,205120,Waldbachstrub,Waldbach,"533,22","31,3",1976,,422523.29,405707.27,N,6,13.631923621037217,47.55045048321609
4003155,205575,Hinterer Gosausee,Hinterer Gosausee,"1110,76","16,1",2002,,415964.55,400509.08,N,1,13.544571058223456,47.50387320665146
4001061,205138,Steeg (Bootshütte),Hallstätter See,"507,35","614,4",1883,,422661.27,412200.01,N,1,13.634088237834328,47.608861978563866
4001062,205146,Steeg (Seeausfluss),Traun,"505,66","615,2",1900,,422351.38,412650.86,N,7,13.629988040772778,47.61292894355261
4001204,206631,Bad Goisern,Stambach,"501,55","5,5",1982,,421982.62,415190.1,N,1,13.625207259811964,47.635787144938334
4001063,205153,Bad Ischl (Maxquelle),Traun,"458,6","720,2",1900,,422141.06,423461.6,N,7,13.627729536106772,47.71020040359468
4001064,205161,Strobl,Wolfgangsee (Abersee),"536,89","125,2",1904,,411365.42,424861.35,N,2,13.48411969285388,47.72306990627075
5001059,203646,St. Gilgen (Seepegel),Wolfgangsee (Abersee),"537,3","124,8",1900,,402714.13,429611.22,N,2,13.368794377331245,47.7658946404658
4001065,205179,Strobl (Bürglstein),Ischl,"536,97","125,4",1900,,411706.63,424795.71,N,6,13.488667486102727,47.72247340982151
4001066,205187,Bad Ischl (Giselabrücke),Ischl,"469,64","251,8",1900,,421077.93,424362.85,N,7,13.613600848265646,47.71834389470549
4001137,205955,Grabenbachbrücke,Rettenbach,"561,78","49,9",1983,,426679.58,421644.16,N,1,13.68811832718466,47.69367992488435
4001202,206615,Mitterweißenbach,Mitterweißenbach,"465,34","35,1",1982,,424542.8,428048.54,N,6,13.659999706223784,47.75138286674303
4001068,205203,Ebensee,Traun,"422,17","1223,4",1895,,432282.29,433984.36,N,7,13.763683596746777,47.80444905989009
4001069,205211,Jagdschloß Langbathsee,Vorderer Langbathsee,"663,01","13,8",1901,,425606.63,437347.39,N,1,13.67473237496963,47.83500107388917
4001070,205229,Ebensee (Unterlangbath),Langbathbach,"431,17",40,1901,,432790.15,435005.0,N,6,13.770541736639224,47.81360601676126
4001071,205237,Ebensee (Landungssteg),Traunsee,"420,62","1395,3",1896,,433162.02,434955.0,N,2,13.775504757878792,47.81313737414422
4001072,205245,Gmunden (Esplanade),Traunsee,"421,31","1395,3",1904,,434255.02,446218.18,N,2,13.790980238212136,47.91441250074947
4001154,206128,Theresienthal,Traun,410,"1397,7",1976,,434898.91,448704.34,N,1,13.799795342946856,47.93674460176961
4001074,205260,Zell am Moos,Zeller See (Irrsee),"551,42","27,5",1905,,398460.01,444731.13,N,2,13.311962900592302,47.90192647988597
4001075,205278,Mondsee (Armaturenwerk),Zeller Ache,"495,54",37,1901,,400216.95,439500.99,N,6,13.335469855025844,47.85487543184995
4001076,205286,Mondsee (Limnolog.Institut),Mondsee,"479,28","246,8",1895,,400737.79,438890.18,N,2,13.342431312895554,47.84937999746877
5001060,203653,Fuschl (Seepegel),Fuschlsee,"662,4","29,5",1901,,397491.54,433194.04,N,2,13.2990792898767,47.7981274151503
5001061,203661,Hof bei Salzburg,Fuschler Ache,"660,24","34,9",1951,,393392.19,435629.23,N,6,13.244303888484128,47.82000570754456
4001077,205294,St. Lorenz,Griesler Ache,"492,41",109,1900,,400303.93,436946.82,N,6,13.336632319992107,47.83189630867899
4001078,205302,See am Mondsee,Mondsee,"480,24","246,8",1915,,408773.57,433913.45,N,1,13.449737735439111,47.80454985861276
4001160,206185,See am Mondsee (Au),Seeache,"477,35","247,4",1977,,409048.05,433827.8,N,7,13.453401477820114,47.80377561556704
4001079,205328,Unterach am Attersee,Attersee,"467,51","459,7",1902,,411766.14,433862.17,N,1,13.489699809026485,47.80404222851996
4001080,205336,Weißenbach am Attersee,Äusserer Weißenbach,"473,22","31,2",1919,,415420.93,432765.09,N,6,13.538467979939222,47.79409673728833
4001082,205351,Kammer,Attersee,"467,75","459,7",1895,,419494.9,449326.63,N,2,13.593594168038178,47.94298593449069
4001083,205369,Raudaschlsäge,Ager,"466,31","462,9",1951,,420538.59,450494.24,N,7,13.607623344042496,47.95345824404521
4001169,206276,Dürnau,Ager,"434,32","497,2",1978,,422751.57,455049.58,N,2,13.637496674596758,47.99436606709352
4001084,205377,Stauf,Vöckla,"502,5","99,7",1878,,407637.68,453964.38,N,6,13.434909060185278,47.984953319622505
4001085,205385,Redl,Frankenburger Redl,"470,44","58,1",1962,,412658.21,458539.92,N,6,13.502317242735389,48.02603906388974
4001086,205393,Timelkam,Vöckla,442,"331,5",1878,,420292.45,456294.95,N,7,13.604595335981118,48.005650802030026
4001087,205401,St. Georgen im Attergau,Dürre Ager,"531,36","51,4",1976,,411282.48,448572.02,N,6,13.483613719840518,47.93638962147313
4001180,206383,Timelkam (Fußgängersteg),Dürre Ager,"443,86","103,5",1979,,420621.71,455767.58,N,6,13.608984461473986,48.000896148997775
4001088,205419,Vöcklabruck,Vöckla,"418,61","447,1",1878,,424286.6,456775.16,N,7,13.658166100397828,48.0098343518104
4001089,205427,Schalchham,Ager,"411,17","949,9",1900,,426209.44,455566.82,N,7,13.683872516970032,47.99888935322312
4001090,205435,Aurachkirchen,Aurach,"419,88",81,1919,,430423.8,452887.45,N,7,13.740174326946942,47.97460176598216
4001091,205443,Pitzenberg,Staiger Bach,"404,29","22,3",1976,,429667.99,462980.36,N,1,13.730734926476256,48.06543359241902
4001092,205450,Fischerau,Ager,348,"1256,1",1900,,437652.98,465327.38,N,7,13.838103778790645,48.086132783617344
4001094,205476,Oberschwaig,Schwaiger Bach,"367,14","45,8",1959,,437858.85,466184.2,N,6,13.84094255808286,48.09382858649349
4001095,205484,Almsee,Almsee,"586,39","41,4",1976,,446775.76,429833.87,N,1,13.956782879707127,47.76622915670238
4001191,206508,Grünau,Alm,"518,87","181,9",1980,,446139.65,438917.53,N,7,13.949251147136527,47.847995473814805
4001096,205500,Friedlmühle,Alm,"442,11","326,1",1928,,448793.63,449955.3,N,7,13.985952284753116,47.94710294648225
4001171,206292,Au (Mittlere Au),Laudach,"367,71","72,2",1979,,443433.42,460073.64,N,6,13.915186887049762,48.038509069255234
4001097,205518,Penningersteg,Alm,"357,71",445,1933,,443976.24,461681.86,N,7,13.922630991404226,48.052939825914
4001098,205526,Hafeld,Traun,"330,55",3300,1919,,443810.81,466062.5,N,1,13.920853609744292,48.09235844337664
4001181,206391,Wels-Lichtenegg,Traun,309,"3387,1",1980,,449361.07,471534.39,N,3,13.996004152624062,48.14118174030872
4001099,205534,Oberschauersberg,Aiterbach,"322,42","68,3",1971,,450194.82,470700.06,N,6,14.007113072029943,48.13361227692247
4001105,205609,Holzermühle,Sipbach,"370,01","22,4",1976,,456987.38,464880.55,N,1,14.09762565478526,48.08069923499214
4001107,205633,Kirchdorf an der Krems,Krems,"414,44","40,5",1971,,457617.54,445780.74,N,6,14.10355291512492,47.90882421692366
4001108,205641,Kremsmünster (Ort),Krems,"338,84","147,2",1895,,459609.74,461667.38,N,7,14.132387148950595,48.05155828241409
4001222,206813,Unterrohr,Sulzbach,"318,39","74,8",1990,,464447.51,464129.37,N,7,14.197660447132057,48.07324110163025
4001109,205658,Kremsdorf,Krems,"270,35","365,3",1895,,469393.52,478265.89,N,7,14.26631810607816,48.19988984922701
4001111,205682,Ebelsberg,Traun,"250,85",3985,1850,,473634.64,483677.13,N,2,14.32430735917446,48.2480923693255
4001192,206516,Au bei der Traun,Welser Mühlbach,"321,34",0,1980,,447467.19,470639.9,N,1,13.970451834521397,48.13327718490969
4001201,206607,Hörsching (Ort),Hörschinger Bach,"286,16","20,5",1982,,462607.6,481111.76,N,1,14.17542656558912,48.2261834984679
4001112,205690,St. Florian bei Linz,Ipfbach,"258,21",86,1976,,477830.08,478771.85,N,6,14.379920581512495,48.20347700313207
4001198,206573,Engerwitzdorf,Große Gusen,"312,5","106,7",1981,,482340.3,494420.42,N,7,14.443608622327789,48.343666773980345
4001226,206854,Unterweitersdorf,Kleine Gusen,"327,42","76,6",1993,,484021.46,497177.46,N,7,14.466831766117696,48.368246193492325
4001179,206375,St. Georgen an der Gusen (Bad),Gusen,"246,67","257,7",1979,,482714.31,487076.32,N,7,14.447237811761362,48.2775635178613
5001065,203703,Flachau,Enns,"898,45","89,6",1908,,404466.22,382848.39,N,2,13.391728710297569,47.34514682130743
5001066,203711,Altenmarkt im Pongau,Enns,"837,35","134,5",1959,,407249.86,386805.46,N,7,13.428641062168635,47.38072705031152
5001067,203729,Radstadt (Enns),Enns,"823,31","189,7",1895,,410556.44,387215.63,N,1,13.47245278707059,47.38437378371963
5001068,203737,Löbenau,Taurach,"835,8","86,5",1908,,411286.19,385556.2,N,6,13.48207915214209,47.36943103747284
5001086,203919,Forstau,Forstaubach,"882,42","57,2",1989,,416804.2,386619.46,N,7,13.555199995999848,47.37888118457949
6001013,210625,Tetter,Untertalbach,"1019,47","65,2",1947,,428674.04,383958.17,N,6,13.712264822840355,47.35452701161235
6001015,210641,Schladming,Enns,"724,85","648,8",1861,,427535.64,388700.08,N,7,13.697484171942898,47.39724064023884
6001018,210674,Aich,Enns,"688,86","807,5",1861,,436828.75,391370.13,N,1,13.820846307116463,47.42080877768305
6001025,210740,Trautenfels,Enns,"639,96",1519,1861,,456760.64,401976.3,N,8,14.08642937457256,47.51480868833334
6001024,210732,Irdning,Donnersbach,"644,07","194,3",1960,,457397.33,400716.93,N,6,14.094721354194675,47.50342261020683
6001028,210773,Aigen im Ennstal-Ketten,Gulling,"644,59","155,9",1909,,461405.55,403197.44,N,6,14.148283063664948,47.5253749436552
6001030,210799,Liezen (Röthelbrücke),Enns,627,2132,1857,,468992.71,406220.1,N,7,14.249530951766443,47.55181106110281
6001032,210815,Selzthal,Palten,"632,93","368,7",1895,,473294.75,405375.06,N,6,14.30656042166324,47.54373934309004
6001033,210823,Admont (Enns),Enns,"616,8",2651,1985,,484935.38,409680.77,N,7,14.462053761690546,47.581062609709726
6001036,210856,Hieflau,Erzbach,"485,86","245,3",1895,,506263.79,412578.65,N,6,14.746319653762106,47.60400044619855
6001037,210864,Gußwerk,Salza,"735,5",280,1961,,547815.27,428715.25,N,7,15.304352524267472,47.74102231641142
6001039,210880,Weichselboden,Radmerbach,"668,63","54,1",1967,,537982.5,421173.83,N,7,15.170864688639336,47.67535726387543
6001040,210898,Wildalpen,Salza,"583,06","592,3",1895,,523909.85,419718.05,N,7,14.983029549209007,47.66509917665913
4001217,206763,Platzl,Laussabach,421,"93,5",1986,,498040.46,426183.03,N,6,14.63997507818655,47.72767337094324
4001116,205732,Weyer Markt,Gaflenzbach,"383,76","87,3",1978,,498818.89,440200.4,N,6,14.65352257497537,47.85364868388213
4001195,206540,Pechgraben,Pechgraben,"420,78","24,6",1980,,489638.78,446302.76,N,6,14.53208473928719,47.90988092493735
4001178,206367,Große Klause,Reichramingbach,"463,43","78,1",1978,,485453.72,434758.0,N,1,14.473828010471625,47.80659067662397
4001117,205740,Reichraming,Reichramingbach,"347,78","168,6",1957,,483877.11,443585.94,N,7,14.45447165230155,47.88621343841743
4001118,205757,Jägerberg,Enns,"285,77","4996,1",1953,,480821.27,459029.79,N,8,14.416475143442034,48.025527660701336
4001119,205765,Dietlgut,Steyr,"642,78","25,2",1947,,458226.32,419059.3,N,7,14.108147818734995,47.66837139242299
4001183,206425,Hinterstoder (Weißenbach),Weißenbach,"645,24","16,6",1980,,459315.49,419787.45,N,1,14.122752494521018,47.67482398296941
4001120,205773,Polsterlucke,Krumme Steyr,"614,01","15,6",1976,,458597.66,421725.97,N,6,14.113448977543705,47.692329019030346
4001121,205781,Hinterstoder,Steyr,"599,45","81,8",1976,,460647.11,421847.09,N,6,14.14077440417134,47.69323097457272
4001122,205799,Kniewas,Steyr,"468,61","184,9",1951,,462669.14,430110.81,N,6,14.168898342903647,47.7673832797756
4001123,205807,Spital am Pyhrn,Teichl,"625,5","40,2",1929,,475162.49,419265.26,N,6,14.33374659028287,47.668489140601615
4001124,205815,Windischgarsten,Dambach,"603,32",67,1971,,474926.51,425179.11,N,6,14.33161285947699,47.721718939581606
4001125,205823,Teichlbrücke,Teichl,"571,17","148,6",1919,,472155.63,425667.14,N,7,14.29475157673794,47.72642284283201
4001223,206821,Roßleithen (Klammstein),Hinterer Rettenbach,"593,6","15,4",1991,,473052.22,428598.07,N,6,14.30719444014381,47.752689961985325
4001126,205831,St. Pankraz,Teichl,"484,58","232,8",1976,,465670.15,429959.73,N,6,14.208920761425736,47.76572779317392
4001193,206524,Spering,Vorderer Rettenbach,"513,95",15,1980,,464728.65,431789.08,N,6,14.1966282325623,47.782279602230105
4001128,205856,Steyrling,Steyrling,"496,68","72,4",1913,,460253.58,434266.7,N,6,14.137236915150725,47.804999434900274
4001129,205864,Klaus an der Pyhrnbahn,Steyr,"420,29","542,4",1895,,461873.53,437090.0,N,7,14.159268403082748,47.83024618589926
4001130,205872,Dandelmühle,Paltenbach,"398,72",43,1978,,465274.06,441141.9,N,6,14.205304722501232,47.86636440978899
4001131,205880,Innerbreitenau,Krumme Steyrling,"470,85","99,6",1966,,475127.46,440945.57,N,1,14.336999666063212,47.86353150032483
4001132,205898,Molln,Krumme Steyrling,"404,16","129,4",1919,,470809.49,444256.45,N,6,14.279812474312404,47.89380501166424
4001103,205583,Leonstein,Schmiedleitnerbach,"422,9","20,9",1986,,465835.26,446794.62,N,6,14.213659600847723,47.91716261768185
4001133,205914,Pergern,Steyr,"301,81","898,1",1906,,476243.19,461762.0,N,8,14.355565137895656,48.05066128346118
4001134,205922,Steyr (Ortskai),Enns,"280,97","5915,4",1962,,481440.26,461033.45,N,8,14.42515208286719,48.04347346891819
4001200,206599,Steyr (Zollamt),Ramingbach,"290,37","71,1",1981,,483033.75,461213.23,N,6,14.446561787523516,48.044887764890326
10001025,207084,"Mauthausen (Strom-km 2110,98)",Donau,"235,98","90601,2",1905,,489109.81,482891.23,N,2,14.532545175135455,48.23906678776066
4001136,205948,Freistadt (Hafnerzeile),Feldaist,"538,42","63,9",1902,,486707.44,512160.44,N,6,14.506132677257412,48.5026419067908
4001199,206581,Kefermarkt,Feldaist,"462,04","189,2",1981,,488895.09,505591.14,N,7,14.534367463563,48.44326075918557
4001209,206680,Weitersfelden,Wald-(Schwarze) Aist,"676,66","101,7",1984,,502706.38,508970.93,N,7,14.721870438137069,48.47159125000329
4001139,205971,Pfahnlmühle,Waldaist,"322,36","266,1",1937,,491569.82,493834.19,N,7,14.568003523204125,48.33714453551834
4001140,205989,Schwertberg (Kaolinwerk),Aist,"253,24","604,7",1956,,492425.45,488572.17,N,6,14.57841089378013,48.28969491662878
10001172,207431,Wallsee,Donau,226,"91461,3",2005,,501634.45,475033.32,N,2,14.699320241086548,48.16653393044181
3001141,209247,St. Pantaleon (Süd),Erla,"241,68","91,8",1978,,491300.24,479353.4,N,6,14.5612867985076,48.20693886510417
4001141,205997,Königswiesen (Ort),Große Naarn,"562,56","80,4",1968,,511544.07,501610.79,N,7,14.839466219390944,48.40392246265734
4001142,206003,Unterweißenbach,Kleine Naarn,"612,06","36,9",1971,,507124.73,505209.4,N,6,14.78067964570877,48.43703941999982
4001144,206029,Haid,Naarn,"233,54","303,1",1972,,500339.96,479690.16,N,7,14.683000905295524,48.20862209194172
4001145,206037,Sturmmühle,Klambach,"231,56","87,6",1955,,507363.47,480265.41,N,6,14.777651583878566,48.212662460418805
10001026,207100,Grein (Schiffsstation),Donau,"219,43","92082,4",1851,,513201.47,481994.24,N,1,14.856666518038653,48.22721059212756
4001164,206227,Waldhausen (Seeausfluß),Sarmingbach,"457,75","42,5",1977,,520458.78,488079.84,N,2,14.95605797408095,48.28062305360708
3001001,207613,Isperdorf,Isper,"232,74","164,7",1896,,524100.35,479520.17,N,7,15.002649628077656,48.20294911229362
10001002,207126,Ybbs an der Donau,Donau,"212,22","92464,2",1862,,530233.3,477032.61,N,2,15.084404719456131,48.17936509380817
3001171,209551,Lunz am See (Seestraße),Ois,"592,43","117,9",1984,,527054.9,441505.27,N,7,15.03123745729065,47.86046186722402
3003113,214262,Lunz am See (Wassercluster),Lunzer See,"606,25","24,7",2008,,527909.9,440576.98,N,2,15.042392246611104,47.85194403429904
3003114,214254,Göstling (Weidenauer Brücke),Ybbs,"518,33","315,1",2008,,519519.61,436014.25,N,6,14.92901865388431,47.81250617831151
3001005,207654,Opponitz (Mirenau),Ybbs,"391,29","506,9",1922,,512013.5,444598.61,N,7,14.83099130121058,47.89106661789511
3003059,209130,Ybbsitz (Obergurhof),Kleine Ybbs,"398,86","98,5",2005,,515581.84,450681.59,N,7,14.880330121466008,47.94515405881666
3001009,207696,Krenstetten,Urlbach,"304,27","155,8",1978,,502039.9,462957.1,N,6,14.701917475384729,48.05784970144308
3001008,207688,Greimpersdorf,Ybbs,"261,89","1116,6",1963,,516078.62,469168.56,N,7,14.891936723463346,48.11134429221293
3001010,207704,Mitterbach (Brücke),Große Erlauf,"785,91","29,7",1968,,547000.0,436800.9,N,6,15.29620210952313,47.81392965067837
3001011,207712,Wienerbruck,Ötscherbach,"622,17","36,1",1965,,545768.21,440713.61,N,6,15.28106274636653,47.84939844428996
3001012,207720,Reith,Lassingbach,"793,88","23,2",1964,,548107.86,442380.21,N,6,15.312894192620506,47.863860078671856
3001109,208850,Erlaufboden (EVN),Große Erlauf,"529,79","135,7",1979,,544370.88,444232.27,N,6,15.263562526327895,47.88136164664103
3001013,207738,Kienberg (Neuhaus),Große Erlauf,"382,82","203,3",1936,,533880.74,449748.9,N,6,15.125004209999329,47.93323464722393
3001014,207746,Gaming,Gamingbach,"396,14","51,5",1965,,532357.27,450548.37,N,6,15.104858159115087,47.9407388880075
3001018,207787,Neubruck,Jeßnitz,"352,92","32,2",1931,,538430.31,454577.93,N,6,15.187432765794314,47.97570808912093
3003093,209882,Scheibbs (Kardinal König Brücke),Große Erlauf,"325,25","330,2",1897,,536765.76,457520.5,N,7,15.166065576584932,48.00252763546431
3001156,209403,Schliefau,Schliefaubach,"385,95","17,7",1981,,520637.09,458120.78,N,6,14.950075181991023,48.01114167429083
3003089,209817,Wang,Kleine Erlauf,"313,07","127,6",2007,,526061.23,462394.02,N,6,15.024024705049682,48.04853926562112
3001019,207795,Wieselburg (Messegelände),Kleine Erlauf,"247,97","167,5",1906,,534021.29,471365.16,N,6,15.133578488087323,48.1276177092056
3001020,207803,Niederndorf,Erlauf,"225,4","604,9",1897,,536931.33,476112.77,N,7,15.174179120913578,48.16970234717712
3001154,209387,Laimbach,Laimbach,"515,44","10,6",1981,,532962.24,492315.27,N,6,15.125834756798168,48.31624545087062
3001021,207811,Weitenegg,Weitenbach,"234,23","216,9",1898,,544958.3,484244.25,N,6,15.284834404778078,48.24106916667315
10001003,207134,"Melk (Strom-km 2035,98)",Donau,"199,97","94813,3",1844,,548242.39,483521.43,N,6,15.328795621116218,48.23381998483453
3001136,209197,Lachau,Melk,"250,53","95,2",1974,,543894.33,469060.92,N,6,15.265434747639256,48.10476525394406
3001022,207829,Hörsdorf,Mank,"279,77","37,6",1930,,548822.54,470602.44,N,6,15.33213683547089,48.11750860804476
3001023,207837,Matzleinsdorf,Melk,"211,52","284,6",1920,,544530.31,480044.92,N,7,15.277659848450272,48.20340200731666
3001024,207845,Schwarzenbach an der Pielach (Guttenhof),Pielach,"471,6","42,2",1928,,552472.0,453038.97,N,6,15.374958527809968,47.95870560896594
3003133,214312,Loich,Pielach,"394,09","144,5",2011,,553642.25,459218.62,N,6,15.39281743933851,48.01400304034723
3001025,207852,Hofstetten (Bad),Pielach,"311,24","289,5",1896,,562324.25,468582.46,N,7,15.51269538896812,48.09608281331504
3001026,207860,Großsierning,Sierningbach,"236,68","87,7",1900,,558149.01,479028.19,N,6,15.460481367300476,48.19105423729604
3001166,209502,Elsarn,Spitzerbach,"312,63","48,6",1982,,550143.96,498057.37,N,6,15.359486721642265,48.36408930150332
10001016,207357,Kienstock,Donau,194,95970,1976,,557723.42,500283.1,N,7,15.462582140791762,48.38228234933934
10001004,207142,Stein-Krems,Donau,"188,96","96044,8",1828,,566712.75,502727.86,N,2,15.584872045390265,48.40198801728332
3003128,214304,Furth (Feuerwehrhaus),Fladnitz,"209,23","162,4",2010,,568875.36,499592.1,N,6,15.612832050875223,48.37322762188767
3001169,209536,St. Aegyd am Neuwalde (Eisenwerk),Unrechttraisen,"562,52","53,9",1983,,567893.49,442294.85,N,7,15.577273617503929,47.85826185888329
3003049,208868,Hohenberg (Süd),Unrechttraisen,"484,81",104,2005,,570981.47,447317.82,N,6,15.620509483608286,47.90262356189561
3001029,207894,Lilienfeld-Marktl,Traisen,"356,55","345,2",1896,,569371.9,461018.08,N,6,15.604333469966678,48.026247651982445
3003048,208793,Ramsau (Zentrum),Ramsaubach,"468,32","40,1",2005,,584614.48,458866.71,N,6,15.807731626629938,48.00272086845
