Messstelle:                ;Dietlgut
28.08.2013 22:45:00;  6,64
18.09.2013 21:30:00;  16,6
11.10.2013 14:30:00;  2,74
06.11.2013 20:40:40;  3,24
26.12.2013 15:22:55; 0,711
07.01.2014 19:59:15; 0,560
01.02.2014 10:45:00; 0,529
16.03.2014 23:45:00;  2,39
28.04.2014 00:30:00;  4,84
23.05.2014 17:15:00;  7,05
08.06.2014 18:45:00;  5,33
31.07.2014 07:30:00;  10,7
31.08.2014 23:59:55;  4,19
01.09.2014 07:30:00;  6,60
23.10.2014 17:15:00;  3,01
06.11.2014 22:45:00;  2,09
19.12.2014 06:15:00;  1,75
10.01.2015 12:30:00;  8,38
17.02.2015 15:45:00; 0,517
31.03.2015 20:00:00;  1,99
27.04.2015 18:45:00;  4,98
14.05.2015 10:00:00;  9,37
19.06.2015 05:26:55;  6,47
25.07.2015 20:45:00;  8,06
02.08.2015 13:15:00;  2,48
03.09.2015 23:15:00;  4,03
07.10.2015 13:15:00;  3,85
21.11.2015 05:15:00;  1,10
01.12.2015 09:45:00;  2,46
31.01.2016 04:15:00; 0,928
01.02.2016 14:15:00;  9,12
31.03.2016 23:59:55;  1,03
18.04.2016 00:47:45;  1,84
14.05.2016 10:02:45;  5,77
13.06.2016 17:32:45;  4,69
13.07.2016 22:47:45;  6,24
10.08.2016 08:47:45;  4,83
06.09.2016 02:32:45;  9,00
15.10.2016 04:17:45;  2,02
17.11.2016 01:45:00;  2,42
26.12.2016 22:45:00;  1,24
01.01.2017 12:00:00; 0,592
23.02.2017 17:15:00;  1,51
19.03.2017 07:47:45;  3,14
11.04.2017 08:32:45;  2,01
19.05.2017 20:02:45;  4,06
01.06.2017 14:47:45;  3,69
27.07.2017 04:17:45;  7,13
19.08.2017 21:15:00;  11,6
03.09.2017 00:45:00;  5,38
29.10.2017 11:32:45;  7,02
03.11.2017 06:47:45;  2,21
31.12.2017 07:00:00;  1,66
05.01.2018 04:45:00;  3,37
01.02.2018 15:30:00; 0,952
13.03.2018 14:45:00;  1,06
24.04.2018 03:30:00;  6,12
04.05.2018 23:45:00;  6,99
12.06.2018 18:00:00;  11,2
06.07.2018 00:30:00;  8,82
08.08.2018 20:00:00;  13,8
24.09.2018 05:15:00;  9,42
24.10.2018 19:15:00;  13,1
01.11.2018 00:00:00;  1,32
24.12.2018 07:15:00;  7,02
02.01.2019 02:15:00; 0,943
28.02.2019 19:15:00;  1,06
16.03.2019 09:45:00;  4,72
24.04.2019 19:00:00;  5,54
22.05.2019 23:45:00;  10,7
11.06.2019 19:30:00;  13,7
13.07.2019 16:15:00;  10,8
16.08.2019 11:45:00;  4,38
02.09.2019 23:15:00;  4,01
10.10.2019 05:00:00;  5,20
17.11.2019 22:00:00;  2,03
26.12.2019 01:00:00; 0,920
31.01.2020 23:30:00;  1,19
03.02.2020 03:00:00;  7,54
11.03.2020 21:15:00;  6,75
18.04.2020 23:15:00;  5,48
23.05.2020 21:30:00;  8,45
28.06.2020 03:15:00;  10,8
28.07.2020 20:15:00;  10,6
04.08.2020 00:15:00;  13,5
06.09.2020 00:45:00;  6,00
31.10.2020 16:45:00;  4,06
02.11.2020 16:00:00;  9,31
23.12.2020 06:00:00;  1,74
29.01.2021 14:30:00;  1,50
07.02.2021 20:30:00;  1,06
31.03.2021 16:30:00; 0,980
30.04.2021 21:30:00;  3,56
11.05.2021 18:45:00;  7,52
08.06.2021 16:30:00;  9,64
17.07.2021 22:00:00;  31,9
31.08.2021 23:59:55;  11,0
01.09.2021 05:30:00;  14,9
08.10.2021 03:45:00;  1,47
04.11.2021 08:30:00;  1,71
31.12.2021 04:45:00;  4,66
01.01.2022 00:00:00;  2,28
