Messstelle:                ;Lech (Tannbergbrücke)
23.10.2013 22:45:00;  10,3
06.11.2013 17:25:00;  20,3
02.12.2013 14:15:00;  1,55
01.01.2014 14:35:00; 0,900
25.02.2014 13:45:00; 0,804
20.03.2014 19:35:00;  4,54
26.04.2014 19:00:00;  9,62
10.05.2014 00:10:00;  14,5
29.06.2014 18:50:00;  21,5
31.07.2014 04:20:00;  33,3
27.08.2014 12:10:00;  26,8
01.09.2014 15:20:00;  15,3
21.10.2014 10:10:00;  12,7
04.11.2014 19:15:00;  5,51
19.12.2014 00:40:00;  6,29
10.01.2015 14:40:00;  8,25
02.02.2015 09:25:00;  1,34
30.03.2015 14:50:00;  6,37
27.04.2015 19:45:00;  16,2
03.05.2015 14:10:00;  39,4
23.06.2015 06:20:00;  26,1
24.07.2015 16:30:00;  18,1
09.08.2015 20:30:00;  15,1
14.09.2015 10:30:00;  14,5
07.10.2015 15:15:00;  5,44
20.11.2015 22:45:00;  17,7
17.12.2015 10:00:00;  2,60
31.01.2016 23:59:55;  2,41
01.02.2016 06:05:00;  15,2
31.03.2016 23:55:00;  4,01
04.04.2016 19:50:00;  12,2
29.05.2016 22:20:00;  28,2
17.06.2016 01:50:00;  29,3
24.07.2016 17:45:00;  24,1
05.08.2016 04:30:00;  36,1
11.09.2016 18:05:00;  33,1
25.10.2016 20:00:00;  9,79
17.11.2016 02:05:00;  4,77
01.12.2016 15:25:00;  1,78
31.01.2017 16:35:00;  1,00
22.02.2017 05:35:00;  3,42
19.03.2017 20:10:00;  11,6
10.04.2017 18:50:00;  9,75
31.05.2017 17:35:00;  24,8
06.06.2017 17:55:00;  21,0
26.07.2017 18:05:00;  52,0
09.08.2017 05:00:00;  11,5
05.09.2017 05:40:00;  27,4
03.10.2017 11:55:00;  28,3
12.11.2017 17:25:00;  6,10
31.12.2017 05:10:00;  2,93
05.01.2018 00:05:00;  10,1
16.02.2018 13:15:00;  1,93
31.03.2018 13:55:00;  1,29
23.04.2018 23:25:00;  26,7
06.05.2018 18:55:00;  25,3
13.06.2018 14:55:00;  19,3
05.07.2018 15:25:00;  7,64
06.08.2018 19:05:00;  42,5
01.09.2018 13:30:00;  17,6
29.10.2018 21:10:00;  9,76
01.11.2018 00:20:00;  2,45
24.12.2018 08:00:00;  21,9
03.01.2019 05:40:00;  1,80
11.02.2019 10:00:00;  1,92
31.03.2019 22:50:00;  3,39
24.04.2019 20:10:00;  15,9
21.05.2019 17:50:00;  30,1
07.06.2019 21:00:00;  36,2
28.07.2019 21:35:00;  22,4
12.08.2019 23:00:00;  34,6
01.09.2019 23:20:00;  12,0
05.10.2019 17:45:00;  16,7
01.11.2019 00:20:00;  8,17
18.12.2019 05:45:00;  1,99
31.01.2020 18:20:00;  2,21
03.02.2020 18:35:00;  43,2
11.03.2020 17:30:00;  6,77
27.04.2020 20:15:00;  17,2
06.05.2020 02:40:00;  27,1
29.06.2020 09:25:00;  23,0
17.07.2020 03:30:00;  18,2
01.08.2020 17:35:00;  38,2
01.09.2020 05:30:00;  10,9
03.10.2020 13:05:00;  11,8
02.11.2020 18:00:00;  8,11
22.12.2020 09:45:00;  3,13
29.01.2021 09:50:00;  1,82
25.02.2021 23:15:00;  1,86
31.03.2021 21:45:00;  3,75
30.04.2021 21:40:00;  12,1
10.05.2021 20:35:00;  23,6
05.06.2021 18:05:00;  23,2
18.07.2021 06:30:00;  36,4
16.08.2021 17:50:00;  22,1
01.09.2021 00:00:00;  9,65
08.10.2021 20:45:00;  2,74
01.11.2021 16:15:00;  1,73
30.12.2021 05:30:00;  19,3
