Messstelle:                ;Brückl
07.05.2013 09:30:00;  13,5
05.06.2013 16:00:00;  13,3
04.07.2013 18:30:00;  9,63
25.08.2013 19:03:00;  7,41
17.09.2013 16:00:00;  6,32
30.10.2013 03:16:20;  7,39
09.11.2013 16:45:00;  12,4
06.12.2013 23:30:00;  5,68
05.01.2014 18:45:00;  7,20
19.02.2014 23:45:00;  8,73
23.03.2014 22:30:00;  7,80
28.04.2014 04:00:00;  11,9
11.05.2014 22:00:00;  13,6
30.06.2014 08:30:00;  11,8
23.07.2014 01:15:00;  8,68
31.08.2014 23:59:55;  12,0
13.09.2014 04:37:10;  20,4
01.10.2014 05:29:35;  8,60
08.11.2014 11:31:25;  18,5
01.12.2014 13:22:00;  8,70
17.01.2015 22:42:00;  26,1
08.02.2015 14:20:40;  3,24
27.03.2015 08:26:05;  4,34
17.04.2015 23:20:35;  3,09
23.05.2015 07:13:45;  6,47
23.06.2015 15:05:10;  5,52
24.07.2015 19:45:00;  6,29
17.08.2015 17:45:00;  5,70
05.09.2015 17:45:00;  6,29
14.10.2015 19:30:00;  6,94
01.11.2015 11:17:50;  3,77
16.12.2015 10:30:00;  3,87
12.01.2016 00:15:00;  7,19
29.02.2016 09:45:00;  5,48
22.03.2016 12:15:00;  4,09
28.04.2016 08:30:00;  4,54
02.05.2016 11:15:00;  11,1
25.06.2016 18:45:00;  13,0
27.07.2016 17:30:00;  14,6
10.08.2016 12:45:00;  16,9
01.09.2016 15:15:00;  7,37
20.10.2016 11:15:00;  7,19
19.11.2016 17:30:00;  7,55
02.12.2016 18:00:00;  5,16
02.01.2017 15:45:00;  3,52
17.02.2017 13:30:00;  3,66
05.03.2017 08:00:00;  3,94
28.04.2017 06:30:00;  9,44
22.05.2017 22:30:00;  4,24
25.06.2017 17:45:00;  5,81
24.07.2017 13:30:00;  15,3
20.08.2017 04:00:00;  13,0
19.09.2017 18:15:00;  12,8
22.10.2017 17:30:00;  7,19
06.11.2017 08:45:00;  4,39
12.12.2017 13:45:00;  6,83
09.01.2018 20:30:00;  6,66
14.02.2018 17:00:00;  3,24
16.03.2018 12:30:00;  4,39
26.04.2018 21:45:00;  12,3
05.05.2018 03:30:00;  17,7
01.06.2018 19:30:00;  17,4
11.07.2018 02:30:00;  6,83
08.08.2018 22:06:35;  9,25
01.09.2018 14:06:35;  10,9
30.10.2018 04:15:00;  16,5
22.11.2018 17:15:00;  5,97
04.12.2018 10:45:00;  4,09
05.01.2019 17:00:00;  2,60
03.02.2019 05:15:00;  9,05
11.03.2019 13:45:00;  3,87
11.04.2019 11:15:00;  4,30
29.05.2019 16:30:00;  8,64
19.06.2019 18:15:00;  12,9
18.07.2019 01:30:00;  7,02
30.08.2019 00:00:00;  7,91
09.09.2019 00:45:00;  6,67
02.10.2019 19:00:00;  5,05
18.11.2019 08:15:00;  11,6
21.12.2019 20:45:00;  7,01
29.01.2020 04:30:00;  4,84
28.02.2020 09:45:00;  3,52
03.03.2020 12:45:00;  3,38
20.04.2020 08:30:00;  3,94
04.05.2020 09:45:00;  3,94
19.06.2020 23:15:00;  7,01
06.07.2020 20:30:00;  13,0
30.08.2020 16:15:00;  16,1
26.09.2020 01:15:00;  14,5
11.10.2020 16:15:00;  9,02
18.11.2020 17:45:00;  6,17
07.12.2020 00:30:00;  5,68
05.01.2021 12:15:00;  4,36
08.02.2021 14:30:00;  4,08
01.03.2021 00:45:00;  2,79
12.04.2021 22:45:00;  3,55
25.05.2021 18:30:00;  8,86
05.06.2021 16:45:00;  8,86
14.07.2021 08:15:00;  7,30
01.08.2021 16:45:00;  6,32
20.09.2021 09:30:00;  4,36
06.10.2021 20:00:00;  4,36
02.11.2021 10:15:00;  6,00
01.12.2021 16:15:00;  2,79
