Messstelle:                ;Dobersdorf
03.07.2013 12:15:00;  6,34
28.08.2013 10:30:00;  21,3
17.09.2013 19:15:00;  20,9
12.10.2013 04:15:00;  13,7
24.11.2013 18:15:00;  77,7
27.12.2013 22:15:00;  9,63
06.01.2014 08:15:00;  9,95
17.02.2014 18:30:00;  77,8
04.03.2014 14:00:00;  10,6
09.04.2014 19:30:00;  7,19
12.05.2014 09:00:00;   153
30.06.2014 18:15:00;  19,7
31.07.2014 04:15:00;  34,2
14.08.2014 04:45:00;  75,9
13.09.2014 13:30:00;  93,5
22.10.2014 11:45:00;  75,4
08.11.2014 15:45:00;  31,2
08.12.2014 07:30:00;  31,2
12.01.2015 05:15:00;  12,3
25.02.2015 02:15:00;  11,6
26.03.2015 18:45:00;  7,74
29.04.2015 04:45:00;  6,62
21.05.2015 00:45:00;  22,1
24.06.2015 00:45:00;  8,08
09.07.2015 10:30:00;  15,5
17.08.2015 16:45:00;  6,62
26.09.2015 05:45:00;  4,48
16.10.2015 03:00:00;  31,2
01.11.2015 00:00:00;  3,52
17.12.2015 07:45:00;  3,06
12.01.2016 07:45:00;  6,90
19.02.2016 16:15:00;  27,0
08.03.2016 14:15:00;  10,6
09.04.2016 03:00:00;  6,34
28.05.2016 21:15:00;  25,2
15.06.2016 21:45:00;  29,7
03.07.2016 14:45:00;  33,5
16.08.2016 17:30:00;  46,3
05.09.2016 15:30:00;  10,5
26.10.2016 08:15:00;  17,4
07.11.2016 09:00:00;  34,3
01.12.2016 22:45:00;  5,46
03.01.2017 17:00:00;  4,74
06.02.2017 20:00:00;  17,8
01.03.2017 21:30:00;  5,83
29.04.2017 03:45:00;  8,69
24.05.2017 04:45:00;  5,25
26.06.2017 03:45:00;  4,99
24.07.2017 23:30:00;  16,6
06.08.2017 10:00:00;  39,0
20.09.2017 05:45:00;  25,4
23.10.2017 16:15:00;  4,24
09.11.2017 03:00:00;  4,74
13.12.2017 12:30:00;  8,08
11.01.2018 01:30:00;  4,99
03.02.2018 04:30:00;  6,34
30.03.2018 13:00:00;  14,4
01.04.2018 21:15:00;  10,7
15.05.2018 22:15:00;  44,3
02.06.2018 22:15:00;  57,8
11.07.2018 08:00:00;  12,1
02.08.2018 23:30:00;  15,2
01.09.2018 23:45:00;  30,6
28.10.2018 18:00:00;  8,58
27.11.2018 07:30:00;  13,0
01.12.2018 00:45:00;  4,44
28.01.2019 15:00:00;  4,36
04.02.2019 13:15:00;  9,27
09.03.2019 19:45:00;  3,73
11.04.2019 23:45:00;  5,04
30.05.2019 15:30:00;  11,8
22.06.2019 15:45:00;  21,7
28.07.2019 12:00:00;  9,07
01.08.2019 06:30:00;  27,5
09.09.2019 18:45:00;  17,8
03.10.2019 14:45:00;  5,07
14.11.2019 03:15:00;  37,8
22.12.2019 09:00:00;  27,2
01.01.2020 00:15:00;  5,78
26.02.2020 23:45:00;  4,20
07.03.2020 05:30:00;  8,44
30.04.2020 00:45:00;  7,51
03.05.2020 13:00:00;  5,91
30.06.2020 00:00:00;  29,0
03.07.2020 02:45:00;  34,4
17.08.2020 00:15:00;  96,8
26.09.2020 09:45:00;  40,0
04.10.2020 11:15:00;  40,6
17.11.2020 06:45:00;  8,88
10.12.2020 15:45:00;  54,3
07.01.2021 03:00:00;  15,6
10.02.2021 03:15:00;  20,2
01.03.2021 03:00:00;  7,68
13.04.2021 09:00:00;  9,71
17.05.2021 19:45:00;  16,1
07.06.2021 06:15:00;  9,44
18.07.2021 08:15:00;  14,5
23.08.2021 16:00:00;  18,8
18.09.2021 01:15:00;  5,10
07.10.2021 23:30:00;  4,02
27.11.2021 02:45:00;  8,32
06.12.2021 02:30:00;  7,19
