Messstelle:                ;Saalfelden
16.10.2013 17:45:00;  12,2
03.11.2013 15:00:00;  20,2
26.12.2013 21:15:00;  5,82
05.01.2014 15:30:00;  3,89
01.02.2014 15:45:00;  6,15
16.03.2014 22:15:00;  7,97
08.04.2014 19:15:00;  20,7
16.05.2014 15:15:00;  29,6
29.06.2014 22:45:00;  15,2
31.07.2014 09:45:00;  71,1
12.08.2014 11:15:00;  29,1
01.09.2014 13:45:00;  35,3
23.10.2014 13:30:00;  17,0
05.11.2014 17:45:00;  15,8
19.12.2014 01:45:00;  6,32
10.01.2015 04:00:00;  39,7
01.02.2015 00:00:00;  1,99
31.03.2015 21:15:00;  13,7
18.04.2015 01:15:00;  17,0
23.05.2015 18:45:00;  31,0
08.06.2015 18:30:00;  38,8
27.07.2015 10:15:00;  12,1
16.08.2015 04:15:00;  14,5
05.09.2015 11:00:00;  21,0
14.10.2015 13:15:00;  5,27
21.11.2015 03:15:00;  3,70
01.12.2015 11:00:00;  11,7
11.01.2016 20:15:00;  2,46
01.02.2016 11:30:00;  34,9
31.03.2016 19:15:00;  10,5
07.04.2016 13:30:00;  21,8
30.05.2016 18:45:00;  24,1
27.06.2016 06:00:00;  30,1
14.07.2016 00:15:00;  38,3
09.08.2016 23:00:00;  54,5
06.09.2016 10:30:00;  27,8
20.10.2016 08:15:00;  7,47
16.11.2016 23:45:00;  8,41
26.12.2016 04:45:00;  3,13
01.01.2017 00:00:00;  1,08
21.02.2017 22:00:00;  8,09
19.03.2017 09:15:00;  42,7
29.04.2017 18:30:00;  8,75
18.05.2017 21:30:00;  11,7
25.06.2017 12:15:00;  29,6
24.07.2017 19:15:00;  31,5
06.08.2017 17:00:00;  53,9
02.09.2017 21:30:00;  25,9
29.10.2017 14:00:00;  32,4
12.11.2017 06:00:00;  13,3
12.12.2017 05:30:00;  12,5
09.01.2018 17:45:00;  18,3
01.02.2018 03:30:00;  1,87
12.03.2018 19:30:00;  8,41
24.04.2018 10:15:00;  26,8
24.05.2018 22:00:00;  25,0
13.06.2018 15:00:00;  15,3
06.07.2018 21:00:00;  17,9
26.08.2018 04:15:00;  33,4
01.09.2018 10:15:00;  18,8
24.10.2018 12:30:00;  19,2
01.11.2018 11:15:00;  3,51
24.12.2018 09:00:00;  44,2
14.01.2019 07:45:00;  2,78
22.02.2019 14:45:00;  6,88
16.03.2019 16:15:00;  19,2
24.04.2019 20:45:00;  29,6
11.05.2019 18:00:00;  28,7
04.06.2019 18:45:00;  21,4
29.07.2019 06:15:00;  43,7
02.08.2019 06:15:00;  17,9
01.09.2019 20:30:00;  12,5
05.10.2019 15:30:00;  14,5
17.11.2019 13:45:00;  79,9
25.12.2019 16:30:00;  6,88
31.01.2020 17:00:00;  3,13
03.02.2020 13:15:00;  32,5
21.03.2020 04:45:00;  14,5
20.04.2020 20:45:00;  14,9
26.05.2020 02:15:00;  14,1
29.06.2020 12:45:00;  25,9
28.07.2020 19:00:00;  73,1
04.08.2020 08:45:00;  43,2
25.09.2020 17:45:00;  24,5
30.10.2020 00:00:00;  14,5
02.11.2020 14:15:00;  6,59
06.12.2020 09:15:00;  28,2
29.01.2021 08:30:00;  3,51
08.02.2021 00:30:00;  7,78
31.03.2021 18:30:00;  9,43
02.04.2021 17:45:00;  17,0
17.05.2021 04:00:00;  23,2
05.06.2021 23:15:00;  13,3
18.07.2021 00:30:00;  95,4
16.08.2021 19:30:00;  47,6
01.09.2021 10:15:00;  10,1
07.10.2021 09:30:00;  2,64
04.11.2021 05:15:00;  7,17
30.12.2021 07:30:00;  18,3
