Messstelle:                ;Imbach
17.09.2013 11:25:00;  4,34
03.10.2013 14:00:00;  1,65
25.11.2013 00:05:00;  3,20
21.12.2013 09:35:00;  2,15
27.01.2014 11:35:00;  2,03
10.02.2014 15:05:00;  1,43
07.03.2014 10:20:00;  1,50
22.04.2014 13:10:00;  1,33
28.05.2014 14:35:00;  22,5
01.06.2014 00:00:00;  3,64
25.07.2014 23:50:00;  3,48
04.08.2014 01:55:00;  5,20
13.09.2014 20:00:00;  5,44
23.10.2014 15:55:00;  9,43
18.11.2014 18:45:00;  3,03
07.12.2014 20:50:00;  3,74
10.01.2015 11:50:00;  13,1
25.02.2015 03:35:00;  2,57
03.03.2015 01:40:00;  3,73
01.04.2015 07:45:00;  2,49
24.05.2015 02:25:00;  5,57
13.06.2015 21:55:00;  8,90
23.07.2015 19:05:00;  1,44
17.08.2015 19:55:00;  2,75
04.09.2015 15:00:00;  1,68
20.10.2015 11:35:00;  3,44
21.11.2015 14:30:00;  3,24
02.12.2015 12:10:00;  2,01
27.01.2016 18:10:00;  3,05
29.02.2016 22:55:00;  3,14
01.03.2016 01:50:00;  3,14
09.04.2016 08:55:00;  3,05
13.05.2016 17:15:00;  10,0
20.06.2016 18:50:00;  7,22
02.07.2016 22:50:00;  43,5
01.08.2016 00:05:00;  3,29
11.09.2016 22:40:00;  2,21
04.10.2016 22:15:00;  3,46
17.11.2016 11:50:00;  2,64
28.12.2016 19:10:00;  2,44
03.01.2017 10:55:00;  2,24
21.02.2017 17:38:00;  43,1
19.03.2017 12:45:00;  5,40
28.04.2017 06:50:00;  3,89
15.05.2017 01:50:00;  2,99
01.06.2017 10:10:00; 0,990
09.07.2017 16:10:00;  3,01
06.08.2017 18:00:00;  2,14
20.09.2017 10:45:00;  2,15
29.10.2017 23:20:00;  1,42
13.11.2017 20:25:00;  1,34
22.12.2017 10:10:00;  1,47
30.01.2018 11:00:00;  2,51
01.02.2018 10:15:00;  1,56
11.03.2018 00:35:00;  11,4
02.04.2018 14:45:00;  1,67
25.05.2018 16:15:00;  1,18
12.06.2018 23:45:00;  16,9
22.07.2018 06:15:00;  6,86
02.08.2018 23:50:00;  1,56
04.09.2018 04:22:00;  4,46
28.10.2018 13:30:00;  1,10
26.11.2018 16:35:00;  2,72
24.12.2018 11:55:00;  11,7
02.01.2019 14:00:00;  2,40
22.02.2019 22:10:00;  7,83
16.03.2019 14:10:00;  10,1
30.04.2019 21:00:00;  2,81
28.05.2019 20:00:00;  16,8
07.06.2019 00:05:00;  8,65
31.07.2019 22:20:00;  1,76
01.08.2019 04:15:00;  4,43
09.09.2019 08:40:00;  2,13
10.10.2019 07:35:00;  1,30
21.11.2019 08:40:00;  1,16
22.12.2019 08:00:00;  2,74
07.01.2020 22:15:00;  1,86
04.02.2020 16:50:00;  4,50
02.03.2020 18:50:00;  2,63
02.04.2020 07:55:00; 0,981
15.05.2020 20:50:00;  1,12
21.06.2020 19:20:00;  15,7
24.07.2020 19:15:00;  14,4
23.08.2020 02:50:00;  13,8
01.09.2020 15:10:50;  15,4
14.10.2020 08:40:00;  6,27
04.11.2020 15:20:00;  2,83
23.12.2020 13:30:00;  2,42
12.01.2021 17:40:00;  6,76
17.02.2021 17:25:00;  4,08
26.03.2021 06:50:00;  1,98
15.04.2021 09:10:00;  1,91
13.05.2021 23:30:00;  2,72
06.06.2021 15:50:00;  2,30
18.07.2021 12:35:00;  6,11
05.08.2021 15:10:00;  4,54
01.09.2021 00:10:00;  1,29
07.10.2021 15:00:00;  1,98
02.11.2021 15:05:00;  1,44
30.12.2021 02:05:00;  2,08
