Messstelle:                ;Tetter
12.10.2013 17:08:35;  5,45
09.11.2013 15:08:35;  3,86
01.12.2013 14:53:35;  1,60
05.01.2014 15:08:35;  1,28
01.02.2014 18:38:35;  1,52
23.03.2014 13:08:35;  2,43
28.04.2014 04:38:35;  5,16
23.05.2014 23:53:35;  16,3
12.06.2014 04:23:35;  13,5
31.07.2014 21:53:35;  13,9
01.08.2014 00:53:35;  13,5
03.09.2014 05:38:35;  15,1
02.10.2014 11:53:35;  2,90
06.11.2014 19:38:35;  9,99
01.12.2014 15:53:35;  1,51
11.01.2015 12:08:35;  2,37
14.02.2015 11:08:35; 0,836
31.03.2015 22:23:35;  1,88
27.04.2015 22:38:35;  5,97
06.05.2015 21:23:35;  15,8
08.06.2015 02:23:35;  12,9
30.07.2015 07:08:35;  7,00
02.08.2015 16:53:35;  6,30
05.09.2015 19:53:35;  5,35
08.10.2015 08:23:35;  6,72
01.11.2015 02:38:35;  1,89
02.12.2015 03:23:35;  1,61
17.01.2016 23:40:45; 0,742
21.02.2016 22:55:45;  2,25
31.03.2016 23:59:55;  1,89
18.04.2016 06:08:00;  4,40
30.05.2016 03:23:00;  13,9
27.06.2016 12:53:00;  13,3
14.07.2016 05:08:00;  21,8
10.08.2016 14:08:35;  19,8
06.09.2016 12:23:35;  18,2
15.10.2016 10:38:35;  4,27
19.11.2016 19:38:35;  2,70
01.12.2016 20:38:35;  1,34
07.01.2017 08:38:35; 0,966
23.02.2017 23:38:35; 0,900
31.03.2017 23:59:55;  2,63
02.04.2017 00:53:35;  2,97
25.05.2017 05:08:35;  10,4
25.06.2017 04:08:35;  11,5
25.07.2017 02:08:00;  11,5
07.08.2017 00:23:00;  19,8
03.09.2017 14:38:00;  6,35
29.10.2017 16:53:00;  5,50
01.11.2017 00:53:00;  2,27
12.12.2017 09:08:00;  2,65
09.01.2018 18:08:00;  2,99
01.02.2018 20:53:00; 0,814
31.03.2018 22:08:00;  1,21
24.04.2018 05:53:00;  12,4
01.05.2018 00:08:00;  10,9
28.06.2018 19:38:00;  16,0
07.07.2018 05:53:00;  10,3
26.08.2018 06:38:00;  4,58
01.09.2018 17:08:00;  7,40
30.10.2018 05:08:00;  22,8
01.11.2018 00:00:00;  4,20
24.12.2018 09:38:00;  2,47
15.01.2019 14:23:00;  1,09
28.02.2019 23:23:00;  1,59
24.03.2019 22:53:00;  2,57
26.04.2019 22:53:00;  9,48
29.05.2019 05:53:00;  12,8
12.06.2019 01:08:00;  19,2
29.07.2019 13:23:00;  9,01
04.08.2019 04:08:00;  7,43
09.09.2019 07:08:00;  10,9
03.10.2019 01:38:00;  3,12
18.11.2019 05:44:00;  11,6
01.12.2019 00:00:00;  1,38
05.01.2020 04:44:00; 0,803
03.02.2020 15:44:00;  1,99
21.03.2020 10:14:00;  2,97
21.04.2020 00:14:00;  6,15
24.05.2020 03:44:00;  10,8
16.06.2020 00:14:00;  12,7
03.07.2020 10:59:00;  18,4
30.08.2020 04:14:00;  20,7
01.09.2020 12:59:00;  14,4
04.10.2020 00:44:00;  8,26
04.11.2020 18:59:00;  5,03
06.12.2020 21:29:00;  1,94
01.01.2021 00:00:00; 0,621
27.02.2021 16:14:00; 0,847
31.03.2021 23:14:00;  1,65
30.04.2021 23:59:55;  3,68
12.05.2021 09:14:00;  12,1
06.06.2021 03:44:00;  20,3
18.07.2021 04:14:00;  24,3
01.08.2021 23:59:00;  8,37
20.09.2021 09:14:00;  5,88
07.10.2021 14:59:00;  2,98
04.11.2021 07:59:00;  4,25
31.12.2021 23:37:45;  1,52
