Messstelle:                ;Steinach am Brenner
21.06.2013 02:30:00;  23,0
29.07.2013 16:45:00;  13,9
19.08.2013 18:45:00;  19,3
09.09.2013 06:15:00;  18,8
24.10.2013 02:15:00;  13,1
03.11.2013 14:00:00;  6,34
26.12.2013 04:30:00;  2,90
04.01.2014 21:00:00;  2,23
01.02.2014 15:15:00;  2,05
23.03.2014 02:45:05;  3,13
30.04.2014 22:30:00;  7,63
23.05.2014 17:15:00;  21,8
29.06.2014 19:30:00;  35,6
21.07.2014 16:00:00;  20,3
13.08.2014 11:01:25;  24,0
01.09.2014 00:00:00;  9,92
13.10.2014 19:15:00;  6,63
06.11.2014 02:00:00;  14,5
01.12.2014 12:30:00;  3,55
04.01.2015 03:30:00;  2,62
21.02.2015 13:15:00;  1,65
31.03.2015 13:30:00;  1,69
27.04.2015 18:45:00;  4,76
19.05.2015 23:00:00;  24,1
08.06.2015 02:30:00;  19,3
22.07.2015 22:30:00;  18,4
25.08.2015 09:00:00;  18,3
14.09.2015 15:00:00;  32,1
04.10.2015 20:15:00;  7,12
01.11.2015 11:30:00;  4,11
06.12.2015 13:15:00;  2,03
11.01.2016 16:30:00;  2,04
01.02.2016 04:15:00;  1,91
31.03.2016 17:30:00;  2,81
17.04.2016 23:00:00;  12,1
29.05.2016 19:15:00;  20,1
17.06.2016 01:15:00;  53,0
12.07.2016 22:15:00;  28,4
05.08.2016 07:15:00;  49,0
17.09.2016 08:00:00;  5,80
14.10.2016 21:15:00;  13,4
21.11.2016 23:45:00;  4,92
01.12.2016 18:45:00;  2,64
02.01.2017 20:30:00;  1,48
03.02.2017 16:15:00;  1,75
31.03.2017 21:00:00;  2,62
27.04.2017 01:00:00;  2,81
31.05.2017 23:15:00;  13,5
28.06.2017 12:45:00;  20,2
24.07.2017 15:15:00;  19,0
10.08.2017 21:45:00;  48,8
01.09.2017 10:45:00;  42,6
01.10.2017 20:15:00;  9,18
05.11.2017 21:00:00;  4,79
12.12.2017 02:15:00;  7,52
09.01.2018 10:00:00;  6,08
01.02.2018 13:30:00;  1,81
31.03.2018 04:45:00;  3,36
30.04.2018 06:15:00;  17,4
29.05.2018 22:30:00;  14,1
01.06.2018 21:45:00;  15,7
22.07.2018 03:00:00;  7,12
26.08.2018 00:15:00;  9,82
01.09.2018 05:00:00;  16,2
29.10.2018 21:30:00;  32,0
07.11.2018 01:45:00;  7,02
24.12.2018 09:45:00;  4,05
01.01.2019 06:30:00;  1,57
02.02.2019 04:00:00;  2,26
24.03.2019 23:00:00;  2,86
26.04.2019 15:30:00;  11,4
28.05.2019 21:30:00;  13,5
12.06.2019 09:15:00;  29,8
01.07.2019 00:00:00;  19,1
13.08.2019 02:00:00;  19,2
08.09.2019 12:45:00;  7,03
20.10.2019 07:30:00;  6,93
03.11.2019 14:15:00;  6,06
04.12.2019 16:15:00;  3,33
17.01.2020 15:00:00;  2,10
24.02.2020 08:15:00;  2,15
21.03.2020 01:45:00;  2,37
24.04.2020 18:00:00;  6,44
15.05.2020 05:15:00;  13,6
07.06.2020 20:00:00;  19,7
03.07.2020 05:15:00;  12,4
29.08.2020 12:15:00;  57,1
01.09.2020 00:00:00;  14,0
03.10.2020 16:30:00;  69,0
02.11.2020 22:45:00;  5,59
06.12.2020 01:45:00;  5,21
03.01.2021 09:30:00;  2,45
07.02.2021 18:15:00;  2,70
31.03.2021 21:45:00;  3,22
30.04.2021 21:45:00;  5,77
11.05.2021 18:15:00;  17,8
18.06.2021 20:15:00;  17,6
08.07.2021 23:30:00;  23,6
05.08.2021 02:00:00;  32,4
19.09.2021 23:30:00;  7,41
05.10.2021 05:00:00;  26,9
01.11.2021 19:00:00;  3,82
01.12.2021 00:00:00;  2,51
