Messstelle:                ;Winklern
19.08.2013 23:30:10;  29,5
17.09.2013 02:45:10;  14,0
30.10.2013 15:00:10;  16,2
09.11.2013 17:45:00;  12,4
04.12.2013 17:30:00;  5,11
01.01.2014 14:45:00;  4,12
01.02.2014 08:15:00;  4,12
21.03.2014 21:15:00;  9,43
27.04.2014 20:30:00;  15,2
26.05.2014 02:30:00;  34,5
11.06.2014 23:45:00;  56,8
31.07.2014 13:15:00;  28,1
13.08.2014 17:30:00;  70,8
01.09.2014 00:00:00;  29,4
14.10.2014 01:15:00;  12,9
06.11.2014 11:15:00;  44,6
01.12.2014 09:00:00;  11,2
10.01.2015 15:00:00;  6,45
02.02.2015 14:00:00;  4,83
30.03.2015 16:00:00;  3,45
27.04.2015 18:45:00;  8,30
20.05.2015 16:45:00;  33,3
06.06.2015 22:15:00;  43,3
29.07.2015 22:00:00;  62,5
02.08.2015 08:00:00;  27,0
14.09.2015 11:45:00;  14,0
14.10.2015 13:00:00;  9,05
01.11.2015 19:45:00;  7,27
01.12.2015 11:00:00;  3,99
11.01.2016 20:30:00;  4,39
21.02.2016 22:30:00;  3,99
31.03.2016 20:45:00;  3,80
18.04.2016 22:45:00;  7,94
29.05.2016 21:15:00;  30,8
17.06.2016 04:30:00;  61,3
13.07.2016 05:15:00;  38,6
10.08.2016 00:15:00;  48,5
17.09.2016 08:00:00;  10,1
15.10.2016 03:30:00;  6,96
06.11.2016 16:30:00;  7,60
01.12.2016 17:30:00;  3,62
07.01.2017 14:45:00;  2,98
22.02.2017 19:30:00;  2,27
20.03.2017 13:45:00;  3,70
28.04.2017 01:45:00;  5,22
30.05.2017 22:00:00;  19,3
25.06.2017 14:00:00;  33,1
24.07.2017 19:00:00;   101
06.08.2017 18:15:00;  66,4
14.09.2017 22:00:00;  19,3
06.10.2017 09:15:00;  8,49
06.11.2017 04:00:00;  5,22
12.12.2017 05:30:00;  5,73
09.01.2018 14:00:00;  4,10
08.02.2018 21:30:00;  3,16
31.03.2018 20:15:00;  3,51
30.04.2018 16:45:00;  31,3
31.05.2018 22:45:00;  28,9
01.06.2018 20:45:00;  31,3
03.07.2018 17:45:00;  20,4
25.08.2018 23:30:00;  23,4
01.09.2018 11:00:00;  25,4
29.10.2018 22:30:00;   172
01.11.2018 13:00:00;  20,1
01.12.2018 06:30:00;  5,32
06.01.2019 15:15:00;  3,83
01.02.2019 22:00:00;  3,47
24.03.2019 21:45:00;  4,71
26.04.2019 21:15:00;  15,1
28.05.2019 20:45:00;  16,6
12.06.2019 20:15:00;  78,5
03.07.2019 17:30:00;  31,4
02.08.2019 21:00:00;  17,6
08.09.2019 15:45:00;  14,6
02.10.2019 12:30:00;  9,49
17.11.2019 23:30:00;  11,8
21.12.2019 13:00:00;  5,57
01.01.2020 00:00:00;  4,23
24.02.2020 14:30:00;  4,03
22.03.2020 01:15:00;  6,08
19.04.2020 21:30:00;  13,6
23.05.2020 22:45:00;  34,6
29.06.2020 15:15:00;  33,8
03.07.2020 03:00:00;  53,5
30.08.2020 14:00:00;   125
01.09.2020 00:00:00;  23,6
03.10.2020 18:00:00;  29,1
02.11.2020 18:15:00;  9,14
06.12.2020 10:15:00;  6,62
02.01.2021 20:45:00;  3,84
24.02.2021 21:15:00;  4,71
31.03.2021 19:00:00;  7,04
30.04.2021 21:45:00;  12,0
11.05.2021 20:00:00;  22,1
21.06.2021 18:45:00;  57,4
09.07.2021 01:00:00;  87,2
01.08.2021 04:30:00;  60,0
20.09.2021 00:30:00;  10,0
05.10.2021 10:00:00;  10,0
02.11.2021 00:45:00;  7,04
01.12.2021 00:00:00;  3,68
