Messstelle:                ;Hartmannsdorf
12.03.2018 22:00:00;  6,09
01.04.2018 21:00:00;  2,32
04.05.2018 11:45:00;  1,92
13.06.2018 03:00:00;  9,40
31.07.2018 01:00:00;  2,60
02.08.2018 17:45:00; 0,923
04.09.2018 10:45:00;  1,35
28.10.2018 14:30:00;  1,17
30.11.2018 15:30:00; 0,797
22.12.2018 21:45:00;  12,1
02.01.2019 05:30:00;  4,23
28.02.2019 23:59:55;  4,48
16.03.2019 13:00:00;  38,1
01.04.2019 00:30:00;  4,00
28.05.2019 23:30:00;  6,21
23.06.2019 05:15:00;  11,3
13.07.2019 10:45:00;  3,02
13.08.2019 07:15:00;  3,33
10.09.2019 11:00:00;  1,56
05.10.2019 18:15:00;  2,11
16.11.2019 11:15:00;  1,07
26.12.2019 01:45:00;  2,27
31.01.2020 19:15:00;  9,91
04.02.2020 00:15:00;  14,3
03.03.2020 19:00:00;  5,48
01.04.2020 00:00:00;  1,60
15.05.2020 21:30:00;  2,35
29.06.2020 08:15:00;  7,60
19.07.2020 21:00:00;  3,46
18.08.2020 20:15:00;  6,41
06.09.2020 06:15:00;  3,47
14.10.2020 23:45:00;  3,29
04.11.2020 08:30:00;  8,41
23.12.2020 05:00:00;  2,53
30.01.2021 10:45:00;  10,2
04.02.2021 03:45:00;  12,9
14.03.2021 15:15:00;  3,66
10.04.2021 01:30:00;  1,93
13.05.2021 20:45:00;  10,6
29.06.2021 22:45:00;  20,1
18.07.2021 17:45:00;  16,5
05.08.2021 19:45:00;  9,86
01.09.2021 00:00:00;  4,21
13.10.2021 05:30:00;  2,39
02.11.2021 11:00:00;  2,66
29.12.2021 16:00:00;  9,22
