Messstelle:                ;Mitterbach (Brücke)
06.04.1990 00:00:00; 0,647
07.04.1990 00:00:00; 0,641
08.04.1990 00:00:00; 0,637
09.04.1990 00:00:00; 0,514
10.04.1990 00:00:00; 0,482
11.04.1990 00:00:00; 0,450
12.04.1990 00:00:00; 0,501
13.04.1990 00:00:00; 0,448
14.04.1990 00:00:00; 0,440
15.04.1990 00:00:00; 0,388
16.04.1990 00:00:00; 0,433
17.04.1990 00:00:00; 0,469
18.04.1990 00:00:00; 0,472
19.04.1990 00:00:00; 0,535
20.04.1990 00:00:00; 0,416
21.04.1990 00:00:00; 0,501
22.04.1990 00:00:00; 0,636
23.04.1990 00:00:00; 0,654
24.04.1990 00:00:00; 0,896
25.04.1990 00:00:00;  1,05
26.04.1990 00:00:00;  1,40
27.04.1990 00:00:00;  1,25
28.04.1990 00:00:00;  1,89
29.04.1990 00:00:00;  1,13
30.04.1990 00:00:00; 0,847
01.05.1990 00:00:00; 0,931
02.05.1990 00:00:00; 0,907
03.05.1990 00:00:00; 0,798
04.05.1990 00:00:00; 0,569
05.05.1990 00:00:00; 0,476
06.05.1990 00:00:00; 0,458
07.05.1990 00:00:00; 0,437
08.05.1990 00:00:00; 0,513
09.05.1990 00:00:00; 0,436
10.05.1990 00:00:00; 0,437
11.05.1990 00:00:00; 0,452
12.05.1990 00:00:00; 0,485
13.05.1990 00:00:00; 0,488
14.05.1990 00:00:00; 0,411
15.05.1990 00:00:00; 0,673
16.05.1990 00:00:00; 0,680
17.05.1990 00:00:00; 0,530
18.05.1990 00:00:00; 0,508
19.05.1990 00:00:00; 0,428
20.05.1990 00:00:00; 0,394
21.05.1990 00:00:00; 0,395
22.05.1990 00:00:00; 0,438
23.05.1990 00:00:00; 0,524
24.05.1990 00:00:00; 0,501
25.05.1990 00:00:00; 0,550
26.05.1990 00:00:00; 0,840
27.05.1990 00:00:00; 0,758
28.05.1990 00:00:00; 0,494
29.05.1990 00:00:00; 0,455
30.05.1990 00:00:00; 0,351
31.05.1990 00:00:00; 0,304
01.06.1990 00:00:00; 0,316
02.06.1990 00:00:00; 0,327
03.06.1990 00:00:00; 0,310
04.06.1990 00:00:00; 0,334
05.06.1990 00:00:00; 0,392
06.06.1990 00:00:00; 0,407
07.06.1990 00:00:00; 0,384
08.06.1990 00:00:00; 0,433
09.06.1990 00:00:00; 0,566
10.06.1990 00:00:00;  1,05
11.06.1990 00:00:00;  1,72
12.06.1990 00:00:00;  1,72
13.06.1990 00:00:00; 0,961
14.06.1990 00:00:00; 0,891
15.06.1990 00:00:00; 0,862
16.06.1990 00:00:00;  1,08
17.06.1990 00:00:00;  1,07
18.06.1990 00:00:00; 0,751
19.06.1990 00:00:00; 0,487
20.06.1990 00:00:00; 0,385
21.06.1990 00:00:00; 0,462
22.06.1990 00:00:00; 0,436
23.06.1990 00:00:00; 0,436
24.06.1990 00:00:00; 0,393
25.06.1990 00:00:00; 0,360
26.06.1990 00:00:00; 0,350
27.06.1990 00:00:00; 0,315
28.06.1990 00:00:00; 0,333
29.06.1990 00:00:00; 0,384
30.06.1990 00:00:00; 0,409
01.07.1990 00:00:00; 0,308
02.07.1990 00:00:00; 0,310
03.07.1990 00:00:00; 0,428
04.07.1990 00:00:00; 0,459
05.07.1990 00:00:00; 0,682
06.07.1990 00:00:00; 0,769
07.07.1990 00:00:00; 0,701
08.07.1990 00:00:00;  1,07
09.07.1990 00:00:00;  2,75
10.07.1990 00:00:00;  5,30
11.07.1990 00:00:00;  4,34
12.07.1990 00:00:00;  2,39
13.07.1990 00:00:00;  1,48
14.07.1990 00:00:00;  1,22
15.07.1990 00:00:00; 0,971
16.07.1990 00:00:00; 0,805
17.07.1990 00:00:00; 0,776
18.07.1990 00:00:00; 0,689
19.07.1990 00:00:00; 0,544
20.07.1990 00:00:00; 0,412
21.07.1990 00:00:00; 0,381
22.07.1990 00:00:00; 0,373
23.07.1990 00:00:00; 0,369
24.07.1990 00:00:00; 0,360
25.07.1990 00:00:00; 0,344
26.07.1990 00:00:00; 0,329
27.07.1990 00:00:00; 0,309
28.07.1990 00:00:00; 0,301
29.07.1990 00:00:00; 0,301
30.07.1990 00:00:00; 0,277
31.07.1990 00:00:00; 0,265
01.08.1990 00:00:00; 0,262
02.08.1990 00:00:00; 0,258
03.08.1990 00:00:00; 0,255
04.08.1990 00:00:00; 0,252
05.08.1990 00:00:00; 0,237
06.08.1990 00:00:00; 0,246
07.08.1990 00:00:00; 0,515
08.08.1990 00:00:00; 0,591
09.08.1990 00:00:00; 0,403
10.08.1990 00:00:00; 0,342
11.08.1990 00:00:00; 0,304
12.08.1990 00:00:00; 0,269
13.08.1990 00:00:00; 0,290
14.08.1990 00:00:00; 0,255
15.08.1990 00:00:00; 0,239
16.08.1990 00:00:00; 0,238
17.08.1990 00:00:00; 0,237
18.08.1990 00:00:00; 0,236
19.08.1990 00:00:00; 0,234
20.08.1990 00:00:00; 0,243
21.08.1990 00:00:00; 0,253
22.08.1990 00:00:00; 0,377
23.08.1990 00:00:00; 0,898
24.08.1990 00:00:00; 0,685
25.08.1990 00:00:00; 0,458
26.08.1990 00:00:00; 0,408
27.08.1990 00:00:00; 0,310
28.08.1990 00:00:00; 0,279
29.08.1990 00:00:00; 0,261
30.08.1990 00:00:00; 0,245
31.08.1990 00:00:00; 0,274
01.09.1990 00:00:00; 0,209
02.09.1990 00:00:00; 0,190
03.09.1990 00:00:00; 0,245
04.09.1990 00:00:00; 0,349
05.09.1990 00:00:00; 0,478
06.09.1990 00:00:00; 0,460
07.09.1990 00:00:00; 0,419
08.09.1990 00:00:00; 0,820
09.09.1990 00:00:00; 0,592
10.09.1990 00:00:00; 0,283
11.09.1990 00:00:00; 0,562
12.09.1990 00:00:00;  1,43
13.09.1990 00:00:00; 0,935
14.09.1990 00:00:00; 0,406
15.09.1990 00:00:00; 0,332
16.09.1990 00:00:00; 0,331
17.09.1990 00:00:00; 0,280
18.09.1990 00:00:00; 0,312
19.09.1990 00:00:00; 0,429
20.09.1990 00:00:00; 0,489
21.09.1990 00:00:00; 0,349
22.09.1990 00:00:00; 0,316
23.09.1990 00:00:00; 0,403
24.09.1990 00:00:00; 0,642
25.09.1990 00:00:00; 0,809
26.09.1990 00:00:00; 0,676
27.09.1990 00:00:00; 0,574
28.09.1990 00:00:00; 0,439
29.09.1990 00:00:00; 0,343
30.09.1990 00:00:00; 0,286
01.10.1990 00:00:00; 0,507
02.10.1990 00:00:00; 0,861
03.10.1990 00:00:00; 0,686
04.10.1990 00:00:00; 0,656
05.10.1990 00:00:00; 0,488
06.10.1990 00:00:00; 0,447
07.10.1990 00:00:00; 0,412
08.10.1990 00:00:00; 0,418
09.10.1990 00:00:00; 0,418
10.10.1990 00:00:00; 0,418
11.10.1990 00:00:00; 0,418
12.10.1990 00:00:00; 0,418
13.10.1990 00:00:00; 0,418
14.10.1990 00:00:00; 0,369
15.10.1990 00:00:00; 0,298
16.10.1990 00:00:00; 0,292
17.10.1990 00:00:00; 0,286
18.10.1990 00:00:00; 0,269
19.10.1990 00:00:00; 0,250
20.10.1990 00:00:00; 0,238
21.10.1990 00:00:00; 0,236
22.10.1990 00:00:00; 0,228
23.10.1990 00:00:00; 0,229
24.10.1990 00:00:00; 0,206
25.10.1990 00:00:00; 0,194
26.10.1990 00:00:00; 0,195
27.10.1990 00:00:00; 0,245
28.10.1990 00:00:00; 0,284
29.10.1990 00:00:00; 0,262
30.10.1990 00:00:00; 0,326
31.10.1990 00:00:00; 0,318
01.11.1990 00:00:00; 0,343
02.11.1990 00:00:00; 0,379
03.11.1990 00:00:00; 0,431
04.11.1990 00:00:00; 0,383
05.11.1990 00:00:00; 0,379
06.11.1990 00:00:00; 0,354
07.11.1990 00:00:00; 0,337
08.11.1990 00:00:00; 0,317
09.11.1990 00:00:00; 0,297
10.11.1990 00:00:00; 0,258
11.11.1990 00:00:00; 0,246
12.11.1990 00:00:00; 0,228
13.11.1990 00:00:00; 0,230
14.11.1990 00:00:00; 0,246
15.11.1990 00:00:00; 0,262
16.11.1990 00:00:00; 0,278
17.11.1990 00:00:00; 0,294
18.11.1990 00:00:00; 0,416
19.11.1990 00:00:00; 0,776
20.11.1990 00:00:00; 0,844
21.11.1990 00:00:00; 0,633
22.11.1990 00:00:00; 0,421
23.11.1990 00:00:00; 0,596
24.11.1990 00:00:00; 0,862
25.11.1990 00:00:00; 0,603
26.11.1990 00:00:00; 0,672
27.11.1990 00:00:00; 0,927
28.11.1990 00:00:00; 0,845
29.11.1990 00:00:00; 0,673
30.11.1990 00:00:00; 0,538
01.12.1990 00:00:00; 0,437
02.12.1990 00:00:00; 0,411
03.12.1990 00:00:00; 0,361
04.12.1990 00:00:00; 0,355
05.12.1990 00:00:00; 0,341
06.12.1990 00:00:00; 0,317
07.12.1990 00:00:00; 0,293
08.12.1990 00:00:00; 0,254
09.12.1990 00:00:00; 0,274
10.12.1990 00:00:00; 0,409
11.12.1990 00:00:00; 0,414
12.12.1990 00:00:00; 0,391
13.12.1990 00:00:00; 0,407
14.12.1990 00:00:00; 0,331
15.12.1990 00:00:00; 0,305
16.12.1990 00:00:00; 0,314
17.12.1990 00:00:00; 0,318
18.12.1990 00:00:00; 0,323
19.12.1990 00:00:00; 0,296
20.12.1990 00:00:00; 0,284
21.12.1990 00:00:00; 0,262
22.12.1990 00:00:00; 0,231
23.12.1990 00:00:00; 0,264
24.12.1990 00:00:00; 0,252
25.12.1990 00:00:00; 0,254
26.12.1990 00:00:00; 0,221
27.12.1990 00:00:00; 0,220
28.12.1990 00:00:00; 0,228
29.12.1990 00:00:00; 0,207
30.12.1990 00:00:00; 0,208
31.12.1990 00:00:00; 0,260
01.01.1991 00:00:00; 0,407
02.01.1991 00:00:00; 0,512
03.01.1991 00:00:00; 0,701
04.01.1991 00:00:00;  1,20
05.01.1991 00:00:00;  1,17
06.01.1991 00:00:00;  1,06
07.01.1991 00:00:00; 0,962
08.01.1991 00:00:00; 0,984
09.01.1991 00:00:00; 0,954
10.01.1991 00:00:00; 0,924
11.01.1991 00:00:00; 0,893
12.01.1991 00:00:00; 0,848
13.01.1991 00:00:00; 0,834
14.01.1991 00:00:00; 0,825
15.01.1991 00:00:00; 0,773
16.01.1991 00:00:00; 0,668
17.01.1991 00:00:00; 0,632
18.01.1991 00:00:00; 0,606
19.01.1991 00:00:00; 0,551
20.01.1991 00:00:00; 0,526
21.01.1991 00:00:00; 0,496
22.01.1991 00:00:00; 0,533
23.01.1991 00:00:00; 0,427
24.01.1991 00:00:00; 0,401
25.01.1991 00:00:00; 0,372
26.01.1991 00:00:00; 0,363
27.01.1991 00:00:00; 0,342
28.01.1991 00:00:00; 0,338
29.01.1991 00:00:00; 0,317
30.01.1991 00:00:00; 0,334
31.01.1991 00:00:00; 0,285
01.02.1991 00:00:00; 0,280
02.02.1991 00:00:00; 0,281
03.02.1991 00:00:00; 0,282
04.02.1991 00:00:00; 0,303
05.02.1991 00:00:00; 0,308
06.02.1991 00:00:00; 0,305
07.02.1991 00:00:00; 0,302
08.02.1991 00:00:00; 0,299
09.02.1991 00:00:00; 0,304
10.02.1991 00:00:00; 0,292
11.02.1991 00:00:00; 0,264
12.02.1991 00:00:00; 0,258
13.02.1991 00:00:00; 0,269
14.02.1991 00:00:00; 0,280
15.02.1991 00:00:00; 0,291
16.02.1991 00:00:00; 0,302
17.02.1991 00:00:00; 0,316
18.02.1991 00:00:00; 0,310
19.02.1991 00:00:00; 0,327
20.02.1991 00:00:00; 0,365
21.02.1991 00:00:00; 0,330
22.02.1991 00:00:00; 0,281
23.02.1991 00:00:00; 0,321
24.02.1991 00:00:00; 0,372
25.02.1991 00:00:00; 0,420
26.02.1991 00:00:00; 0,442
27.02.1991 00:00:00; 0,454
28.02.1991 00:00:00; 0,466
01.03.1991 00:00:00; 0,479
02.03.1991 00:00:00; 0,491
03.03.1991 00:00:00; 0,503
04.03.1991 00:00:00; 0,510
05.03.1991 00:00:00; 0,510
06.03.1991 00:00:00; 0,619
07.03.1991 00:00:00; 0,721
08.03.1991 00:00:00; 0,934
09.03.1991 00:00:00;  1,22
10.03.1991 00:00:00;  1,32
11.03.1991 00:00:00;  1,23
12.03.1991 00:00:00;  1,07
13.03.1991 00:00:00;  1,03
14.03.1991 00:00:00; 0,987
15.03.1991 00:00:00; 0,946
16.03.1991 00:00:00; 0,895
17.03.1991 00:00:00; 0,799
18.03.1991 00:00:00; 0,887
19.03.1991 00:00:00; 0,907
20.03.1991 00:00:00; 0,900
21.03.1991 00:00:00; 0,893
22.03.1991 00:00:00; 0,886
23.03.1991 00:00:00; 0,879
24.03.1991 00:00:00; 0,872
25.03.1991 00:00:00; 0,802
26.03.1991 00:00:00; 0,809
27.03.1991 00:00:00; 0,754
28.03.1991 00:00:00; 0,691
29.03.1991 00:00:00; 0,629
30.03.1991 00:00:00; 0,605
31.03.1991 00:00:00; 0,549
01.04.1991 00:00:00; 0,453
02.04.1991 00:00:00; 0,473
03.04.1991 00:00:00; 0,447
04.04.1991 00:00:00; 0,489
05.04.1991 00:00:00; 0,585
06.04.1991 00:00:00; 0,610
07.04.1991 00:00:00; 0,574
08.04.1991 00:00:00; 0,536
09.04.1991 00:00:00; 0,527
10.04.1991 00:00:00; 0,535
11.04.1991 00:00:00; 0,544
12.04.1991 00:00:00; 0,552
13.04.1991 00:00:00; 0,560
14.04.1991 00:00:00; 0,569
15.04.1991 00:00:00; 0,552
16.04.1991 00:00:00; 0,507
17.04.1991 00:00:00; 0,432
18.04.1991 00:00:00; 0,439
19.04.1991 00:00:00; 0,447
20.04.1991 00:00:00; 0,455
21.04.1991 00:00:00; 0,460
22.04.1991 00:00:00; 0,389
23.04.1991 00:00:00; 0,248
24.04.1991 00:00:00; 0,221
25.04.1991 00:00:00; 0,254
26.04.1991 00:00:00; 0,312
27.04.1991 00:00:00; 0,366
28.04.1991 00:00:00; 0,542
29.04.1991 00:00:00; 0,791
30.04.1991 00:00:00; 0,795
01.05.1991 00:00:00; 0,856
02.05.1991 00:00:00; 0,917
03.05.1991 00:00:00;  1,14
04.05.1991 00:00:00;  1,31
05.05.1991 00:00:00; 0,779
06.05.1991 00:00:00; 0,787
07.05.1991 00:00:00; 0,815
08.05.1991 00:00:00; 0,795
09.05.1991 00:00:00; 0,774
10.05.1991 00:00:00; 0,754
11.05.1991 00:00:00; 0,714
12.05.1991 00:00:00; 0,718
13.05.1991 00:00:00; 0,672
14.05.1991 00:00:00; 0,595
15.05.1991 00:00:00; 0,763
16.05.1991 00:00:00; 0,961
17.05.1991 00:00:00;  1,21
18.05.1991 00:00:00;  1,82
19.05.1991 00:00:00;  1,73
20.05.1991 00:00:00;  1,03
21.05.1991 00:00:00;  1,41
22.05.1991 00:00:00;  3,07
23.05.1991 00:00:00;  4,11
24.05.1991 00:00:00;  3,22
25.05.1991 00:00:00;  1,69
26.05.1991 00:00:00;  1,78
27.05.1991 00:00:00;  2,22
28.05.1991 00:00:00;  1,58
29.05.1991 00:00:00;  1,93
30.05.1991 00:00:00;  2,13
31.05.1991 00:00:00;  2,09
01.06.1991 00:00:00;  2,14
02.06.1991 00:00:00;  1,96
03.06.1991 00:00:00;  1,41
04.06.1991 00:00:00;  1,46
05.06.1991 00:00:00;  1,23
06.06.1991 00:00:00;  1,15
07.06.1991 00:00:00;  1,07
08.06.1991 00:00:00; 0,857
09.06.1991 00:00:00;  1,21
10.06.1991 00:00:00;  1,14
11.06.1991 00:00:00;  1,19
12.06.1991 00:00:00; 0,956
13.06.1991 00:00:00; 0,716
14.06.1991 00:00:00; 0,757
15.06.1991 00:00:00; 0,798
16.06.1991 00:00:00; 0,836
17.06.1991 00:00:00; 0,727
18.06.1991 00:00:00; 0,716
19.06.1991 00:00:00; 0,735
20.06.1991 00:00:00; 0,721
21.06.1991 00:00:00; 0,552
22.06.1991 00:00:00; 0,478
23.06.1991 00:00:00; 0,413
24.06.1991 00:00:00; 0,514
25.06.1991 00:00:00; 0,545
26.06.1991 00:00:00; 0,563
27.06.1991 00:00:00; 0,626
28.06.1991 00:00:00; 0,909
29.06.1991 00:00:00; 0,787
30.06.1991 00:00:00; 0,609
01.07.1991 00:00:00; 0,576
02.07.1991 00:00:00; 0,575
03.07.1991 00:00:00; 0,573
04.07.1991 00:00:00; 0,568
05.07.1991 00:00:00; 0,584
06.07.1991 00:00:00; 0,648
07.07.1991 00:00:00; 0,641
08.07.1991 00:00:00; 0,549
09.07.1991 00:00:00; 0,563
10.07.1991 00:00:00; 0,511
11.07.1991 00:00:00; 0,428
12.07.1991 00:00:00; 0,354
13.07.1991 00:00:00; 0,322
14.07.1991 00:00:00; 0,342
15.07.1991 00:00:00;  1,16
16.07.1991 00:00:00;  1,47
17.07.1991 00:00:00;  1,18
18.07.1991 00:00:00;  2,03
19.07.1991 00:00:00;  1,11
20.07.1991 00:00:00; 0,757
21.07.1991 00:00:00; 0,675
22.07.1991 00:00:00; 0,658
23.07.1991 00:00:00; 0,615
24.07.1991 00:00:00; 0,575
25.07.1991 00:00:00; 0,919
26.07.1991 00:00:00;  1,82
27.07.1991 00:00:00;  2,40
28.07.1991 00:00:00;  6,80
29.07.1991 00:00:00;  6,76
30.07.1991 00:00:00;  3,77
31.07.1991 00:00:00;  2,80
01.08.1991 00:00:00;  4,43
02.08.1991 00:00:00;  8,06
03.08.1991 00:00:00;  13,9
04.08.1991 00:00:00;  14,1
05.08.1991 00:00:00;  7,29
06.08.1991 00:00:00;  5,03
07.08.1991 00:00:00;  3,46
08.08.1991 00:00:00;  1,90
09.08.1991 00:00:00;  1,29
10.08.1991 00:00:00;  1,28
11.08.1991 00:00:00;  1,03
12.08.1991 00:00:00;  1,01
13.08.1991 00:00:00;  1,02
14.08.1991 00:00:00; 0,965
15.08.1991 00:00:00; 0,852
16.08.1991 00:00:00; 0,731
17.08.1991 00:00:00; 0,717
18.08.1991 00:00:00; 0,746
19.08.1991 00:00:00; 0,582
20.08.1991 00:00:00; 0,579
21.08.1991 00:00:00; 0,629
22.08.1991 00:00:00; 0,584
23.08.1991 00:00:00; 0,471
24.08.1991 00:00:00; 0,473
25.08.1991 00:00:00; 0,512
26.08.1991 00:00:00; 0,492
27.08.1991 00:00:00; 0,445
28.08.1991 00:00:00; 0,500
29.08.1991 00:00:00; 0,485
30.08.1991 00:00:00; 0,483
31.08.1991 00:00:00; 0,497
01.09.1991 00:00:00; 0,512
02.09.1991 00:00:00; 0,475
03.09.1991 00:00:00; 0,461
04.09.1991 00:00:00; 0,451
05.09.1991 00:00:00; 0,436
06.09.1991 00:00:00; 0,424
07.09.1991 00:00:00; 0,421
08.09.1991 00:00:00; 0,417
09.09.1991 00:00:00; 0,414
10.09.1991 00:00:00; 0,411
11.09.1991 00:00:00; 0,407
12.09.1991 00:00:00; 0,404
13.09.1991 00:00:00; 0,368
14.09.1991 00:00:00; 0,333
15.09.1991 00:00:00; 0,391
16.09.1991 00:00:00; 0,433
17.09.1991 00:00:00; 0,418
18.09.1991 00:00:00; 0,410
19.09.1991 00:00:00; 0,403
20.09.1991 00:00:00; 0,395
21.09.1991 00:00:00; 0,388
22.09.1991 00:00:00; 0,380
23.09.1991 00:00:00; 0,351
24.09.1991 00:00:00; 0,437
25.09.1991 00:00:00; 0,502
26.09.1991 00:00:00; 0,509
27.09.1991 00:00:00; 0,483
28.09.1991 00:00:00; 0,456
29.09.1991 00:00:00; 0,430
30.09.1991 00:00:00; 0,420
01.10.1991 00:00:00; 0,924
02.10.1991 00:00:00; 0,766
03.10.1991 00:00:00; 0,631
04.10.1991 00:00:00; 0,631
05.10.1991 00:00:00; 0,538
06.10.1991 00:00:00; 0,387
07.10.1991 00:00:00; 0,355
08.10.1991 00:00:00; 0,311
09.10.1991 00:00:00; 0,310
10.10.1991 00:00:00; 0,310
11.10.1991 00:00:00; 0,309
12.10.1991 00:00:00; 0,309
13.10.1991 00:00:00; 0,300
14.10.1991 00:00:00; 0,313
15.10.1991 00:00:00; 0,341
16.10.1991 00:00:00; 0,338
17.10.1991 00:00:00; 0,335
18.10.1991 00:00:00; 0,332
19.10.1991 00:00:00; 0,329
20.10.1991 00:00:00; 0,326
21.10.1991 00:00:00; 0,312
22.10.1991 00:00:00; 0,313
23.10.1991 00:00:00; 0,318
24.10.1991 00:00:00; 0,405
25.10.1991 00:00:00; 0,433
26.10.1991 00:00:00; 0,349
27.10.1991 00:00:00; 0,325
28.10.1991 00:00:00; 0,320
29.10.1991 00:00:00; 0,288
30.10.1991 00:00:00; 0,265
31.10.1991 00:00:00; 0,242
01.11.1991 00:00:00; 0,218
02.11.1991 00:00:00; 0,203
03.11.1991 00:00:00; 0,207
04.11.1991 00:00:00; 0,211
05.11.1991 00:00:00; 0,215
06.11.1991 00:00:00; 0,223
07.11.1991 00:00:00; 0,236
08.11.1991 00:00:00; 0,258
09.11.1991 00:00:00; 0,308
10.11.1991 00:00:00; 0,360
11.11.1991 00:00:00; 0,386
12.11.1991 00:00:00; 0,386
13.11.1991 00:00:00; 0,387
14.11.1991 00:00:00; 0,387
15.11.1991 00:00:00; 0,388
16.11.1991 00:00:00; 0,388
17.11.1991 00:00:00; 0,389
18.11.1991 00:00:00; 0,389
19.11.1991 00:00:00; 0,393
20.11.1991 00:00:00; 0,401
21.11.1991 00:00:00; 0,410
22.11.1991 00:00:00; 0,418
23.11.1991 00:00:00; 0,427
24.11.1991 00:00:00; 0,436
25.11.1991 00:00:00; 0,432
26.11.1991 00:00:00; 0,457
27.11.1991 00:00:00; 0,442
28.11.1991 00:00:00; 0,427
29.11.1991 00:00:00; 0,411
30.11.1991 00:00:00; 0,396
01.12.1991 00:00:00; 0,380
02.12.1991 00:00:00; 0,360
03.12.1991 00:00:00; 0,292
04.12.1991 00:00:00; 0,278
05.12.1991 00:00:00; 0,278
06.12.1991 00:00:00; 0,277
07.12.1991 00:00:00; 0,277
08.12.1991 00:00:00; 0,276
09.12.1991 00:00:00; 0,267
10.12.1991 00:00:00; 0,216
11.12.1991 00:00:00; 0,264
12.12.1991 00:00:00; 0,258
13.12.1991 00:00:00; 0,249
14.12.1991 00:00:00; 0,247
15.12.1991 00:00:00; 0,238
16.12.1991 00:00:00; 0,262
17.12.1991 00:00:00; 0,300
18.12.1991 00:00:00; 0,319
19.12.1991 00:00:00; 0,338
20.12.1991 00:00:00; 0,357
21.12.1991 00:00:00; 0,376
22.12.1991 00:00:00; 0,641
23.12.1991 00:00:00;  3,04
24.12.1991 00:00:00;  2,93
25.12.1991 00:00:00;  1,57
26.12.1991 00:00:00; 0,990
27.12.1991 00:00:00; 0,895
28.12.1991 00:00:00; 0,813
29.12.1991 00:00:00; 0,720
30.12.1991 00:00:00; 0,618
31.12.1991 00:00:00; 0,577
01.01.1992 00:00:00; 0,473
02.01.1992 00:00:00; 0,464
03.01.1992 00:00:00; 0,404
04.01.1992 00:00:00; 0,353
05.01.1992 00:00:00; 0,390
06.01.1992 00:00:00; 0,465
07.01.1992 00:00:00; 0,519
08.01.1992 00:00:00; 0,522
09.01.1992 00:00:00; 0,521
10.01.1992 00:00:00; 0,520
11.01.1992 00:00:00; 0,520
12.01.1992 00:00:00; 0,519
13.01.1992 00:00:00; 0,501
14.01.1992 00:00:00; 0,466
15.01.1992 00:00:00; 0,462
16.01.1992 00:00:00; 0,457
17.01.1992 00:00:00; 0,452
18.01.1992 00:00:00; 0,448
19.01.1992 00:00:00; 0,418
20.01.1992 00:00:00; 0,420
21.01.1992 00:00:00; 0,427
22.01.1992 00:00:00; 0,426
23.01.1992 00:00:00; 0,425
24.01.1992 00:00:00; 0,424
25.01.1992 00:00:00; 0,422
26.01.1992 00:00:00; 0,401
27.01.1992 00:00:00; 0,375
28.01.1992 00:00:00; 0,350
29.01.1992 00:00:00; 0,324
30.01.1992 00:00:00; 0,311
31.01.1992 00:00:00; 0,309
01.02.1992 00:00:00; 0,307
02.02.1992 00:00:00; 0,288
03.02.1992 00:00:00; 0,283
04.02.1992 00:00:00; 0,266
05.02.1992 00:00:00; 0,338
06.02.1992 00:00:00; 0,718
07.02.1992 00:00:00; 0,623
08.02.1992 00:00:00; 0,545
09.02.1992 00:00:00; 0,505
10.02.1992 00:00:00; 0,468
11.02.1992 00:00:00; 0,466
12.02.1992 00:00:00; 0,440
13.02.1992 00:00:00; 0,427
14.02.1992 00:00:00; 0,518
15.02.1992 00:00:00; 0,522
16.02.1992 00:00:00; 0,520
17.02.1992 00:00:00; 0,506
18.02.1992 00:00:00; 0,469
19.02.1992 00:00:00; 0,474
20.02.1992 00:00:00; 0,472
21.02.1992 00:00:00; 0,474
22.02.1992 00:00:00; 0,490
23.02.1992 00:00:00; 0,441
24.02.1992 00:00:00; 0,439
25.02.1992 00:00:00; 0,441
26.02.1992 00:00:00; 0,458
27.02.1992 00:00:00; 0,470
28.02.1992 00:00:00; 0,472
29.02.1992 00:00:00; 0,473
01.03.1992 00:00:00; 0,477
02.03.1992 00:00:00; 0,520
03.03.1992 00:00:00; 0,625
04.03.1992 00:00:00; 0,678
05.03.1992 00:00:00; 0,790
06.03.1992 00:00:00; 0,879
07.03.1992 00:00:00;  1,14
08.03.1992 00:00:00;  1,08
09.03.1992 00:00:00; 0,948
10.03.1992 00:00:00; 0,889
11.03.1992 00:00:00; 0,819
12.03.1992 00:00:00; 0,745
13.03.1992 00:00:00; 0,702
14.03.1992 00:00:00; 0,879
15.03.1992 00:00:00; 0,890
16.03.1992 00:00:00; 0,905
17.03.1992 00:00:00; 0,884
18.03.1992 00:00:00; 0,827
19.03.1992 00:00:00; 0,770
20.03.1992 00:00:00; 0,769
21.03.1992 00:00:00;  1,30
22.03.1992 00:00:00;  2,10
23.03.1992 00:00:00;  2,05
24.03.1992 00:00:00;  1,82
25.03.1992 00:00:00;  1,87
26.03.1992 00:00:00;  1,63
27.03.1992 00:00:00;  1,46
28.03.1992 00:00:00;  1,23
29.03.1992 00:00:00;  1,10
30.03.1992 00:00:00; 0,983
31.03.1992 00:00:00;  1,03
01.04.1992 00:00:00;  1,28
02.04.1992 00:00:00;  1,33
03.04.1992 00:00:00;  1,34
04.04.1992 00:00:00;  1,41
05.04.1992 00:00:00;  1,55
06.04.1992 00:00:00;  1,75
07.04.1992 00:00:00;  1,70
08.04.1992 00:00:00;  1,54
09.04.1992 00:00:00;  1,34
10.04.1992 00:00:00;  1,24
11.04.1992 00:00:00;  1,20
12.04.1992 00:00:00;  1,23
13.04.1992 00:00:00;  1,29
14.04.1992 00:00:00;  1,29
15.04.1992 00:00:00;  1,30
16.04.1992 00:00:00;  1,31
17.04.1992 00:00:00;  1,17
18.04.1992 00:00:00;  1,00
19.04.1992 00:00:00;  1,05
20.04.1992 00:00:00;  1,78
21.04.1992 00:00:00;  1,54
22.04.1992 00:00:00;  1,41
23.04.1992 00:00:00;  2,85
24.04.1992 00:00:00;  3,33
25.04.1992 00:00:00;  3,10
26.04.1992 00:00:00;  3,95
27.04.1992 00:00:00;  4,13
28.04.1992 00:00:00;  4,44
29.04.1992 00:00:00;  4,49
30.04.1992 00:00:00;  3,51
01.05.1992 00:00:00;  2,59
02.05.1992 00:00:00;  2,95
03.05.1992 00:00:00;  3,01
04.05.1992 00:00:00;  3,17
05.05.1992 00:00:00;  2,84
06.05.1992 00:00:00;  2,68
07.05.1992 00:00:00;  2,63
08.05.1992 00:00:00;  2,83
09.05.1992 00:00:00;  2,69
10.05.1992 00:00:00;  2,75
11.05.1992 00:00:00;  2,94
12.05.1992 00:00:00;  3,43
13.05.1992 00:00:00;  2,73
14.05.1992 00:00:00;  2,52
15.05.1992 00:00:00;  2,61
16.05.1992 00:00:00;  2,51
17.05.1992 00:00:00;  2,42
18.05.1992 00:00:00;  1,71
19.05.1992 00:00:00;  1,28
20.05.1992 00:00:00;  1,15
