Messstelle:                ;Lochau
19.06.1979 00:00:00; 0,424
20.06.1979 00:00:00; 0,243
21.06.1979 00:00:00; 0,236
22.06.1979 00:00:00; 0,193
23.06.1979 00:00:00; 0,178
24.06.1979 00:00:00; 0,149
25.06.1979 00:00:00; 0,129
26.06.1979 00:00:00; 0,117
27.06.1979 00:00:00; 0,106
28.06.1979 00:00:00; 0,115
29.06.1979 00:00:00; 0,123
30.06.1979 00:00:00; 0,111
01.07.1979 00:00:00; 0,092
02.07.1979 00:00:00; 0,080
03.07.1979 00:00:00; 0,145
04.07.1979 00:00:00; 0,113
05.07.1979 00:00:00; 0,073
06.07.1979 00:00:00; 0,071
07.07.1979 00:00:00; 0,064
08.07.1979 00:00:00; 0,053
09.07.1979 00:00:00; 0,054
10.07.1979 00:00:00; 0,326
11.07.1979 00:00:00; 0,095
12.07.1979 00:00:00; 0,074
13.07.1979 00:00:00; 0,358
14.07.1979 00:00:00; 0,913
15.07.1979 00:00:00; 0,279
16.07.1979 00:00:00; 0,103
17.07.1979 00:00:00; 0,131
18.07.1979 00:00:00; 0,075
19.07.1979 00:00:00; 0,063
20.07.1979 00:00:00; 0,054
21.07.1979 00:00:00; 0,050
22.07.1979 00:00:00; 0,048
23.07.1979 00:00:00; 0,045
24.07.1979 00:00:00; 0,046
25.07.1979 00:00:00; 0,035
26.07.1979 00:00:00; 0,034
27.07.1979 00:00:00; 0,034
28.07.1979 00:00:00; 0,034
29.07.1979 00:00:00; 0,063
30.07.1979 00:00:00; 0,034
31.07.1979 00:00:00; 0,033
01.08.1979 00:00:00; 0,034
02.08.1979 00:00:00; 0,029
03.08.1979 00:00:00; 0,029
04.08.1979 00:00:00; 0,120
05.08.1979 00:00:00; 0,040
06.08.1979 00:00:00; 0,033
07.08.1979 00:00:00; 0,034
08.08.1979 00:00:00; 0,084
09.08.1979 00:00:00; 0,260
10.08.1979 00:00:00; 0,148
11.08.1979 00:00:00; 0,115
12.08.1979 00:00:00; 0,138
13.08.1979 00:00:00; 0,062
14.08.1979 00:00:00; 0,049
15.08.1979 00:00:00; 0,048
16.08.1979 00:00:00; 0,048
17.08.1979 00:00:00; 0,060
18.08.1979 00:00:00; 0,307
19.08.1979 00:00:00; 0,133
20.08.1979 00:00:00; 0,075
21.08.1979 00:00:00; 0,060
22.08.1979 00:00:00; 0,055
23.08.1979 00:00:00; 0,212
24.08.1979 00:00:00; 0,357
25.08.1979 00:00:00; 0,128
26.08.1979 00:00:00; 0,206
27.08.1979 00:00:00; 0,304
28.08.1979 00:00:00; 0,218
29.08.1979 00:00:00; 0,118
30.08.1979 00:00:00; 0,074
31.08.1979 00:00:00; 0,059
01.09.1979 00:00:00; 0,048
02.09.1979 00:00:00; 0,039
03.09.1979 00:00:00; 0,093
04.09.1979 00:00:00; 0,062
05.09.1979 00:00:00; 0,048
06.09.1979 00:00:00; 0,046
07.09.1979 00:00:00; 0,042
08.09.1979 00:00:00; 0,041
09.09.1979 00:00:00; 0,041
10.09.1979 00:00:00; 0,068
11.09.1979 00:00:00; 0,047
12.09.1979 00:00:00; 0,043
13.09.1979 00:00:00; 0,040
14.09.1979 00:00:00; 0,043
15.09.1979 00:00:00; 0,134
16.09.1979 00:00:00; 0,044
17.09.1979 00:00:00; 0,040
18.09.1979 00:00:00; 0,034
19.09.1979 00:00:00; 0,032
20.09.1979 00:00:00; 0,045
21.09.1979 00:00:00; 0,696
22.09.1979 00:00:00;  1,99
23.09.1979 00:00:00; 0,356
24.09.1979 00:00:00; 0,565
25.09.1979 00:00:00; 0,521
26.09.1979 00:00:00; 0,212
27.09.1979 00:00:00; 0,142
28.09.1979 00:00:00; 0,106
29.09.1979 00:00:00; 0,079
30.09.1979 00:00:00; 0,067
01.10.1979 00:00:00; 0,062
02.10.1979 00:00:00; 0,056
03.10.1979 00:00:00; 0,057
04.10.1979 00:00:00; 0,055
05.10.1979 00:00:00; 0,109
06.10.1979 00:00:00; 0,479
07.10.1979 00:00:00; 0,154
08.10.1979 00:00:00; 0,088
09.10.1979 00:00:00; 0,070
10.10.1979 00:00:00; 0,069
11.10.1979 00:00:00; 0,061
12.10.1979 00:00:00; 0,057
13.10.1979 00:00:00; 0,051
14.10.1979 00:00:00; 0,046
15.10.1979 00:00:00; 0,046
16.10.1979 00:00:00; 0,046
17.10.1979 00:00:00; 0,085
18.10.1979 00:00:00; 0,076
19.10.1979 00:00:00; 0,063
20.10.1979 00:00:00; 0,053
21.10.1979 00:00:00; 0,050
22.10.1979 00:00:00; 0,046
23.10.1979 00:00:00; 0,047
24.10.1979 00:00:00; 0,051
25.10.1979 00:00:00; 0,046
26.10.1979 00:00:00; 0,047
27.10.1979 00:00:00; 0,046
28.10.1979 00:00:00; 0,040
29.10.1979 00:00:00; 0,040
30.10.1979 00:00:00; 0,041
31.10.1979 00:00:00; 0,042
01.11.1979 00:00:00; 0,053
02.11.1979 00:00:00; 0,068
03.11.1979 00:00:00; 0,094
04.11.1979 00:00:00; 0,058
05.11.1979 00:00:00; 0,110
06.11.1979 00:00:00; 0,217
07.11.1979 00:00:00; 0,946
08.11.1979 00:00:00;  1,07
09.11.1979 00:00:00; 0,683
10.11.1979 00:00:00; 0,879
11.11.1979 00:00:00; 0,445
12.11.1979 00:00:00; 0,265
13.11.1979 00:00:00; 0,310
14.11.1979 00:00:00; 0,342
15.11.1979 00:00:00; 0,381
16.11.1979 00:00:00; 0,360
17.11.1979 00:00:00; 0,304
18.11.1979 00:00:00; 0,246
19.11.1979 00:00:00; 0,209
20.11.1979 00:00:00; 0,216
21.11.1979 00:00:00; 0,224
22.11.1979 00:00:00; 0,196
23.11.1979 00:00:00; 0,179
24.11.1979 00:00:00; 0,160
25.11.1979 00:00:00; 0,150
26.11.1979 00:00:00; 0,134
27.11.1979 00:00:00;  2,79
28.11.1979 00:00:00;  1,18
29.11.1979 00:00:00; 0,532
30.11.1979 00:00:00; 0,380
01.12.1979 00:00:00; 0,289
02.12.1979 00:00:00; 0,240
03.12.1979 00:00:00; 0,202
04.12.1979 00:00:00; 0,210
05.12.1979 00:00:00; 0,220
06.12.1979 00:00:00; 0,190
07.12.1979 00:00:00; 0,155
08.12.1979 00:00:00; 0,148
09.12.1979 00:00:00; 0,150
10.12.1979 00:00:00; 0,152
11.12.1979 00:00:00; 0,239
12.12.1979 00:00:00; 0,282
13.12.1979 00:00:00; 0,312
14.12.1979 00:00:00; 0,315
15.12.1979 00:00:00; 0,319
16.12.1979 00:00:00; 0,269
17.12.1979 00:00:00; 0,459
18.12.1979 00:00:00; 0,460
19.12.1979 00:00:00; 0,311
20.12.1979 00:00:00; 0,259
21.12.1979 00:00:00; 0,214
22.12.1979 00:00:00; 0,191
23.12.1979 00:00:00; 0,204
24.12.1979 00:00:00; 0,179
25.12.1979 00:00:00; 0,165
26.12.1979 00:00:00; 0,165
27.12.1979 00:00:00; 0,310
28.12.1979 00:00:00; 0,535
29.12.1979 00:00:00; 0,142
30.12.1979 00:00:00; 0,134
31.12.1979 00:00:00; 0,118
01.01.1980 00:00:00; 0,095
02.01.1980 00:00:00; 0,225
03.01.1980 00:00:00; 0,667
04.01.1980 00:00:00; 0,864
05.01.1980 00:00:00; 0,839
06.01.1980 00:00:00; 0,453
07.01.1980 00:00:00; 0,306
08.01.1980 00:00:00; 0,253
09.01.1980 00:00:00; 0,207
10.01.1980 00:00:00; 0,172
11.01.1980 00:00:00; 0,173
12.01.1980 00:00:00; 0,181
13.01.1980 00:00:00; 0,181
14.01.1980 00:00:00; 0,173
15.01.1980 00:00:00; 0,169
16.01.1980 00:00:00; 0,160
17.01.1980 00:00:00; 0,159
18.01.1980 00:00:00; 0,150
19.01.1980 00:00:00; 0,153
20.01.1980 00:00:00; 0,145
21.01.1980 00:00:00; 0,146
22.01.1980 00:00:00; 0,150
23.01.1980 00:00:00; 0,277
24.01.1980 00:00:00; 0,707
25.01.1980 00:00:00; 0,755
26.01.1980 00:00:00; 0,285
27.01.1980 00:00:00; 0,209
28.01.1980 00:00:00; 0,289
29.01.1980 00:00:00; 0,196
30.01.1980 00:00:00; 0,090
31.01.1980 00:00:00; 0,237
01.02.1980 00:00:00; 0,506
02.02.1980 00:00:00; 0,292
03.02.1980 00:00:00; 0,238
04.02.1980 00:00:00; 0,757
05.02.1980 00:00:00;  2,10
06.02.1980 00:00:00; 0,718
07.02.1980 00:00:00; 0,449
08.02.1980 00:00:00; 0,346
09.02.1980 00:00:00; 0,251
10.02.1980 00:00:00; 0,272
11.02.1980 00:00:00; 0,931
12.02.1980 00:00:00; 0,374
13.02.1980 00:00:00; 0,250
14.02.1980 00:00:00; 0,174
15.02.1980 00:00:00; 0,145
16.02.1980 00:00:00; 0,139
17.02.1980 00:00:00; 0,320
18.02.1980 00:00:00; 0,268
19.02.1980 00:00:00; 0,169
20.02.1980 00:00:00; 0,144
21.02.1980 00:00:00; 0,123
22.02.1980 00:00:00; 0,137
23.02.1980 00:00:00; 0,135
24.02.1980 00:00:00; 0,127
25.02.1980 00:00:00; 0,106
26.02.1980 00:00:00; 0,093
27.02.1980 00:00:00; 0,097
28.02.1980 00:00:00; 0,077
29.02.1980 00:00:00; 0,060
01.03.1980 00:00:00; 0,094
02.03.1980 00:00:00; 0,066
03.03.1980 00:00:00; 0,050
04.03.1980 00:00:00; 0,070
05.03.1980 00:00:00; 0,070
06.03.1980 00:00:00; 0,055
07.03.1980 00:00:00; 0,062
08.03.1980 00:00:00; 0,063
09.03.1980 00:00:00; 0,071
10.03.1980 00:00:00; 0,101
11.03.1980 00:00:00; 0,079
12.03.1980 00:00:00; 0,081
13.03.1980 00:00:00; 0,084
14.03.1980 00:00:00; 0,089
15.03.1980 00:00:00; 0,088
16.03.1980 00:00:00; 0,083
17.03.1980 00:00:00; 0,079
18.03.1980 00:00:00; 0,078
19.03.1980 00:00:00; 0,091
20.03.1980 00:00:00; 0,086
21.03.1980 00:00:00; 0,126
22.03.1980 00:00:00; 0,219
23.03.1980 00:00:00; 0,216
24.03.1980 00:00:00; 0,193
25.03.1980 00:00:00; 0,182
26.03.1980 00:00:00; 0,217
27.03.1980 00:00:00; 0,679
28.03.1980 00:00:00; 0,546
29.03.1980 00:00:00; 0,354
30.03.1980 00:00:00; 0,234
31.03.1980 00:00:00; 0,367
01.04.1980 00:00:00;  1,05
02.04.1980 00:00:00; 0,484
03.04.1980 00:00:00; 0,298
04.04.1980 00:00:00; 0,301
05.04.1980 00:00:00; 0,252
06.04.1980 00:00:00; 0,237
07.04.1980 00:00:00; 0,206
08.04.1980 00:00:00; 0,220
09.04.1980 00:00:00; 0,231
10.04.1980 00:00:00; 0,249
11.04.1980 00:00:00; 0,385
12.04.1980 00:00:00; 0,494
13.04.1980 00:00:00; 0,539
14.04.1980 00:00:00; 0,499
15.04.1980 00:00:00; 0,419
16.04.1980 00:00:00; 0,348
17.04.1980 00:00:00; 0,290
18.04.1980 00:00:00; 0,251
19.04.1980 00:00:00; 0,395
20.04.1980 00:00:00; 0,556
21.04.1980 00:00:00; 0,315
22.04.1980 00:00:00; 0,344
23.04.1980 00:00:00; 0,377
24.04.1980 00:00:00; 0,517
25.04.1980 00:00:00; 0,640
26.04.1980 00:00:00;  1,01
27.04.1980 00:00:00;  1,13
28.04.1980 00:00:00; 0,791
29.04.1980 00:00:00; 0,909
30.04.1980 00:00:00;  1,02
01.05.1980 00:00:00;  1,04
02.05.1980 00:00:00; 0,826
03.05.1980 00:00:00; 0,814
04.05.1980 00:00:00;  1,42
05.05.1980 00:00:00; 0,863
06.05.1980 00:00:00; 0,552
07.05.1980 00:00:00; 0,426
08.05.1980 00:00:00; 0,470
09.05.1980 00:00:00; 0,449
10.05.1980 00:00:00; 0,390
11.05.1980 00:00:00; 0,301
12.05.1980 00:00:00; 0,230
13.05.1980 00:00:00; 0,205
14.05.1980 00:00:00; 0,185
15.05.1980 00:00:00; 0,165
16.05.1980 00:00:00; 0,149
17.05.1980 00:00:00; 0,142
18.05.1980 00:00:00; 0,142
19.05.1980 00:00:00; 0,112
20.05.1980 00:00:00; 0,105
21.05.1980 00:00:00; 0,093
22.05.1980 00:00:00; 0,228
23.05.1980 00:00:00; 0,138
24.05.1980 00:00:00; 0,092
25.05.1980 00:00:00; 0,074
26.05.1980 00:00:00; 0,066
27.05.1980 00:00:00; 0,101
28.05.1980 00:00:00; 0,120
29.05.1980 00:00:00; 0,218
30.05.1980 00:00:00; 0,185
31.05.1980 00:00:00; 0,348
01.06.1980 00:00:00; 0,187
02.06.1980 00:00:00; 0,669
03.06.1980 00:00:00; 0,446
04.06.1980 00:00:00;  1,56
05.06.1980 00:00:00; 0,581
06.06.1980 00:00:00; 0,809
07.06.1980 00:00:00;  1,23
08.06.1980 00:00:00;  1,11
09.06.1980 00:00:00;  1,19
10.06.1980 00:00:00; 0,884
11.06.1980 00:00:00; 0,538
12.06.1980 00:00:00; 0,342
13.06.1980 00:00:00; 0,282
14.06.1980 00:00:00; 0,251
15.06.1980 00:00:00; 0,432
16.06.1980 00:00:00; 0,261
17.06.1980 00:00:00; 0,304
18.06.1980 00:00:00; 0,621
19.06.1980 00:00:00; 0,403
20.06.1980 00:00:00; 0,931
21.06.1980 00:00:00; 0,467
22.06.1980 00:00:00; 0,983
23.06.1980 00:00:00; 0,506
24.06.1980 00:00:00; 0,435
25.06.1980 00:00:00; 0,381
26.06.1980 00:00:00; 0,434
27.06.1980 00:00:00;  1,72
28.06.1980 00:00:00; 0,991
29.06.1980 00:00:00;  2,14
30.06.1980 00:00:00;  1,28
01.07.1980 00:00:00; 0,638
02.07.1980 00:00:00; 0,571
03.07.1980 00:00:00;  1,47
04.07.1980 00:00:00; 0,929
05.07.1980 00:00:00; 0,507
06.07.1980 00:00:00; 0,455
07.07.1980 00:00:00; 0,363
08.07.1980 00:00:00; 0,588
09.07.1980 00:00:00;  1,58
10.07.1980 00:00:00; 0,838
11.07.1980 00:00:00; 0,704
12.07.1980 00:00:00; 0,525
13.07.1980 00:00:00; 0,574
14.07.1980 00:00:00;  1,01
15.07.1980 00:00:00; 0,600
16.07.1980 00:00:00;  1,39
17.07.1980 00:00:00;  1,08
18.07.1980 00:00:00; 0,562
19.07.1980 00:00:00; 0,463
20.07.1980 00:00:00; 0,583
21.07.1980 00:00:00; 0,680
22.07.1980 00:00:00; 0,414
23.07.1980 00:00:00; 0,306
24.07.1980 00:00:00; 0,244
25.07.1980 00:00:00; 0,228
26.07.1980 00:00:00; 0,214
27.07.1980 00:00:00; 0,662
28.07.1980 00:00:00; 0,279
29.07.1980 00:00:00; 0,323
30.07.1980 00:00:00; 0,374
31.07.1980 00:00:00; 0,275
01.08.1980 00:00:00; 0,256
02.08.1980 00:00:00; 0,254
03.08.1980 00:00:00; 0,251
04.08.1980 00:00:00; 0,244
05.08.1980 00:00:00; 0,240
06.08.1980 00:00:00; 0,239
07.08.1980 00:00:00; 0,235
08.08.1980 00:00:00; 0,756
09.08.1980 00:00:00; 0,318
10.08.1980 00:00:00; 0,252
11.08.1980 00:00:00; 0,240
12.08.1980 00:00:00; 0,315
13.08.1980 00:00:00; 0,224
14.08.1980 00:00:00; 0,229
15.08.1980 00:00:00; 0,233
16.08.1980 00:00:00; 0,333
17.08.1980 00:00:00;  1,36
18.08.1980 00:00:00; 0,459
19.08.1980 00:00:00; 0,309
20.08.1980 00:00:00; 0,268
21.08.1980 00:00:00; 0,275
22.08.1980 00:00:00; 0,272
23.08.1980 00:00:00; 0,268
24.08.1980 00:00:00; 0,261
25.08.1980 00:00:00; 0,247
26.08.1980 00:00:00; 0,236
27.08.1980 00:00:00; 0,792
28.08.1980 00:00:00; 0,766
29.08.1980 00:00:00; 0,525
30.08.1980 00:00:00; 0,456
31.08.1980 00:00:00; 0,463
01.09.1980 00:00:00;  2,39
02.09.1980 00:00:00; 0,662
03.09.1980 00:00:00; 0,380
04.09.1980 00:00:00; 0,334
05.09.1980 00:00:00; 0,298
06.09.1980 00:00:00; 0,316
07.09.1980 00:00:00; 0,262
08.09.1980 00:00:00; 0,234
09.09.1980 00:00:00; 0,426
10.09.1980 00:00:00; 0,380
11.09.1980 00:00:00; 0,475
12.09.1980 00:00:00; 0,324
13.09.1980 00:00:00; 0,307
14.09.1980 00:00:00; 0,274
15.09.1980 00:00:00; 0,232
16.09.1980 00:00:00; 0,199
17.09.1980 00:00:00; 0,205
18.09.1980 00:00:00; 0,200
19.09.1980 00:00:00; 0,187
20.09.1980 00:00:00; 0,177
21.09.1980 00:00:00; 0,172
22.09.1980 00:00:00; 0,199
23.09.1980 00:00:00;  1,99
24.09.1980 00:00:00; 0,400
25.09.1980 00:00:00; 0,367
26.09.1980 00:00:00; 0,358
27.09.1980 00:00:00; 0,344
28.09.1980 00:00:00; 0,345
29.09.1980 00:00:00; 0,312
30.09.1980 00:00:00; 0,283
01.10.1980 00:00:00; 0,286
02.10.1980 00:00:00; 0,297
03.10.1980 00:00:00; 0,303
04.10.1980 00:00:00; 0,290
05.10.1980 00:00:00; 0,272
06.10.1980 00:00:00; 0,251
07.10.1980 00:00:00; 0,264
08.10.1980 00:00:00; 0,271
09.10.1980 00:00:00; 0,274
10.10.1980 00:00:00; 0,291
11.10.1980 00:00:00; 0,279
12.10.1980 00:00:00; 0,504
13.10.1980 00:00:00;  1,29
14.10.1980 00:00:00; 0,588
15.10.1980 00:00:00; 0,320
16.10.1980 00:00:00; 0,254
17.10.1980 00:00:00; 0,411
18.10.1980 00:00:00; 0,680
19.10.1980 00:00:00;  1,41
20.10.1980 00:00:00; 0,626
21.10.1980 00:00:00; 0,367
22.10.1980 00:00:00; 0,271
23.10.1980 00:00:00; 0,233
24.10.1980 00:00:00; 0,251
25.10.1980 00:00:00;  1,03
26.10.1980 00:00:00; 0,729
27.10.1980 00:00:00; 0,349
28.10.1980 00:00:00; 0,282
29.10.1980 00:00:00; 0,234
30.10.1980 00:00:00; 0,213
31.10.1980 00:00:00; 0,203
01.11.1980 00:00:00; 0,185
02.11.1980 00:00:00; 0,175
03.11.1980 00:00:00; 0,157
04.11.1980 00:00:00; 0,137
05.11.1980 00:00:00; 0,138
06.11.1980 00:00:00; 0,139
07.11.1980 00:00:00; 0,136
08.11.1980 00:00:00; 0,136
09.11.1980 00:00:00; 0,131
10.11.1980 00:00:00; 0,130
11.11.1980 00:00:00; 0,143
12.11.1980 00:00:00; 0,144
13.11.1980 00:00:00; 0,157
14.11.1980 00:00:00; 0,159
15.11.1980 00:00:00; 0,258
16.11.1980 00:00:00; 0,305
17.11.1980 00:00:00; 0,197
18.11.1980 00:00:00; 0,176
19.11.1980 00:00:00; 0,331
20.11.1980 00:00:00; 0,193
21.11.1980 00:00:00; 0,166
22.11.1980 00:00:00; 0,158
23.11.1980 00:00:00; 0,144
24.11.1980 00:00:00; 0,132
25.11.1980 00:00:00; 0,128
26.11.1980 00:00:00; 0,155
27.11.1980 00:00:00; 0,187
28.11.1980 00:00:00; 0,149
29.11.1980 00:00:00; 0,152
30.11.1980 00:00:00; 0,259
01.12.1980 00:00:00; 0,247
02.12.1980 00:00:00; 0,301
03.12.1980 00:00:00; 0,194
04.12.1980 00:00:00; 0,208
05.12.1980 00:00:00; 0,331
06.12.1980 00:00:00; 0,864
07.12.1980 00:00:00; 0,833
08.12.1980 00:00:00; 0,405
09.12.1980 00:00:00; 0,177
10.12.1980 00:00:00; 0,268
11.12.1980 00:00:00; 0,288
12.12.1980 00:00:00; 0,296
13.12.1980 00:00:00; 0,292
14.12.1980 00:00:00; 0,581
15.12.1980 00:00:00;  1,97
16.12.1980 00:00:00;  1,23
17.12.1980 00:00:00; 0,519
18.12.1980 00:00:00; 0,358
19.12.1980 00:00:00; 0,268
20.12.1980 00:00:00; 0,235
21.12.1980 00:00:00; 0,218
22.12.1980 00:00:00; 0,213
23.12.1980 00:00:00; 0,351
24.12.1980 00:00:00; 0,935
25.12.1980 00:00:00; 0,560
26.12.1980 00:00:00; 0,701
27.12.1980 00:00:00; 0,397
28.12.1980 00:00:00; 0,254
29.12.1980 00:00:00; 0,213
30.12.1980 00:00:00; 0,197
31.12.1980 00:00:00; 0,196
01.01.1981 00:00:00; 0,202
02.01.1981 00:00:00; 0,177
03.01.1981 00:00:00; 0,609
04.01.1981 00:00:00;  1,76
05.01.1981 00:00:00; 0,474
06.01.1981 00:00:00; 0,266
07.01.1981 00:00:00; 0,239
08.01.1981 00:00:00; 0,474
09.01.1981 00:00:00; 0,684
10.01.1981 00:00:00; 0,639
11.01.1981 00:00:00; 0,435
12.01.1981 00:00:00; 0,310
13.01.1981 00:00:00; 0,283
14.01.1981 00:00:00; 0,265
15.01.1981 00:00:00; 0,431
16.01.1981 00:00:00; 0,361
17.01.1981 00:00:00; 0,346
18.01.1981 00:00:00; 0,305
19.01.1981 00:00:00; 0,245
20.01.1981 00:00:00; 0,393
21.01.1981 00:00:00; 0,302
22.01.1981 00:00:00; 0,451
23.01.1981 00:00:00; 0,374
24.01.1981 00:00:00; 0,299
25.01.1981 00:00:00; 0,244
26.01.1981 00:00:00; 0,250
27.01.1981 00:00:00; 0,270
28.01.1981 00:00:00; 0,262
29.01.1981 00:00:00; 0,242
30.01.1981 00:00:00; 0,225
31.01.1981 00:00:00; 0,220
01.02.1981 00:00:00; 0,225
02.02.1981 00:00:00; 0,194
03.02.1981 00:00:00; 0,196
04.02.1981 00:00:00; 0,298
05.02.1981 00:00:00; 0,267
06.02.1981 00:00:00; 0,196
07.02.1981 00:00:00; 0,844
08.02.1981 00:00:00;  1,36
09.02.1981 00:00:00; 0,754
10.02.1981 00:00:00; 0,483
11.02.1981 00:00:00; 0,400
12.02.1981 00:00:00; 0,318
13.02.1981 00:00:00; 0,283
14.02.1981 00:00:00; 0,298
15.02.1981 00:00:00; 0,553
16.02.1981 00:00:00; 0,385
17.02.1981 00:00:00; 0,328
18.02.1981 00:00:00; 0,308
19.02.1981 00:00:00; 0,254
20.02.1981 00:00:00; 0,245
21.02.1981 00:00:00; 0,231
22.02.1981 00:00:00; 0,208
23.02.1981 00:00:00; 0,202
24.02.1981 00:00:00; 0,272
25.02.1981 00:00:00; 0,332
26.02.1981 00:00:00; 0,309
27.02.1981 00:00:00; 0,267
28.02.1981 00:00:00; 0,254
01.03.1981 00:00:00; 0,344
02.03.1981 00:00:00; 0,517
03.03.1981 00:00:00; 0,652
04.03.1981 00:00:00; 0,480
05.03.1981 00:00:00; 0,355
06.03.1981 00:00:00; 0,329
07.03.1981 00:00:00; 0,861
08.03.1981 00:00:00;  1,34
09.03.1981 00:00:00;  1,74
10.03.1981 00:00:00;  1,93
11.03.1981 00:00:00;  1,37
12.03.1981 00:00:00;  1,67
13.03.1981 00:00:00;  1,49
14.03.1981 00:00:00; 0,821
15.03.1981 00:00:00; 0,568
16.03.1981 00:00:00; 0,428
17.03.1981 00:00:00; 0,357
18.03.1981 00:00:00; 0,356
19.03.1981 00:00:00; 0,364
20.03.1981 00:00:00; 0,365
21.03.1981 00:00:00; 0,417
22.03.1981 00:00:00; 0,456
23.03.1981 00:00:00; 0,459
24.03.1981 00:00:00; 0,529
25.03.1981 00:00:00; 0,928
26.03.1981 00:00:00; 0,693
27.03.1981 00:00:00; 0,598
28.03.1981 00:00:00; 0,480
29.03.1981 00:00:00; 0,453
30.03.1981 00:00:00; 0,329
31.03.1981 00:00:00; 0,281
01.04.1981 00:00:00; 0,289
02.04.1981 00:00:00; 0,288
03.04.1981 00:00:00; 0,277
04.04.1981 00:00:00; 0,295
05.04.1981 00:00:00; 0,265
06.04.1981 00:00:00; 0,274
07.04.1981 00:00:00; 0,224
08.04.1981 00:00:00; 0,173
09.04.1981 00:00:00; 0,152
10.04.1981 00:00:00; 0,155
11.04.1981 00:00:00; 0,155
12.04.1981 00:00:00; 0,155
13.04.1981 00:00:00; 0,147
14.04.1981 00:00:00; 0,147
15.04.1981 00:00:00; 0,157
16.04.1981 00:00:00; 0,166
17.04.1981 00:00:00; 0,172
18.04.1981 00:00:00; 0,173
19.04.1981 00:00:00; 0,171
20.04.1981 00:00:00; 0,155
21.04.1981 00:00:00; 0,126
22.04.1981 00:00:00; 0,099
23.04.1981 00:00:00; 0,100
24.04.1981 00:00:00; 0,114
25.04.1981 00:00:00; 0,120
26.04.1981 00:00:00; 0,121
27.04.1981 00:00:00; 0,126
28.04.1981 00:00:00; 0,155
29.04.1981 00:00:00; 0,204
30.04.1981 00:00:00; 0,423
01.05.1981 00:00:00;  1,05
02.05.1981 00:00:00; 0,884
03.05.1981 00:00:00; 0,436
04.05.1981 00:00:00; 0,335
05.05.1981 00:00:00; 0,295
06.05.1981 00:00:00; 0,289
07.05.1981 00:00:00; 0,268
08.05.1981 00:00:00; 0,244
09.05.1981 00:00:00; 0,213
10.05.1981 00:00:00; 0,193
11.05.1981 00:00:00; 0,186
12.05.1981 00:00:00; 0,205
13.05.1981 00:00:00; 0,276
14.05.1981 00:00:00; 0,242
15.05.1981 00:00:00; 0,228
16.05.1981 00:00:00; 0,225
17.05.1981 00:00:00; 0,210
18.05.1981 00:00:00; 0,168
19.05.1981 00:00:00; 0,149
20.05.1981 00:00:00; 0,148
21.05.1981 00:00:00; 0,144
22.05.1981 00:00:00; 0,186
23.05.1981 00:00:00; 0,196
24.05.1981 00:00:00; 0,226
25.05.1981 00:00:00; 0,212
26.05.1981 00:00:00; 0,448
27.05.1981 00:00:00;  3,00
28.05.1981 00:00:00; 0,776
29.05.1981 00:00:00; 0,437
30.05.1981 00:00:00; 0,363
31.05.1981 00:00:00; 0,255
01.06.1981 00:00:00; 0,176
02.06.1981 00:00:00; 0,172
03.06.1981 00:00:00; 0,115
04.06.1981 00:00:00; 0,074
05.06.1981 00:00:00; 0,076
06.06.1981 00:00:00; 0,077
07.06.1981 00:00:00; 0,072
08.06.1981 00:00:00; 0,067
09.06.1981 00:00:00; 0,056
10.06.1981 00:00:00; 0,089
11.06.1981 00:00:00; 0,078
12.06.1981 00:00:00; 0,062
13.06.1981 00:00:00; 0,045
14.06.1981 00:00:00; 0,043
15.06.1981 00:00:00; 0,041
16.06.1981 00:00:00; 0,031
17.06.1981 00:00:00; 0,031
18.06.1981 00:00:00; 0,073
19.06.1981 00:00:00; 0,388
20.06.1981 00:00:00; 0,103
21.06.1981 00:00:00; 0,122
22.06.1981 00:00:00; 0,156
23.06.1981 00:00:00; 0,086
24.06.1981 00:00:00; 0,072
25.06.1981 00:00:00; 0,056
26.06.1981 00:00:00; 0,049
27.06.1981 00:00:00; 0,056
28.06.1981 00:00:00; 0,044
29.06.1981 00:00:00; 0,049
30.06.1981 00:00:00; 0,060
01.07.1981 00:00:00; 0,043
02.07.1981 00:00:00; 0,045
03.07.1981 00:00:00; 0,279
04.07.1981 00:00:00; 0,309
05.07.1981 00:00:00; 0,088
06.07.1981 00:00:00; 0,066
07.07.1981 00:00:00; 0,051
08.07.1981 00:00:00; 0,050
09.07.1981 00:00:00; 0,049
10.07.1981 00:00:00; 0,045
11.07.1981 00:00:00; 0,112
12.07.1981 00:00:00; 0,442
13.07.1981 00:00:00; 0,268
14.07.1981 00:00:00; 0,442
15.07.1981 00:00:00; 0,124
16.07.1981 00:00:00; 0,082
17.07.1981 00:00:00; 0,079
18.07.1981 00:00:00;  2,10
19.07.1981 00:00:00;  3,50
20.07.1981 00:00:00;  1,74
21.07.1981 00:00:00;  2,06
22.07.1981 00:00:00; 0,900
23.07.1981 00:00:00; 0,545
24.07.1981 00:00:00;  1,46
25.07.1981 00:00:00;  1,32
26.07.1981 00:00:00;  1,03
27.07.1981 00:00:00; 0,781
28.07.1981 00:00:00; 0,629
29.07.1981 00:00:00; 0,393
30.07.1981 00:00:00; 0,316
31.07.1981 00:00:00; 0,256
01.08.1981 00:00:00; 0,183
02.08.1981 00:00:00; 0,169
03.08.1981 00:00:00; 0,283
