Messstelle:                ;Bürs, Bl 07.28.12 A
HZB-Nummer:                ;352286
HD-Nummer:                 ;07.28.12 A
DBMS-Nummer:               ;8002343
PorenGW-Gebiet:            ;003 Walgau
Grundwasserkörper:         ;Walgau [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
01.02.2015 00:00:00   ;   558,31 ;     
01.03.2015 00:00:00   ;   558,37 ;     
01.04.2015 00:00:00   ;   558,49 ;     
01.05.2015 00:00:00   ;   558,73 ;     
01.06.2015 00:00:00   ;   558,97 ;     
01.07.2015 00:00:00   ;   558,82 ;     
01.08.2015 00:00:00   ;   558,44 ;     
01.09.2015 00:00:00   ;   558,11 ;     
01.10.2015 00:00:00   ;   557,82 ;     
01.11.2015 00:00:00   ;   557,70 ;     
01.12.2015 00:00:00   ;   557,92 ;     
01.01.2016 00:00:00   ;   557,73 ;     
01.02.2016 00:00:00   ;   557,71 ;     
01.03.2016 00:00:00   ;   557,98 ;     
01.04.2016 00:00:00   ;   558,20 ;     
01.05.2016 00:00:00   ;   558,48 ;     
01.06.2016 00:00:00   ;   559,19 ;     
01.07.2016 00:00:00   ;   559,15 ;     
01.08.2016 00:00:00   ;   559,09 ;     
01.09.2016 00:00:00   ;   558,93 ;     
01.10.2016 00:00:00   ;   558,76 ;     
01.11.2016 00:00:00   ;   558,61 ;     
01.12.2016 00:00:00   ;   558,47 ;     
01.01.2017 00:00:00   ;   558,53 ;     
01.02.2017 00:00:00   ;   558,51 ;     
01.03.2017 00:00:00   ;   558,79 ;     
01.04.2017 00:00:00   ;   558,74 ;     
01.05.2017 00:00:00   ;   558,88 ;     
01.06.2017 00:00:00   ;   558,82 ;     
01.07.2017 00:00:00   ;   558,83 ;     
01.08.2017 00:00:00   ;   558,94 ;     
01.09.2017 00:00:00   ;   559,05 ;     
01.10.2017 00:00:00   ;   558,94 ;     
01.11.2017 00:00:00   ;   558,97 ;     
01.12.2017 00:00:00   ;   558,94 ;     
01.01.2018 00:00:00   ;   559,09 ;     
01.02.2018 00:00:00   ;   559,04 ;     
01.03.2018 00:00:00   ;   558,92 ;     
01.04.2018 00:00:00   ;   558,87 ;     
01.05.2018 00:00:00   ;   558,92 ;     
01.06.2018 00:00:00   ;   558,83 ;     
01.07.2018 00:00:00   ;   558,53 ;     
01.08.2018 00:00:00   ;   558,20 ;     
01.09.2018 00:00:00   ;   557,70 ;     
01.10.2018 00:00:00   ;   557,08 ;     
01.11.2018 00:00:00   ;   556,66 ;     
01.12.2018 00:00:00   ;   556,74 ;     
01.01.2019 00:00:00   ;   557,43 ;     
01.02.2019 00:00:00   ;   558,11 ;     
01.03.2019 00:00:00   ;   558,55 ;     
01.04.2019 00:00:00   ;   558,61 ;     
01.05.2019 00:00:00   ;   558,77 ;     
01.06.2019 00:00:00   ;   559,37 ;     
01.07.2019 00:00:00   ;   559,09 ;     
01.08.2019 00:00:00   ;   558,96 ;     
01.09.2019 00:00:00   ;   558,82 ;     
01.10.2019 00:00:00   ;   558,77 ;     
01.11.2019 00:00:00   ;   558,70 ;     
01.12.2019 00:00:00   ;   558,58 ;     
01.01.2020 00:00:00   ;   558,67 ;     
01.02.2020 00:00:00   ;   558,61 ;     
01.03.2020 00:00:00   ;   558,65 ;     
01.04.2020 00:00:00   ;   558,66 ;     
01.05.2020 00:00:00   ;   558,77 ;     
01.06.2020 00:00:00   ;   558,93 ;     
01.07.2020 00:00:00   ;   558,80 ;     
01.08.2020 00:00:00   ;   558,41 ;     
01.09.2020 00:00:00   ;   558,60 ;     
01.10.2020 00:00:00   ;   558,64 ;     
01.11.2020 00:00:00   ;   558,58 ;     
01.12.2020 00:00:00   ;   558,42 ;     
01.01.2021 00:00:00   ;   558,34 ;     
01.02.2021 00:00:00   ;   558,78 ;     
01.03.2021 00:00:00   ;   558,61 ;     
01.04.2021 00:00:00   ;   558,54 ;     
01.05.2021 00:00:00   ;   558,59 ;     
01.06.2021 00:00:00   ;   558,90 ;     
01.07.2021 00:00:00   ;   558,89 ;     
01.08.2021 00:00:00   ;   559,05 ;     
01.09.2021 00:00:00   ;   558,92 ;     
01.10.2021 00:00:00   ;   558,67 ;     
01.11.2021 00:00:00   ;   558,51 ;     
01.12.2021 00:00:00   ;   558,43 ;     
01.01.2022 00:00:00   ;Lücke         ; 
