Messstelle:                ;Mauthausen, Bl 2113.001
HZB-Nummer:                ;307959
HD-Nummer:                 ;Bl2113.001
DBMS-Nummer:               ;4002138
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Gruppe Böhmische Masse [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
01.07.2013 00:00:00   ;   241,45 ;     
01.08.2013 00:00:00   ;   241,07 ;     
01.09.2013 00:00:00   ;   241,06 ;     
01.10.2013 00:00:00   ;   241,05 ;     
01.11.2013 00:00:00   ;   241,09 ;     
01.12.2013 00:00:00   ;   240,94 ;     
01.01.2014 00:00:00   ;   240,88 ;     
01.02.2014 00:00:00   ;   240,88 ;     
01.03.2014 00:00:00   ;   240,79 ;     
01.04.2014 00:00:00   ;   240,84 ;     
01.05.2014 00:00:00   ;   241,08 ;     
01.06.2014 00:00:00   ;   241,04 ;     
01.07.2014 00:00:00   ;   241,10 ;     
01.08.2014 00:00:00   ;   241,28 ;     
01.09.2014 00:00:00   ;   241,21 ;     
01.10.2014 00:00:00   ;   241,11 ;     
01.11.2014 00:00:00   ;   241,05 ;     
01.12.2014 00:00:00   ;   240,89 ;     
01.01.2015 00:00:00   ;   241,17 ;     
01.02.2015 00:00:00   ;   240,99 ;     
01.03.2015 00:00:00   ;   241,01 ;     
01.04.2015 00:00:00   ;   241,20 ;     
01.05.2015 00:00:00   ;   241,41 ;     
01.06.2015 00:00:00   ;   241,33 ;     
01.07.2015 00:00:00   ;   240,99 ;     
01.08.2015 00:00:00   ;   240,91 ;     
01.09.2015 00:00:00   ;   240,80 ;     
01.10.2015 00:00:00   ;   240,82 ;     
01.11.2015 00:00:00   ;   240,73 ;     
01.12.2015 00:00:00   ;   240,84 ;     
01.01.2016 00:00:00   ;   240,86 ;     
01.02.2016 00:00:00   ;   241,24 ;     
01.03.2016 00:00:00   ;   241,04 ;     
01.04.2016 00:00:00   ;   241,01 ;     
01.05.2016 00:00:00   ;   241,23 ;     
01.06.2016 00:00:00   ;   241,74 ;     
01.07.2016 00:00:00   ;   241,61 ;     
01.08.2016 00:00:00   ;   241,39 ;     
01.09.2016 00:00:00   ;   241,10 ;     
01.10.2016 00:00:00   ;   241,00 ;     
01.11.2016 00:00:00   ;   241,05 ;     
01.12.2016 00:00:00   ;   240,94 ;     
01.01.2017 00:00:00   ;Lücke         ; 
