Messstelle:                ;Mitterbach (Brücke)
07.05.1981 00:00:00;    79
08.05.1981 00:00:00;    83
09.05.1981 00:00:00;    85
10.05.1981 00:00:00;    84
11.05.1981 00:00:00;    84
12.05.1981 00:00:00;    83
13.05.1981 00:00:00;    80
14.05.1981 00:00:00;    78
15.05.1981 00:00:00;    76
16.05.1981 00:00:00;    76
17.05.1981 00:00:00;    76
18.05.1981 00:00:00;    77
19.05.1981 00:00:00;    76
20.05.1981 00:00:00;    75
21.05.1981 00:00:00;    74
22.05.1981 00:00:00;    75
23.05.1981 00:00:00;    81
24.05.1981 00:00:00;    78
25.05.1981 00:00:00;    74
26.05.1981 00:00:00;    72
27.05.1981 00:00:00;    70
28.05.1981 00:00:00;    69
29.05.1981 00:00:00;    68
30.05.1981 00:00:00;    68
31.05.1981 00:00:00;    67
01.06.1981 00:00:00;    66
02.06.1981 00:00:00;    65
03.06.1981 00:00:00;    65
04.06.1981 00:00:00;    65
05.06.1981 00:00:00;    64
06.06.1981 00:00:00;    64
07.06.1981 00:00:00;    64
08.06.1981 00:00:00;    64
09.06.1981 00:00:00;    64
10.06.1981 00:00:00;    65
11.06.1981 00:00:00;    65
12.06.1981 00:00:00;    64
13.06.1981 00:00:00;    63
14.06.1981 00:00:00;    62
15.06.1981 00:00:00;    63
16.06.1981 00:00:00;    66
17.06.1981 00:00:00;    67
18.06.1981 00:00:00;    66
19.06.1981 00:00:00;    79
20.06.1981 00:00:00;    79
21.06.1981 00:00:00;    74
22.06.1981 00:00:00;    75
23.06.1981 00:00:00;    76
24.06.1981 00:00:00;    82
25.06.1981 00:00:00;    79
26.06.1981 00:00:00;    76
27.06.1981 00:00:00;    73
28.06.1981 00:00:00;    70
29.06.1981 00:00:00;    68
30.06.1981 00:00:00;    68
01.07.1981 00:00:00;    67
02.07.1981 00:00:00;    66
03.07.1981 00:00:00;    66
04.07.1981 00:00:00;    66
05.07.1981 00:00:00;    66
06.07.1981 00:00:00;    64
07.07.1981 00:00:00;    64
08.07.1981 00:00:00;    64
09.07.1981 00:00:00;    65
10.07.1981 00:00:00;    64
11.07.1981 00:00:00;    64
12.07.1981 00:00:00;    64
13.07.1981 00:00:00;    65
14.07.1981 00:00:00;    65
15.07.1981 00:00:00;    64
16.07.1981 00:00:00;    64
17.07.1981 00:00:00;    64
18.07.1981 00:00:00;    67
19.07.1981 00:00:00;    85
20.07.1981 00:00:00;    99
21.07.1981 00:00:00;   104
22.07.1981 00:00:00;    91
23.07.1981 00:00:00;    79
24.07.1981 00:00:00;    75
25.07.1981 00:00:00;    78
26.07.1981 00:00:00;    77
27.07.1981 00:00:00;    74
28.07.1981 00:00:00;    80
29.07.1981 00:00:00;    79
30.07.1981 00:00:00;    76
31.07.1981 00:00:00;    74
01.08.1981 00:00:00;    72
02.08.1981 00:00:00;    70
03.08.1981 00:00:00;    70
04.08.1981 00:00:00;    71
05.08.1981 00:00:00;    70
06.08.1981 00:00:00;    68
07.08.1981 00:00:00;    68
08.08.1981 00:00:00;    68
09.08.1981 00:00:00;    70
10.08.1981 00:00:00;    72
11.08.1981 00:00:00;    70
12.08.1981 00:00:00;    69
13.08.1981 00:00:00;    68
14.08.1981 00:00:00;    68
15.08.1981 00:00:00;    67
16.08.1981 00:00:00;    67
17.08.1981 00:00:00;    68
18.08.1981 00:00:00;    67
19.08.1981 00:00:00;    66
20.08.1981 00:00:00;    66
21.08.1981 00:00:00;    68
22.08.1981 00:00:00;    69
23.08.1981 00:00:00;    69
24.08.1981 00:00:00;    71
25.08.1981 00:00:00;    76
26.08.1981 00:00:00;    73
27.08.1981 00:00:00;    71
28.08.1981 00:00:00;    87
29.08.1981 00:00:00;    86
30.08.1981 00:00:00;    77
31.08.1981 00:00:00;    73
01.09.1981 00:00:00;    71
02.09.1981 00:00:00;    71
03.09.1981 00:00:00;    69
04.09.1981 00:00:00;    68
05.09.1981 00:00:00;    67
06.09.1981 00:00:00;    67
07.09.1981 00:00:00;    66
08.09.1981 00:00:00;    66
09.09.1981 00:00:00;    66
10.09.1981 00:00:00;    66
11.09.1981 00:00:00;    66
12.09.1981 00:00:00;    66
13.09.1981 00:00:00;    68
14.09.1981 00:00:00;    86
15.09.1981 00:00:00;    87
16.09.1981 00:00:00;    84
17.09.1981 00:00:00;    91
18.09.1981 00:00:00;    88
19.09.1981 00:00:00;    81
20.09.1981 00:00:00;    77
21.09.1981 00:00:00;    75
22.09.1981 00:00:00;    73
23.09.1981 00:00:00;    72
24.09.1981 00:00:00;    72
25.09.1981 00:00:00;    72
26.09.1981 00:00:00;    71
27.09.1981 00:00:00;    71
28.09.1981 00:00:00;    70
29.09.1981 00:00:00;    71
30.09.1981 00:00:00;    72
01.10.1981 00:00:00;    77
02.10.1981 00:00:00;    75
03.10.1981 00:00:00;    73
04.10.1981 00:00:00;    71
05.10.1981 00:00:00;    70
06.10.1981 00:00:00;    69
07.10.1981 00:00:00;    69
08.10.1981 00:00:00;    68
09.10.1981 00:00:00;    68
10.10.1981 00:00:00;    68
11.10.1981 00:00:00;    69
12.10.1981 00:00:00;    69
13.10.1981 00:00:00;    70
14.10.1981 00:00:00;    70
15.10.1981 00:00:00;    71
16.10.1981 00:00:00;    75
17.10.1981 00:00:00;    76
18.10.1981 00:00:00;    73
19.10.1981 00:00:00;    70
20.10.1981 00:00:00;    69
21.10.1981 00:00:00;    69
22.10.1981 00:00:00;    70
23.10.1981 00:00:00;    72
24.10.1981 00:00:00;    72
25.10.1981 00:00:00;    70
26.10.1981 00:00:00;    70
27.10.1981 00:00:00;    72
28.10.1981 00:00:00;    74
29.10.1981 00:00:00;    72
30.10.1981 00:00:00;    76
31.10.1981 00:00:00;    76
01.11.1981 00:00:00;    76
02.11.1981 00:00:00;    80
03.11.1981 00:00:00;    79
04.11.1981 00:00:00;    76
05.11.1981 00:00:00;    73
06.11.1981 00:00:00;    72
07.11.1981 00:00:00;    70
08.11.1981 00:00:00;    69
09.11.1981 00:00:00;    70
10.11.1981 00:00:00;    70
11.11.1981 00:00:00;    69
12.11.1981 00:00:00;    70
13.11.1981 00:00:00;    72
14.11.1981 00:00:00;    73
15.11.1981 00:00:00;    73
16.11.1981 00:00:00;    71
17.11.1981 00:00:00;    70
18.11.1981 00:00:00;    69
19.11.1981 00:00:00;    70
20.11.1981 00:00:00;    75
21.11.1981 00:00:00;    80
22.11.1981 00:00:00;    89
23.11.1981 00:00:00;    94
24.11.1981 00:00:00;    89
25.11.1981 00:00:00;    86
26.11.1981 00:00:00;    82
27.11.1981 00:00:00;    81
28.11.1981 00:00:00;    80
29.11.1981 00:00:00;    78
30.11.1981 00:00:00;    76
01.12.1981 00:00:00;    75
02.12.1981 00:00:00;    74
03.12.1981 00:00:00;    76
04.12.1981 00:00:00;    76
05.12.1981 00:00:00;    75
06.12.1981 00:00:00;    74
07.12.1981 00:00:00;    72
08.12.1981 00:00:00;    72
09.12.1981 00:00:00;    71
10.12.1981 00:00:00;    71
11.12.1981 00:00:00;    70
12.12.1981 00:00:00;    70
13.12.1981 00:00:00;    70
14.12.1981 00:00:00;    70
15.12.1981 00:00:00;    69
16.12.1981 00:00:00;    69
17.12.1981 00:00:00;    69
18.12.1981 00:00:00;    68
19.12.1981 00:00:00;    68
20.12.1981 00:00:00;    68
21.12.1981 00:00:00;    67
22.12.1981 00:00:00;    68
23.12.1981 00:00:00;    68
24.12.1981 00:00:00;    68
25.12.1981 00:00:00;    68
26.12.1981 00:00:00;    68
27.12.1981 00:00:00;    68
28.12.1981 00:00:00;    67
29.12.1981 00:00:00;    67
30.12.1981 00:00:00;    67
31.12.1981 00:00:00;    67
01.01.1982 00:00:00;    68
02.01.1982 00:00:00;    70
03.01.1982 00:00:00;    69
04.01.1982 00:00:00;    70
05.01.1982 00:00:00;    74
06.01.1982 00:00:00;    78
07.01.1982 00:00:00;    78
08.01.1982 00:00:00;    76
09.01.1982 00:00:00;    74
10.01.1982 00:00:00;    74
11.01.1982 00:00:00;    73
12.01.1982 00:00:00;    71
13.01.1982 00:00:00;    70
14.01.1982 00:00:00;    69
15.01.1982 00:00:00;    68
16.01.1982 00:00:00;    68
17.01.1982 00:00:00;    68
18.01.1982 00:00:00;    69
19.01.1982 00:00:00;    69
20.01.1982 00:00:00;    68
21.01.1982 00:00:00;    68
22.01.1982 00:00:00;    68
23.01.1982 00:00:00;    67
24.01.1982 00:00:00;    67
25.01.1982 00:00:00;    67
26.01.1982 00:00:00;    67
27.01.1982 00:00:00;    68
28.01.1982 00:00:00;    67
29.01.1982 00:00:00;    68
30.01.1982 00:00:00;    74
31.01.1982 00:00:00;    87
01.02.1982 00:00:00;    81
02.02.1982 00:00:00;    77
03.02.1982 00:00:00;    74
04.02.1982 00:00:00;    73
05.02.1982 00:00:00;    71
06.02.1982 00:00:00;    70
07.02.1982 00:00:00;    70
08.02.1982 00:00:00;    71
09.02.1982 00:00:00;    71
10.02.1982 00:00:00;    70
11.02.1982 00:00:00;    70
12.02.1982 00:00:00;    70
13.02.1982 00:00:00;    70
14.02.1982 00:00:00;    70
15.02.1982 00:00:00;    70
16.02.1982 00:00:00;    70
17.02.1982 00:00:00;    70
18.02.1982 00:00:00;    70
19.02.1982 00:00:00;    70
20.02.1982 00:00:00;    70
21.02.1982 00:00:00;    69
22.02.1982 00:00:00;    69
23.02.1982 00:00:00;    69
24.02.1982 00:00:00;    69
25.02.1982 00:00:00;    69
26.02.1982 00:00:00;    69
27.02.1982 00:00:00;    68
28.02.1982 00:00:00;    68
01.03.1982 00:00:00;    69
02.03.1982 00:00:00;    70
03.03.1982 00:00:00;    70
04.03.1982 00:00:00;    70
05.03.1982 00:00:00;    70
06.03.1982 00:00:00;    70
07.03.1982 00:00:00;    69
08.03.1982 00:00:00;    68
09.03.1982 00:00:00;    68
10.03.1982 00:00:00;    69
11.03.1982 00:00:00;    70
12.03.1982 00:00:00;    69
13.03.1982 00:00:00;    69
14.03.1982 00:00:00;    68
15.03.1982 00:00:00;    68
16.03.1982 00:00:00;    67
17.03.1982 00:00:00;    68
18.03.1982 00:00:00;    69
19.03.1982 00:00:00;    70
20.03.1982 00:00:00;    69
21.03.1982 00:00:00;    68
22.03.1982 00:00:00;    67
23.03.1982 00:00:00;    67
24.03.1982 00:00:00;    66
25.03.1982 00:00:00;    66
26.03.1982 00:00:00;    67
27.03.1982 00:00:00;    68
28.03.1982 00:00:00;    72
29.03.1982 00:00:00;    75
30.03.1982 00:00:00;    77
31.03.1982 00:00:00;    78
01.04.1982 00:00:00;    79
02.04.1982 00:00:00;    81
03.04.1982 00:00:00;    83
04.04.1982 00:00:00;    83
05.04.1982 00:00:00;    84
06.04.1982 00:00:00;    87
07.04.1982 00:00:00;    91
08.04.1982 00:00:00;    92
09.04.1982 00:00:00;    93
10.04.1982 00:00:00;    90
11.04.1982 00:00:00;    86
12.04.1982 00:00:00;    83
13.04.1982 00:00:00;    79
14.04.1982 00:00:00;    78
15.04.1982 00:00:00;    76
16.04.1982 00:00:00;    75
17.04.1982 00:00:00;    75
18.04.1982 00:00:00;    76
19.04.1982 00:00:00;    77
20.04.1982 00:00:00;    73
21.04.1982 00:00:00;    72
22.04.1982 00:00:00;    73
23.04.1982 00:00:00;    72
24.04.1982 00:00:00;    72
25.04.1982 00:00:00;    72
26.04.1982 00:00:00;    72
27.04.1982 00:00:00;    73
28.04.1982 00:00:00;    75
29.04.1982 00:00:00;    77
30.04.1982 00:00:00;    75
01.05.1982 00:00:00;    75
02.05.1982 00:00:00;    77
03.05.1982 00:00:00;    75
04.05.1982 00:00:00;    78
05.05.1982 00:00:00;    91
06.05.1982 00:00:00;    95
07.05.1982 00:00:00;    95
08.05.1982 00:00:00;    86
09.05.1982 00:00:00;    86
10.05.1982 00:00:00;    95
11.05.1982 00:00:00;    96
12.05.1982 00:00:00;    93
13.05.1982 00:00:00;    92
14.05.1982 00:00:00;    92
15.05.1982 00:00:00;    94
16.05.1982 00:00:00;    95
17.05.1982 00:00:00;    95
18.05.1982 00:00:00;    95
19.05.1982 00:00:00;    95
20.05.1982 00:00:00;    94
21.05.1982 00:00:00;    93
22.05.1982 00:00:00;    92
23.05.1982 00:00:00;    95
24.05.1982 00:00:00;    96
25.05.1982 00:00:00;    95
26.05.1982 00:00:00;    87
27.05.1982 00:00:00;    88
28.05.1982 00:00:00;    89
29.05.1982 00:00:00;    98
30.05.1982 00:00:00;    92
31.05.1982 00:00:00;    85
01.06.1982 00:00:00;    85
02.06.1982 00:00:00;    84
03.06.1982 00:00:00;    82
04.06.1982 00:00:00;    81
05.06.1982 00:00:00;    79
06.06.1982 00:00:00;    78
07.06.1982 00:00:00;    76
08.06.1982 00:00:00;    76
09.06.1982 00:00:00;    74
10.06.1982 00:00:00;    73
11.06.1982 00:00:00;    73
12.06.1982 00:00:00;    75
13.06.1982 00:00:00;    74
14.06.1982 00:00:00;    74
15.06.1982 00:00:00;    74
16.06.1982 00:00:00;    74
17.06.1982 00:00:00;    78
18.06.1982 00:00:00;    78
19.06.1982 00:00:00;    76
20.06.1982 00:00:00;    74
21.06.1982 00:00:00;    72
22.06.1982 00:00:00;    71
23.06.1982 00:00:00;    71
24.06.1982 00:00:00;    71
25.06.1982 00:00:00;    71
26.06.1982 00:00:00;    70
27.06.1982 00:00:00;    74
28.06.1982 00:00:00;    84
29.06.1982 00:00:00;    80
30.06.1982 00:00:00;    78
01.07.1982 00:00:00;    76
02.07.1982 00:00:00;    74
03.07.1982 00:00:00;    74
04.07.1982 00:00:00;    73
05.07.1982 00:00:00;    70
06.07.1982 00:00:00;    70
07.07.1982 00:00:00;    71
08.07.1982 00:00:00;    71
09.07.1982 00:00:00;    70
10.07.1982 00:00:00;    69
11.07.1982 00:00:00;    68
12.07.1982 00:00:00;    73
13.07.1982 00:00:00;    81
14.07.1982 00:00:00;    75
15.07.1982 00:00:00;    73
16.07.1982 00:00:00;    70
17.07.1982 00:00:00;    69
18.07.1982 00:00:00;    69
19.07.1982 00:00:00;    70
20.07.1982 00:00:00;    70
21.07.1982 00:00:00;    70
22.07.1982 00:00:00;    71
23.07.1982 00:00:00;    71
24.07.1982 00:00:00;    70
25.07.1982 00:00:00;    74
26.07.1982 00:00:00;    78
27.07.1982 00:00:00;    89
28.07.1982 00:00:00;    84
29.07.1982 00:00:00;    80
30.07.1982 00:00:00;    77
31.07.1982 00:00:00;    75
01.08.1982 00:00:00;    74
02.08.1982 00:00:00;    72
03.08.1982 00:00:00;    71
04.08.1982 00:00:00;    71
05.08.1982 00:00:00;    92
06.08.1982 00:00:00;    92
07.08.1982 00:00:00;    81
08.08.1982 00:00:00;    80
09.08.1982 00:00:00;    80
10.08.1982 00:00:00;    79
11.08.1982 00:00:00;    79
12.08.1982 00:00:00;    77
13.08.1982 00:00:00;    75
14.08.1982 00:00:00;    74
15.08.1982 00:00:00;    72
16.08.1982 00:00:00;    72
17.08.1982 00:00:00;    71
18.08.1982 00:00:00;    71
19.08.1982 00:00:00;    71
20.08.1982 00:00:00;    71
21.08.1982 00:00:00;    72
22.08.1982 00:00:00;    72
23.08.1982 00:00:00;    71
24.08.1982 00:00:00;    70
25.08.1982 00:00:00;    70
26.08.1982 00:00:00;    69
27.08.1982 00:00:00;    69
28.08.1982 00:00:00;    69
29.08.1982 00:00:00;    69
30.08.1982 00:00:00;    69
31.08.1982 00:00:00;    68
01.09.1982 00:00:00;    68
02.09.1982 00:00:00;    67
03.09.1982 00:00:00;    67
04.09.1982 00:00:00;    66
05.09.1982 00:00:00;    66
06.09.1982 00:00:00;    66
07.09.1982 00:00:00;    66
08.09.1982 00:00:00;    68
09.09.1982 00:00:00;    67
10.09.1982 00:00:00;    67
11.09.1982 00:00:00;    66
12.09.1982 00:00:00;    65
13.09.1982 00:00:00;    65
14.09.1982 00:00:00;    65
15.09.1982 00:00:00;    65
16.09.1982 00:00:00;    64
17.09.1982 00:00:00;    65
18.09.1982 00:00:00;    64
19.09.1982 00:00:00;    64
20.09.1982 00:00:00;    64
21.09.1982 00:00:00;    64
22.09.1982 00:00:00;    65
23.09.1982 00:00:00;    65
24.09.1982 00:00:00;    67
25.09.1982 00:00:00;    66
26.09.1982 00:00:00;    66
27.09.1982 00:00:00;    65
28.09.1982 00:00:00;    66
29.09.1982 00:00:00;    65
30.09.1982 00:00:00;    65
01.10.1982 00:00:00;    66
02.10.1982 00:00:00;    72
03.10.1982 00:00:00;    68
04.10.1982 00:00:00;    65
05.10.1982 00:00:00;    66
06.10.1982 00:00:00;    72
07.10.1982 00:00:00;    74
08.10.1982 00:00:00;    72
09.10.1982 00:00:00;    68
10.10.1982 00:00:00;    67
11.10.1982 00:00:00;    66
12.10.1982 00:00:00;    65
13.10.1982 00:00:00;    65
14.10.1982 00:00:00;    68
15.10.1982 00:00:00;    75
16.10.1982 00:00:00;    76
17.10.1982 00:00:00;    73
18.10.1982 00:00:00;    72
19.10.1982 00:00:00;    69
20.10.1982 00:00:00;    68
21.10.1982 00:00:00;    67
22.10.1982 00:00:00;    67
23.10.1982 00:00:00;    66
24.10.1982 00:00:00;    65
25.10.1982 00:00:00;    65
26.10.1982 00:00:00;    64
27.10.1982 00:00:00;    64
28.10.1982 00:00:00;    63
29.10.1982 00:00:00;    63
30.10.1982 00:00:00;    63
31.10.1982 00:00:00;    63
01.11.1982 00:00:00;    63
02.11.1982 00:00:00;    63
03.11.1982 00:00:00;    63
04.11.1982 00:00:00;    63
05.11.1982 00:00:00;    63
06.11.1982 00:00:00;    62
07.11.1982 00:00:00;    62
08.11.1982 00:00:00;    62
09.11.1982 00:00:00;    62
10.11.1982 00:00:00;    62
11.11.1982 00:00:00;    62
12.11.1982 00:00:00;    62
13.11.1982 00:00:00;    62
14.11.1982 00:00:00;    64
15.11.1982 00:00:00;    64
16.11.1982 00:00:00;    63
17.11.1982 00:00:00;    64
18.11.1982 00:00:00;    63
19.11.1982 00:00:00;    65
20.11.1982 00:00:00;    69
21.11.1982 00:00:00;    68
22.11.1982 00:00:00;    66
23.11.1982 00:00:00;    65
24.11.1982 00:00:00;    64
25.11.1982 00:00:00;    62
26.11.1982 00:00:00;    62
27.11.1982 00:00:00;    63
28.11.1982 00:00:00;    63
29.11.1982 00:00:00;    63
30.11.1982 00:00:00;    64
01.12.1982 00:00:00;    64
02.12.1982 00:00:00;    63
03.12.1982 00:00:00;    64
04.12.1982 00:00:00;    64
05.12.1982 00:00:00;    64
06.12.1982 00:00:00;    64
07.12.1982 00:00:00;    64
08.12.1982 00:00:00;    64
09.12.1982 00:00:00;    64
10.12.1982 00:00:00;    65
11.12.1982 00:00:00;    66
12.12.1982 00:00:00;    65
13.12.1982 00:00:00;    64
14.12.1982 00:00:00;    64
15.12.1982 00:00:00;    64
16.12.1982 00:00:00;    65
17.12.1982 00:00:00;    70
18.12.1982 00:00:00;    71
19.12.1982 00:00:00;    71
20.12.1982 00:00:00;    68
21.12.1982 00:00:00;    67
22.12.1982 00:00:00;    66
23.12.1982 00:00:00;    66
24.12.1982 00:00:00;    65
25.12.1982 00:00:00;    65
26.12.1982 00:00:00;    64
27.12.1982 00:00:00;    64
28.12.1982 00:00:00;    65
29.12.1982 00:00:00;    65
30.12.1982 00:00:00;    65
31.12.1982 00:00:00;    64
01.01.1983 00:00:00;    63
02.01.1983 00:00:00;    63
03.01.1983 00:00:00;    64
04.01.1983 00:00:00;    76
05.01.1983 00:00:00;    87
06.01.1983 00:00:00;    98
07.01.1983 00:00:00;    94
08.01.1983 00:00:00;    86
09.01.1983 00:00:00;    82
10.01.1983 00:00:00;    78
11.01.1983 00:00:00;    75
12.01.1983 00:00:00;    73
13.01.1983 00:00:00;    72
14.01.1983 00:00:00;    72
15.01.1983 00:00:00;    72
16.01.1983 00:00:00;    72
17.01.1983 00:00:00;    79
18.01.1983 00:00:00;    80
19.01.1983 00:00:00;    78
20.01.1983 00:00:00;    77
21.01.1983 00:00:00;    75
22.01.1983 00:00:00;    74
23.01.1983 00:00:00;    72
24.01.1983 00:00:00;    70
25.01.1983 00:00:00;    70
26.01.1983 00:00:00;    73
27.01.1983 00:00:00;    87
28.01.1983 00:00:00;    96
29.01.1983 00:00:00;   100
30.01.1983 00:00:00;    97
31.01.1983 00:00:00;    93
01.02.1983 00:00:00;    88
02.02.1983 00:00:00;    86
03.02.1983 00:00:00;    83
04.02.1983 00:00:00;    81
05.02.1983 00:00:00;    79
06.02.1983 00:00:00;    77
07.02.1983 00:00:00;    76
08.02.1983 00:00:00;    75
09.02.1983 00:00:00;    74
10.02.1983 00:00:00;    74
11.02.1983 00:00:00;    73
12.02.1983 00:00:00;    73
13.02.1983 00:00:00;    72
14.02.1983 00:00:00;    71
15.02.1983 00:00:00;    70
16.02.1983 00:00:00;    69
17.02.1983 00:00:00;    69
18.02.1983 00:00:00;    68
19.02.1983 00:00:00;    68
20.02.1983 00:00:00;    68
21.02.1983 00:00:00;    67
22.02.1983 00:00:00;    67
23.02.1983 00:00:00;    66
24.02.1983 00:00:00;    66
25.02.1983 00:00:00;    66
26.02.1983 00:00:00;    66
27.02.1983 00:00:00;    68
28.02.1983 00:00:00;    70
01.03.1983 00:00:00;    70
02.03.1983 00:00:00;    69
03.03.1983 00:00:00;    68
04.03.1983 00:00:00;    68
05.03.1983 00:00:00;    68
06.03.1983 00:00:00;    67
07.03.1983 00:00:00;    67
08.03.1983 00:00:00;    69
09.03.1983 00:00:00;    69
10.03.1983 00:00:00;    72
11.03.1983 00:00:00;    76
12.03.1983 00:00:00;    77
13.03.1983 00:00:00;    76
14.03.1983 00:00:00;    75
15.03.1983 00:00:00;    74
16.03.1983 00:00:00;    74
17.03.1983 00:00:00;    75
18.03.1983 00:00:00;    76
19.03.1983 00:00:00;    77
20.03.1983 00:00:00;    84
21.03.1983 00:00:00;    86
22.03.1983 00:00:00;    86
23.03.1983 00:00:00;    84
24.03.1983 00:00:00;    82
25.03.1983 00:00:00;    78
26.03.1983 00:00:00;    74
27.03.1983 00:00:00;    74
28.03.1983 00:00:00;    74
29.03.1983 00:00:00;    74
30.03.1983 00:00:00;    73
31.03.1983 00:00:00;    73
01.04.1983 00:00:00;    74
02.04.1983 00:00:00;    75
03.04.1983 00:00:00;    77
04.04.1983 00:00:00;    75
05.04.1983 00:00:00;    73
06.04.1983 00:00:00;    72
07.04.1983 00:00:00;    72
08.04.1983 00:00:00;    72
09.04.1983 00:00:00;    77
10.04.1983 00:00:00;    85
11.04.1983 00:00:00;    88
12.04.1983 00:00:00;    90
13.04.1983 00:00:00;    82
14.04.1983 00:00:00;    77
15.04.1983 00:00:00;    77
16.04.1983 00:00:00;    77
17.04.1983 00:00:00;    75
18.04.1983 00:00:00;    76
19.04.1983 00:00:00;    82
20.04.1983 00:00:00;    91
21.04.1983 00:00:00;    92
22.04.1983 00:00:00;    95
23.04.1983 00:00:00;    92
24.04.1983 00:00:00;    91
25.04.1983 00:00:00;    87
26.04.1983 00:00:00;    86
27.04.1983 00:00:00;    90
28.04.1983 00:00:00;    90
29.04.1983 00:00:00;    84
30.04.1983 00:00:00;    84
01.05.1983 00:00:00;    85
02.05.1983 00:00:00;    86
03.05.1983 00:00:00;    81
04.05.1983 00:00:00;    79
05.05.1983 00:00:00;    82
06.05.1983 00:00:00;    79
07.05.1983 00:00:00;    79
08.05.1983 00:00:00;    79
09.05.1983 00:00:00;    81
10.05.1983 00:00:00;    82
11.05.1983 00:00:00;    79
12.05.1983 00:00:00;    77
13.05.1983 00:00:00;    76
14.05.1983 00:00:00;    76
15.05.1983 00:00:00;    75
16.05.1983 00:00:00;    74
17.05.1983 00:00:00;    74
18.05.1983 00:00:00;    73
19.05.1983 00:00:00;    72
20.05.1983 00:00:00;    70
21.05.1983 00:00:00;    69
22.05.1983 00:00:00;    68
23.05.1983 00:00:00;    68
24.05.1983 00:00:00;    68
25.05.1983 00:00:00;    68
26.05.1983 00:00:00;    67
27.05.1983 00:00:00;    67
28.05.1983 00:00:00;    66
29.05.1983 00:00:00;    66
30.05.1983 00:00:00;    66
31.05.1983 00:00:00;    66
01.06.1983 00:00:00;    66
02.06.1983 00:00:00;    66
03.06.1983 00:00:00;    68
04.06.1983 00:00:00;    67
05.06.1983 00:00:00;    66
06.06.1983 00:00:00;    66
07.06.1983 00:00:00;    66
08.06.1983 00:00:00;    65
09.06.1983 00:00:00;    66
10.06.1983 00:00:00;    70
11.06.1983 00:00:00;    69
12.06.1983 00:00:00;    68
13.06.1983 00:00:00;    67
14.06.1983 00:00:00;    67
15.06.1983 00:00:00;    67
16.06.1983 00:00:00;    69
17.06.1983 00:00:00;    76
18.06.1983 00:00:00;    74
19.06.1983 00:00:00;    72
20.06.1983 00:00:00;    76
21.06.1983 00:00:00;    77
22.06.1983 00:00:00;    74
23.06.1983 00:00:00;    72
24.06.1983 00:00:00;    70
25.06.1983 00:00:00;    70
26.06.1983 00:00:00;    69
27.06.1983 00:00:00;    68
28.06.1983 00:00:00;    67
29.06.1983 00:00:00;    66
30.06.1983 00:00:00;    66
01.07.1983 00:00:00;    68
02.07.1983 00:00:00;    70
03.07.1983 00:00:00;    69
04.07.1983 00:00:00;    67
05.07.1983 00:00:00;    67
06.07.1983 00:00:00;    66
07.07.1983 00:00:00;    66
08.07.1983 00:00:00;    66
09.07.1983 00:00:00;    66
10.07.1983 00:00:00;    66
11.07.1983 00:00:00;    64
12.07.1983 00:00:00;    64
13.07.1983 00:00:00;    68
14.07.1983 00:00:00;    69
15.07.1983 00:00:00;    67
16.07.1983 00:00:00;    66
17.07.1983 00:00:00;    66
18.07.1983 00:00:00;    65
19.07.1983 00:00:00;    65
20.07.1983 00:00:00;    65
21.07.1983 00:00:00;    67
22.07.1983 00:00:00;    66
23.07.1983 00:00:00;    65
24.07.1983 00:00:00;    65
25.07.1983 00:00:00;    65
26.07.1983 00:00:00;    65
27.07.1983 00:00:00;    64
28.07.1983 00:00:00;    64
29.07.1983 00:00:00;    67
30.07.1983 00:00:00;    71
31.07.1983 00:00:00;    69
01.08.1983 00:00:00;    68
02.08.1983 00:00:00;    79
03.08.1983 00:00:00;    85
04.08.1983 00:00:00;    85
05.08.1983 00:00:00;    77
06.08.1983 00:00:00;    74
07.08.1983 00:00:00;    73
08.08.1983 00:00:00;    74
09.08.1983 00:00:00;    73
10.08.1983 00:00:00;    71
11.08.1983 00:00:00;    69
12.08.1983 00:00:00;    68
13.08.1983 00:00:00;    68
14.08.1983 00:00:00;    67
15.08.1983 00:00:00;    66
16.08.1983 00:00:00;    64
17.08.1983 00:00:00;    64
18.08.1983 00:00:00;    64
19.08.1983 00:00:00;    64
20.08.1983 00:00:00;    64
21.08.1983 00:00:00;    64
22.08.1983 00:00:00;    63
23.08.1983 00:00:00;    63
24.08.1983 00:00:00;    63
25.08.1983 00:00:00;    62
26.08.1983 00:00:00;    62
27.08.1983 00:00:00;    62
28.08.1983 00:00:00;    62
29.08.1983 00:00:00;    62
30.08.1983 00:00:00;    61
31.08.1983 00:00:00;    61
01.09.1983 00:00:00;    61
02.09.1983 00:00:00;    61
03.09.1983 00:00:00;    62
04.09.1983 00:00:00;    64
05.09.1983 00:00:00;    62
06.09.1983 00:00:00;    62
07.09.1983 00:00:00;    61
08.09.1983 00:00:00;    61
09.09.1983 00:00:00;    61
10.09.1983 00:00:00;    61
11.09.1983 00:00:00;    65
12.09.1983 00:00:00;    71
13.09.1983 00:00:00;    69
14.09.1983 00:00:00;    67
15.09.1983 00:00:00;    65
16.09.1983 00:00:00;    65
17.09.1983 00:00:00;    69
18.09.1983 00:00:00;    69
19.09.1983 00:00:00;    67
20.09.1983 00:00:00;    65
21.09.1983 00:00:00;    65
22.09.1983 00:00:00;    64
23.09.1983 00:00:00;    64
24.09.1983 00:00:00;    63
25.09.1983 00:00:00;    67
26.09.1983 00:00:00;    68
