Messstelle:                ;Kainisch
19.09.2013 08:30:00;  28,2
17.10.2013 21:30:00;  7,72
07.11.2013 03:15:00;  10,2
26.12.2013 22:00:00;  1,88
12.01.2014 07:30:00;  1,61
01.02.2014 21:45:00;  2,08
17.03.2014 00:30:00;  14,0
09.04.2014 01:45:00;  12,1
28.05.2014 20:00:00;  17,1
30.06.2014 13:45:05;  9,15
31.07.2014 11:15:00;  10,7
01.08.2014 00:00:00;  9,15
01.09.2014 13:00:00;  21,4
23.10.2014 16:15:00;  12,4
06.11.2014 20:30:00;  7,72
19.12.2014 07:00:00;  5,48
10.01.2015 13:00:00;  20,7
02.02.2015 12:30:00;  1,70
30.03.2015 15:15:00;  9,99
18.04.2015 04:00:00;  17,0
06.05.2015 21:15:00;  21,1
23.06.2015 16:30:00;  11,6
30.07.2015 04:30:00;  9,48
02.08.2015 14:30:00;  7,83
05.09.2015 19:00:00;  8,66
08.10.2015 08:30:00;  11,6
21.11.2015 04:45:00;  2,41
02.12.2015 03:15:00;  13,4
26.01.2016 00:45:00;  3,54
01.02.2016 14:30:00;  31,4
31.03.2016 22:45:00;  6,85
05.04.2016 22:30:00;  11,9
29.05.2016 00:15:00;  21,3
27.06.2016 13:30:00;  14,3
14.07.2016 06:30:00;  25,6
10.08.2016 14:30:00;  20,4
06.09.2016 10:20:50;  36,4
26.10.2016 10:50:50;  7,21
17.11.2016 02:05:50;  5,72
27.12.2016 01:20:50;  7,24
01.01.2017 00:50:50;  1,36
22.02.2017 07:35:50;  8,22
19.03.2017 12:35:50;  26,3
01.04.2017 23:05:50;  10,3
09.05.2017 04:35:00;  16,3
07.06.2017 04:20:00;  5,46
27.07.2017 10:05:00;  22,0
20.08.2017 12:50:00;  22,8
03.09.2017 14:35:00;  21,0
29.10.2017 18:50:00;  23,2
03.11.2017 18:05:00;  8,59
31.12.2017 08:05:00;  7,13
05.01.2018 12:05:00;  10,6
01.02.2018 12:05:00;  1,98
12.03.2018 20:50:00;  5,12
24.04.2018 05:20:00;  19,8
01.05.2018 00:00:00;  14,7
14.06.2018 01:05:00;  8,59
07.07.2018 07:50:00;  9,15
07.08.2018 20:35:00;  11,3
01.09.2018 16:35:00;  10,5
25.10.2018 02:05:00;  31,8
01.11.2018 00:00:00;  2,41
24.12.2018 10:05:00;  28,9
02.01.2019 04:05:00;  2,06
22.02.2019 20:50:00;  6,38
16.03.2019 15:35:00;  14,3
26.04.2019 23:05:00;  20,4
22.05.2019 22:50:00;  23,8
07.06.2019 02:35:00;  24,5
13.07.2019 20:20:00;  6,91
04.08.2019 04:05:00;  14,1
09.09.2019 12:20:00;  15,1
07.10.2019 22:50:00;  9,26
18.11.2019 00:45:00;  10,6
25.12.2019 23:45:00;  4,11
31.01.2020 23:45:00;  4,79
03.02.2020 13:00:00;  28,0
11.03.2020 21:15:00;  11,7
20.04.2020 22:00:00;  17,5
26.05.2020 01:45:00;  25,9
29.06.2020 18:45:00;  11,8
28.07.2020 21:45:00;  19,5
04.08.2020 04:30:00;  23,1
01.09.2020 18:45:00;  12,2
30.10.2020 18:45:00;  17,0
01.11.2020 00:00:00;  6,62
23.12.2020 09:30:00;  2,93
29.01.2021 06:00:00;  5,88
27.02.2021 11:30:00;  2,87
31.03.2021 23:30:00;  6,18
30.04.2021 23:59:55;  13,4
12.05.2021 14:00:00;  20,1
06.06.2021 05:30:00;  13,8
18.07.2021 04:45:00;  22,5
17.08.2021 05:00:00;  7,06
01.09.2021 03:00:00;  6,69
07.10.2021 05:15:00;  2,87
04.11.2021 09:30:00;  6,13
31.12.2021 02:00:00;  22,4
01.01.2022 00:00:00;  10,7
