Messstelle:                ;Oberkappel
13.09.2013 03:30:00;  3,03
16.10.2013 07:00:00;  3,56
07.11.2013 05:30:00;  5,68
27.12.2013 21:30:00;  2,70
10.01.2014 15:00:00;  4,23
16.02.2014 19:30:00;  2,76
16.03.2014 16:30:00;  2,76
19.04.2014 19:30:00;  1,87
28.05.2014 03:35:00;  30,2
12.06.2014 20:50:00;  5,03
09.07.2014 13:48:15;  6,32
27.08.2014 06:20:00;  6,75
12.09.2014 19:35:00;  4,14
23.10.2014 08:21:50;  16,3
19.11.2014 14:25:00;  6,02
20.12.2014 03:50:00;  13,6
10.01.2015 07:30:00;  47,9
24.02.2015 21:25:00;  3,52
30.03.2015 11:15:00;  18,1
01.04.2015 00:00:00;  8,23
24.05.2015 04:05:00;  13,1
23.06.2015 11:05:00;  3,46
13.07.2015 17:00:00;  2,54
17.08.2015 14:30:00;  1,84
04.09.2015 07:30:00;  4,63
08.10.2015 08:45:00;  3,78
30.11.2015 19:35:00;  14,9
01.12.2015 11:30:00;  23,5
31.01.2016 08:05:00;  9,63
01.02.2016 15:35:00;  31,0
03.03.2016 03:50:00;  7,57
18.04.2016 11:40:00;  2,60
31.05.2016 17:40:00;  18,2
26.06.2016 01:00:00;  49,2
14.07.2016 12:40:00;  19,5
05.08.2016 23:20:00;  7,67
18.09.2016 02:40:00;  12,9
04.10.2016 00:00:00;  3,32
17.11.2016 14:00:00;  13,7
25.12.2016 11:55:00;  8,02
01.01.2017 01:25:00;  2,57
21.02.2017 18:55:00;  31,4
19.03.2017 03:50:00;  26,2
28.04.2017 19:35:00;  7,91
08.05.2017 23:50:00;  18,8
05.06.2017 23:15:00;  3,28
26.07.2017 18:45:00;  7,19
28.08.2017 16:20:00;  3,87
04.09.2017 06:05:00;  2,39
29.10.2017 13:40:00;  20,3
12.11.2017 03:10:00;  18,0
31.12.2017 10:35:00;  17,7
05.01.2018 05:00:00;  34,5
01.02.2018 19:15:00;  10,7
12.03.2018 17:05:00;  15,2
02.04.2018 09:05:25;  2,61
25.05.2018 15:20:00;  5,45
13.06.2018 06:20:00;  2,68
23.07.2018 15:10:00;  2,02
26.08.2018 09:05:00;  2,37
03.09.2018 19:45:00;  7,74
28.10.2018 02:00:00;  2,32
16.11.2018 14:00:00;  1,61
22.12.2018 14:05:00;  44,1
02.01.2019 04:05:00;  5,68
28.02.2019 23:59:55;  4,57
16.03.2019 10:50:00;  62,7
01.04.2019 09:45:00;  3,85
21.05.2019 23:30:00;  13,3
23.06.2019 05:55:00;  6,75
13.07.2019 09:30:00;  8,94
21.08.2019 06:30:00;  2,51
09.09.2019 13:45:00;  2,73
05.10.2019 13:50:00;  8,23
04.11.2019 13:50:00;  2,20
25.12.2019 21:10:00;  5,79
31.01.2020 16:00:00;  30,0
03.02.2020 13:50:00;  27,5
03.03.2020 15:10:00;  13,3
29.04.2020 13:55:00;  3,08
15.05.2020 19:05:00;  2,46
29.06.2020 05:25:00;  10,9
19.07.2020 01:15:00;  10,7
04.08.2020 15:35:00;  9,47
26.09.2020 21:35:00;  9,72
30.10.2020 12:55:00;  12,6
04.11.2020 06:55:00;  8,12
25.12.2020 07:25:00;  5,63
30.01.2021 08:30:00;  26,0
04.02.2021 00:15:00;  29,0
14.03.2021 20:45:00;  5,04
20.04.2021 20:25:00;  2,92
13.05.2021 19:10:00;  14,4
24.06.2021 22:30:00;  53,2
27.07.2021 03:35:00;  27,0
28.08.2021 13:00:00;  6,77
01.09.2021 00:00:00;  3,06
13.10.2021 07:05:00;  3,29
02.11.2021 08:55:00;  3,54
29.12.2021 13:00:00;  35,6
