Messstelle:                ;Isperdorf
17.09.2013 04:45:00;  7,19
09.10.2013 16:20:00;  1,76
07.11.2013 07:20:00;  2,59
09.12.2013 17:50:00;  5,42
21.01.2014 04:25:00;  1,89
12.02.2014 08:30:00;  1,78
23.03.2014 20:15:00;  1,70
27.04.2014 16:40:00;  14,3
28.05.2014 13:15:00;  33,1
01.06.2014 15:20:00;  6,16
22.07.2014 05:15:00;  10,9
13.08.2014 22:45:00;  2,91
01.09.2014 12:55:00;  5,55
23.10.2014 12:20:00;  11,5
08.11.2014 21:05:00;  2,32
20.12.2014 06:15:00;  5,90
10.01.2015 09:05:05;  17,8
24.02.2015 20:45:00;  2,16
02.03.2015 16:05:00;  6,57
02.04.2015 17:45:00;  4,04
23.05.2015 19:50:00;  6,49
08.06.2015 19:00:00;  4,44
24.07.2015 00:15:00;  1,20
17.08.2015 10:20:00;  1,72
04.09.2015 04:30:00;  1,66
08.10.2015 13:15:00;  2,53
21.11.2015 08:40:00;  2,30
01.12.2015 01:25:00;  1,87
25.01.2016 18:20:00;  5,68
01.02.2016 18:20:00;  7,96
03.03.2016 04:20:00;  1,91
09.04.2016 01:55:00;  1,69
13.05.2016 13:20:00;  17,4
10.06.2016 05:00:00;  8,71
27.07.2016 21:45:00;  42,9
10.08.2016 16:20:00;  5,84
18.09.2016 08:45:05;  4,05
04.10.2016 16:15:00;  3,02
17.11.2016 05:15:00;  3,73
28.12.2016 18:05:00;  4,25
02.01.2017 08:30:00;  1,33
21.02.2017 18:15:00;  11,4
19.03.2017 03:05:00;  17,3
17.04.2017 23:10:00;  4,97
08.05.2017 23:35:00;  3,86
02.06.2017 20:15:00;  4,16
26.07.2017 19:15:00;  11,6
07.08.2017 00:15:00;  4,47
21.09.2017 09:55:00;  2,21
29.10.2017 17:35:00;  6,65
21.11.2017 21:15:00;  8,73
31.12.2017 11:55:00;  7,47
05.01.2018 04:50:00;  10,6
28.02.2018 15:05:00;  10,8
12.03.2018 23:20:00;  2,40
05.04.2018 16:30:00;  2,16
17.05.2018 23:05:00;  4,09
13.06.2018 06:00:00;  6,04
22.07.2018 12:05:00;  7,64
05.08.2018 14:10:00;  28,3
03.09.2018 09:45:00;  2,09
24.10.2018 14:40:00;  1,47
26.11.2018 16:05:00;  1,66
24.12.2018 08:14:00;  15,7
14.01.2019 07:25:05;  6,02
22.02.2019 16:40:00;  9,21
16.03.2019 12:15:00;  49,6
30.04.2019 14:00:00;  4,21
28.05.2019 22:50:00;  13,7
20.06.2019 22:00:00;  4,78
13.07.2019 21:40:00;  1,67
03.08.2019 16:00:00;  2,06
03.09.2019 00:10:00;  1,11
05.10.2019 13:10:00;  1,91
13.11.2019 08:05:00;  1,30
25.12.2019 22:39:00;  3,84
31.01.2020 21:00:00;  3,19
03.02.2020 14:50:00;  21,2
02.03.2020 06:15:00;  5,61
01.04.2020 07:15:00;  1,74
31.05.2020 23:50:00;  3,10
21.06.2020 14:40:00;  26,4
18.07.2020 14:05:00;  13,9
03.08.2020 13:05:00;  13,6
26.09.2020 09:35:00;  6,84
14.10.2020 21:15:00;  9,70
02.11.2020 09:55:00;  7,02
25.12.2020 12:25:00;  3,44
29.01.2021 17:24:15;  20,9
03.02.2021 15:36:05;  7,50
22.03.2021 11:15:05;  3,38
20.04.2021 16:00:00;  7,14
13.05.2021 20:15:00;  6,94
10.06.2021 21:40:00;  3,18
18.07.2021 15:25:00;  16,6
16.08.2021 21:40:00;  19,9
13.09.2021 00:00:00;  2,60
13.10.2021 08:15:00;  2,85
02.11.2021 12:35:00;  2,71
31.12.2021 09:35:00;  6,99
01.01.2022 00:00:00;  4,26
