Messstelle:                ;Leibnitz
03.08.2013 00:00:00;  2,84
05.09.2013 14:45:00;  3,34
25.10.2013 10:15:00;  5,08
03.11.2013 17:00:00;  6,46
22.12.2013 11:30:00;  8,63
22.01.2014 18:15:00;  9,39
01.02.2014 00:00:00;  13,1
30.03.2014 19:30:00;  13,4
17.04.2014 09:30:00;  11,2
31.05.2014 16:15:00;  13,4
22.06.2014 13:00:00;  8,14
20.07.2014 23:00:00;  7,56
30.08.2014 02:00:00;  13,6
30.09.2014 20:15:00;  21,8
21.10.2014 08:00:00;  12,3
05.11.2014 18:30:00;  12,3
30.12.2014 12:00:00;  9,16
28.01.2015 20:45:00;  8,17
08.02.2015 12:15:00;  6,00
24.03.2015 11:15:00;  6,69
28.04.2015 00:30:00;  5,67
12.05.2015 03:30:00;  4,71
14.06.2015 02:45:00;  6,23
23.07.2015 01:45:00;  5,32
31.08.2015 23:00:00;  4,71
02.09.2015 09:45:00;  4,41
04.10.2015 04:00:00;  6,69
20.11.2015 10:45:00;  8,27
27.12.2015 13:45:00;  5,92
05.01.2016 07:15:00;  4,74
01.02.2016 00:15:00;  6,85
30.03.2016 02:45:00;  10,3
27.04.2016 05:45:00;  7,13
01.05.2016 00:15:00;  10,7
08.06.2016 10:30:00;  9,73
12.07.2016 20:45:00;  7,87
09.08.2016 13:45:00;  7,52
26.09.2016 12:45:00;  6,17
02.10.2016 22:30:00;  5,74
05.11.2016 12:15:00;  7,90
31.12.2016 10:45:00;  5,08
07.01.2017 13:00:00;  4,18
01.02.2017 00:00:00;  5,29
25.03.2017 14:00:00;  4,43
26.04.2017 05:30:00;  3,22
31.05.2017 23:15:00;  3,13
23.06.2017 13:00:00;  2,86
24.07.2017 03:30:00;  2,64
27.08.2017 12:00:00;  3,37
01.09.2017 00:00:00;  3,93
29.10.2017 14:00:00;  5,00
02.11.2017 02:00:00;  5,01
08.12.2017 14:45:00;  9,84
31.01.2018 12:30:00;  9,69
26.02.2018 11:30:00;  9,50
01.03.2018 13:00:00;  9,86
30.04.2018 21:15:00;  13,1
02.05.2018 04:30:00;  11,8
30.06.2018 13:00:00;  10,6
30.07.2018 13:00:00;  5,67
22.08.2018 08:45:00;  4,38
29.09.2018 23:00:00;  6,33
24.10.2018 13:30:00;  4,75
17.11.2018 12:00:00;  5,05
29.12.2018 13:30:00;  6,31
26.01.2019 12:15:00;  3,27
21.02.2019 15:00:00;  4,18
03.03.2019 17:00:00;  4,46
03.04.2019 16:45:00;  4,18
03.05.2019 14:15:00;  6,52
19.06.2019 12:45:00;  6,52
24.07.2019 22:30:00;  4,38
19.08.2019 03:00:00;  4,68
02.09.2019 01:00:00;  5,31
21.10.2019 07:45:00;  4,40
02.11.2019 06:30:00;  5,00
15.12.2019 07:45:00;  9,74
22.01.2020 15:15:00;  5,97
22.02.2020 13:15:00;  4,99
19.03.2020 11:00:00;  4,68
10.04.2020 06:15:00;  4,09
31.05.2020 16:00:00;  3,31
03.06.2020 17:00:00;  3,06
06.07.2020 06:45:00;  6,66
13.08.2020 06:00:00;  7,71
20.09.2020 10:45:00;  7,18
10.10.2020 19:45:00;  14,3
30.11.2020 15:45:00;  8,60
01.12.2020 00:00:00;  8,60
18.01.2021 12:00:00;  12,5
28.02.2021 06:15:00;  10,9
30.03.2021 10:15:00;  7,18
30.04.2021 03:45:00;  6,85
01.05.2021 00:00:00;  7,18
30.06.2021 03:30:00;  5,31
28.07.2021 18:15:00;  4,09
15.08.2021 11:45:00;  4,09
25.09.2021 15:15:00;  3,92
04.10.2021 12:45:00;  3,92
01.11.2021 00:00:00;  5,29
24.12.2021 02:20:00;  7,39
