Messstelle:                ;Bruckhäusl
19.06.2013 10:30:00;  11,0
20.07.2013 02:16:00;  3,50
08.08.2013 08:31:00;  2,44
03.09.2013 04:54:00;  3,63
28.10.2013 11:46:00;  1,95
28.11.2013 06:46:00;  1,40
16.12.2013 19:17:00;  1,24
01.01.2014 07:05:00;  4,16
17.02.2014 08:57:00;  2,81
12.03.2014 11:16:00;  1,89
01.04.2014 13:16:00;  5,08
05.05.2014 09:46:00;  11,8
25.06.2014 09:01:00;  6,88
02.07.2014 15:46:00;  4,87
26.08.2014 20:16:00;  11,1
22.09.2014 04:56:00;  5,11
22.10.2014 00:00:00;  3,31
05.11.2014 23:01:00;  3,72
30.12.2014 08:45:00;  1,17
02.01.2015 11:06:00;  1,20
08.02.2015 05:47:00;  1,64
21.03.2015 00:46:00;  2,17
09.04.2015 07:36:00;  7,61
01.05.2015 01:42:00;  10,9
15.06.2015 07:44:00;  7,02
07.07.2015 22:40:00;  3,25
31.08.2015 17:19:00;  4,76
01.09.2015 02:34:00;  5,16
07.10.2015 18:16:00;  2,51
28.11.2015 02:59:00;  1,01
11.12.2015 01:18:00; 0,995
14.01.2016 00:46:00;  1,04
19.02.2016 23:06:00;  2,63
17.03.2016 06:47:00;  4,90
12.04.2016 08:35:00;  8,63
01.05.2016 01:20:00;  10,9
03.06.2016 08:04:00;  11,2
22.07.2016 16:43:00;  4,12
20.08.2016 21:53:00;  4,40
17.09.2016 02:09:00;  2,29
26.10.2016 22:41:00;  2,24
10.11.2016 11:57:00;  1,17
29.12.2016 06:05:00; 0,853
07.01.2017 02:30:00;  1,41
09.02.2017 04:22:00; 0,972
03.03.2017 17:15:00;  4,44
21.04.2017 06:53:00;  6,60
30.05.2017 17:43:00;  5,73
22.06.2017 10:14:00;  4,37
09.07.2017 17:16:00;  3,11
17.08.2017 14:08:00;  8,29
30.09.2017 23:59:55;  2,76
01.10.2017 00:00:00;  2,76
07.11.2017 10:10:00;  2,02
30.12.2017 14:03:00;  4,17
28.01.2018 14:41:00;  5,01
28.02.2018 02:43:00;  1,03
01.03.2018 03:41:00;  1,27
02.04.2018 13:29:00;  8,22
28.05.2018 08:38:00;  6,73
14.06.2018 21:56:00;  5,58
31.07.2018 20:59:00;  3,09
19.08.2018 22:20:00;  1,91
18.09.2018 20:54:00;  4,86
18.10.2018 12:59:00;  2,51
20.11.2018 05:17:00; 0,916
14.12.2018 05:35:00;  1,07
20.01.2019 04:42:00;  1,15
01.02.2019 09:02:00;  4,09
04.03.2019 18:42:00;  4,61
07.04.2019 21:03:00;  11,6
02.05.2019 19:55:00;  5,30
30.06.2019 16:54:00;  9,27
24.07.2019 20:27:00;  2,57
31.08.2019 11:38:00;  4,53
30.09.2019 08:25:00;  5,38
25.10.2019 16:14:00;  6,11
04.11.2019 02:19:00;  5,00
11.12.2019 10:56:00;  1,68
21.01.2020 03:47:00;  1,12
01.02.2020 18:22:00;  5,23
19.03.2020 19:21:00;  3,25
02.04.2020 08:56:00;  4,20
11.05.2020 17:09:00;  5,93
05.06.2020 03:23:00;  5,81
29.07.2020 08:17:00;  5,64
26.08.2020 18:41:00;  5,16
22.09.2020 20:10:00;  7,96
10.10.2020 15:58:00;  2,51
24.11.2020 10:29:00;  4,73
06.12.2020 00:20:00;  3,21
25.01.2021 08:33:00;  1,14
14.02.2021 06:25:00;  1,14
21.03.2021 06:45:00;  1,40
29.04.2021 11:57:00;  2,56
03.05.2021 14:02:00;  7,38
27.06.2021 15:43:00;  8,10
04.07.2021 20:30:00;  5,87
03.08.2021 19:38:00;  8,37
15.09.2021 21:06:00;  6,56
21.10.2021 10:55:00;  4,88
24.11.2021 10:38:00;  3,97
21.12.2021 10:09:00;  3,17
