Messstelle:                ;Mittersill
20.10.2013 03:00:00;  15,5
28.11.2013 21:15:00;  7,04
31.12.2013 06:00:00;  5,60
30.01.2014 09:30:00;  5,14
13.02.2014 07:45:00;  5,31
07.03.2014 09:00:00;  4,92
07.04.2014 15:15:00;  8,04
05.05.2014 11:00:00;  15,9
04.06.2014 08:00:00;  23,8
04.07.2014 17:00:00;  29,9
23.08.2014 06:45:00;  37,6
30.09.2014 21:00:00;  18,3
20.10.2014 12:30:00;  9,29
30.11.2014 16:30:00;  8,25
26.12.2014 20:45:00;  6,06
26.01.2015 21:00:00;  5,11
09.02.2015 07:45:00;  4,54
01.03.2015 11:15:00;  4,54
06.04.2015 07:30:00;  7,27
01.05.2015 12:15:00;  16,5
26.06.2015 17:15:00;  27,8
11.07.2015 15:45:00;  28,3
31.08.2015 14:00:00;  17,6
29.09.2015 20:15:00;  15,8
27.10.2015 15:00:00;  8,76
24.11.2015 08:45:00;  5,11
31.12.2015 12:45:00;  2,89
06.01.2016 07:00:00;  2,89
16.02.2016 06:30:00;  3,03
10.03.2016 11:45:00;  3,19
11.04.2016 10:15:00;  7,27
01.05.2016 09:00:00;  13,4
03.06.2016 07:00:00;  39,9
30.07.2016 12:30:00;  28,3
31.08.2016 13:30:00;  22,4
30.09.2016 13:15:00;  10,1
31.10.2016 03:15:00;  7,75
30.11.2016 10:00:00;  5,51
30.12.2016 06:00:00;  4,18
31.01.2017 07:45:00;  3,14
15.02.2017 10:45:00;  2,89
03.03.2017 12:30:00;  3,50
21.04.2017 09:15:00;  6,36
01.05.2017 11:15:00;  15,8
19.06.2017 12:15:00;  24,6
18.07.2017 08:00:00;  25,1
24.08.2017 16:15:00;  23,7
27.09.2017 16:15:00;  20,4
21.10.2017 15:45:00;  6,81
28.11.2017 03:15:00;  8,25
10.12.2017 07:00:00;  6,58
22.01.2018 16:00:00;  5,51
26.02.2018 02:45:00;  4,00
02.03.2018 03:45:00;  4,18
02.04.2018 11:30:00;  7,27
19.05.2018 14:00:00;  35,5
26.06.2018 19:15:00;  32,8
28.07.2018 14:00:00;  25,1
19.08.2018 11:15:00;  18,4
28.09.2018 13:00:00;  13,8
22.10.2018 15:30:00;  9,03
29.11.2018 07:30:00;  4,91
13.12.2018 03:45:00;  4,91
20.01.2019 11:00:00;  4,18
01.02.2019 10:00:00;  4,35
03.03.2019 08:30:00;  7,51
15.04.2019 14:15:00;  8,00
07.05.2019 06:45:00;  18,0
01.06.2019 02:15:00;  28,8
17.07.2019 15:00:00;  25,1
28.08.2019 15:45:00;  20,8
22.09.2019 14:00:00;  15,5
28.10.2019 07:15:00;  8,50
30.11.2019 23:59:55;  8,53
29.12.2019 06:45:00;  5,31
21.01.2020 08:45:00;  4,54
01.02.2020 08:30:00;  5,31
10.03.2020 13:15:00;  5,11
01.04.2020 13:00:00;  6,36
04.05.2020 02:00:00;  14,7
01.06.2020 10:15:00;  14,8
22.07.2020 11:00:00;  19,0
28.08.2020 12:30:00;  19,5
22.09.2020 16:15:00;  13,8
20.10.2020 06:00:00;  10,1
30.11.2020 06:45:00;  6,46
27.12.2020 03:00:00;  6,14
12.01.2021 06:30:00;  4,91
14.02.2021 08:45:00;  4,54
24.03.2021 08:45:00;  4,72
10.04.2021 09:30:00;  4,54
06.05.2021 14:45:00;  18,0
01.06.2021 12:30:00;  21,6
03.07.2021 12:30:00;  29,8
26.08.2021 12:30:00;  25,1
25.09.2021 13:30:00;  15,5
29.10.2021 17:30:00;  9,29
24.11.2021 11:30:00;  5,31
23.12.2021 03:00:00;  4,36
