Messstelle:                ;Raudaschlsäge
04.09.2013 15:15:00;  6,42
23.10.2013 15:15:00;  2,51
02.11.2013 00:00:00;  5,96
11.12.2013 14:15:00;  4,56
21.01.2014 20:15:00;  4,21
01.02.2014 01:51:15;  4,54
13.03.2014 16:30:00;  6,14
03.04.2014 14:15:00;  4,79
11.05.2014 01:15:00;  9,39
15.06.2014 20:15:00;  4,45
06.07.2014 06:00:00;  4,76
25.08.2014 11:30:00;  5,83
30.09.2014 17:15:00;  10,6
11.10.2014 13:15:00;  2,11
27.11.2014 16:30:00;  1,52
11.12.2014 13:00:00;  1,94
02.01.2015 11:15:00;  6,50
28.02.2015 18:30:00;  4,80
01.03.2015 04:00:00;  4,95
23.04.2015 10:00:00;  9,79
14.05.2015 00:00:00;  8,25
07.06.2015 21:45:00;  8,85
31.07.2015 19:15:00;  4,94
21.08.2015 15:00:00;  4,58
24.09.2015 13:00:00;  3,05
24.10.2015 14:15:00;  4,97
20.11.2015 09:15:00;  2,18
17.12.2015 14:45:00;  3,87
27.01.2016 13:15:00;  5,25
01.02.2016 00:00:00;  11,2
23.03.2016 16:15:00;  4,38
04.04.2016 15:30:00;  2,35
12.05.2016 17:30:00;  11,7
25.06.2016 08:15:00;  11,4
11.07.2016 20:15:00;  10,4
04.08.2016 22:30:00;  8,15
04.09.2016 04:45:00;  7,75
31.10.2016 03:15:00;  6,12
25.11.2016 07:15:00;  5,64
24.12.2016 12:15:00;  6,01
29.01.2017 02:00:00;  6,72
02.02.2017 23:45:00;  1,24
31.03.2017 03:30:00;  8,63
14.04.2017 15:30:00;  6,21
25.05.2017 21:00:00;  6,12
16.06.2017 18:30:00;  2,35
09.07.2017 00:30:00; 0,186
19.08.2017 03:45:00;  1,76
15.09.2017 17:30:00;  6,56
19.10.2017 14:15:00;  6,67
04.11.2017 03:45:00;  7,51
03.12.2017 04:15:00;  7,59
16.01.2018 02:45:00;  11,6
16.02.2018 10:45:00;  1,89
27.03.2018 20:15:00;  6,27
21.04.2018 15:00:00;  9,16
24.05.2018 15:15:00;  3,35
11.06.2018 20:45:00;  2,47
27.07.2018 13:15:00;  3,49
06.08.2018 08:30:00;  4,72
15.09.2018 00:45:00;  5,73
30.10.2018 01:45:00; 0,844
24.11.2018 05:15:00;  4,80
09.12.2018 09:45:00; 0,219
31.01.2019 09:45:00;  9,44
01.02.2019 19:00:00;  2,68
30.03.2019 05:45:00;  14,3
20.04.2019 11:15:00;  5,52
19.05.2019 03:45:00;  19,2
27.06.2019 13:45:00;  5,36
23.07.2019 16:30:00;  4,58
08.08.2019 14:45:00;  4,30
24.09.2019 16:15:00;  5,06
01.10.2019 03:15:00;  5,52
26.11.2019 09:30:00;  5,56
24.12.2019 16:30:00;  5,44
20.01.2020 09:00:00;  3,65
23.02.2020 13:00:00;  6,24
25.03.2020 15:00:00;  5,23
06.04.2020 10:30:00;  2,95
24.05.2020 12:30:00;  4,67
05.06.2020 20:45:00;  4,49
09.07.2020 04:15:00;  5,19
26.08.2020 15:45:00;  2,72
24.09.2020 10:30:00;  1,90
07.10.2020 03:15:00;  3,89
23.11.2020 23:45:00;  6,80
08.12.2020 06:45:00;  3,86
10.01.2021 19:00:00;  6,89
15.02.2021 18:45:00;  5,59
05.03.2021 11:30:00;  5,79
29.04.2021 11:45:00;  6,36
10.05.2021 10:30:00;  2,95
26.06.2021 13:30:00;  5,41
17.07.2021 18:15:00;  5,77
11.08.2021 00:15:00;  1,68
20.09.2021 13:00:00;  5,85
14.10.2021 11:45:00;  5,21
04.11.2021 10:30:00;  5,02
10.12.2021 13:45:00;  7,50
