Messstelle:                ;Rabland
16.08.2013 08:00:00;  6,32
26.09.2013 14:45:00;  5,57
03.10.2013 10:15:00;  4,82
28.11.2013 09:15:00;  7,00
17.12.2013 14:00:00;  4,23
31.01.2014 11:15:00;  3,44
03.02.2014 10:30:00;  4,08
07.03.2014 02:45:00;  4,66
23.04.2014 09:30:00;  9,71
16.05.2014 10:00:00;  13,2
28.06.2014 07:30:00;  9,16
04.07.2014 07:45:00;  8,60
29.08.2014 09:45:00;  7,19
19.09.2014 08:15:00;  6,55
21.10.2014 14:00:00;  4,68
03.11.2014 17:45:00;  6,92
29.12.2014 10:30:00;  6,46
20.01.2015 02:30:00;  3,97
26.02.2015 11:45:00;  2,96
17.03.2015 19:45:00;  3,71
02.04.2015 08:45:00;  3,24
01.05.2015 00:30:00;  6,69
24.06.2015 08:15:00;  7,48
29.07.2015 11:00:00;  5,03
31.08.2015 08:15:00;  4,90
10.09.2015 08:30:00;  4,44
06.10.2015 07:30:00;  4,62
29.11.2015 23:15:00;  3,55
21.12.2015 23:15:00;  2,85
18.01.2016 09:30:00;  2,70
10.02.2016 22:45:00;  2,58
01.03.2016 12:00:00;  2,65
28.04.2016 12:00:00;  5,13
08.05.2016 12:00:00;  4,88
30.06.2016 12:30:00;  10,4
28.07.2016 09:45:00;  6,34
08.08.2016 12:45:00;  7,96
30.09.2016 19:15:00;  6,49
28.10.2016 08:15:00;  4,04
28.11.2016 11:45:00;  3,21
27.12.2016 00:00:00;  2,97
26.01.2017 22:45:00;  2,52
17.02.2017 11:15:00;  2,51
07.03.2017 11:45:00;  2,48
22.04.2017 08:00:00;  2,46
05.05.2017 11:45:00;  3,91
30.06.2017 09:30:00;  4,91
19.07.2017 01:30:00;  5,14
15.08.2017 23:00:00;  5,35
05.09.2017 10:00:00;  6,09
29.10.2017 12:15:00;  3,59
28.11.2017 14:00:00;  2,60
06.12.2017 13:30:00;  2,81
30.01.2018 11:00:00;  3,47
28.02.2018 07:15:00;  2,36
22.03.2018 08:15:00;  2,53
03.04.2018 10:15:00;  5,03
16.05.2018 08:00:00;  14,9
28.06.2018 09:45:00;  6,70
31.07.2018 09:45:00;  5,31
22.08.2018 23:30:00;  4,71
29.09.2018 21:00:00;  6,44
12.10.2018 09:30:00;  3,98
26.11.2018 09:00:00;  6,77
11.12.2018 10:45:00;  4,79
14.01.2019 08:30:00;  4,08
19.02.2019 19:30:00;  3,31
28.03.2019 10:30:00;  3,55
22.04.2019 15:45:00;  5,42
17.05.2019 15:30:00;  9,00
27.06.2019 13:45:00;  10,5
20.07.2019 11:00:00;  6,30
13.08.2019 09:45:00;  5,26
25.09.2019 14:45:00;  5,31
18.10.2019 18:30:00;  4,52
01.11.2019 05:15:00;  5,22
03.12.2019 13:45:00;  5,75
31.01.2020 19:30:00;  4,23
12.02.2020 16:15:00;  3,54
05.03.2020 14:45:00;  3,84
05.04.2020 14:45:00;  4,42
04.05.2020 23:45:00;  9,53
06.06.2020 11:00:00;  11,3
30.07.2020 22:15:00;  7,85
27.08.2020 09:15:00;  7,19
30.09.2020 16:30:00;  11,0
01.10.2020 14:30:00;  10,6
19.11.2020 14:30:00;  6,03
05.12.2020 15:00:00;  5,19
23.01.2021 08:15:00;  4,62
14.02.2021 08:30:00;  4,02
15.03.2021 12:00:00;  4,66
25.04.2021 14:45:00;  7,32
06.05.2021 12:45:00;  11,7
02.06.2021 12:30:00;  13,3
28.07.2021 12:15:00;  7,72
20.08.2021 09:45:00;  8,32
29.09.2021 09:45:00;  4,77
01.10.2021 02:45:00;  4,19
02.11.2021 14:15:00;  4,31
23.12.2021 00:00:00;  3,21
