Messstelle:                ;Niederndorf
19.08.2013 11:25:00;  4,87
10.09.2013 04:05:00;  4,85
23.10.2013 13:55:00;  4,97
05.11.2013 15:45:00;  5,51
05.12.2013 00:45:00;  7,88
21.01.2014 00:35:00;  5,44
28.02.2014 19:35:20;  4,24
04.03.2014 09:20:00;  4,16
08.04.2014 23:30:00;  5,77
02.05.2014 10:45:00;  8,21
29.06.2014 06:45:00;  7,42
26.07.2014 12:40:00;  4,41
16.08.2014 11:25:00;  5,41
10.09.2014 20:30:00;  11,8
20.10.2014 13:20:00;  7,82
26.11.2014 11:10:00;  6,13
05.12.2014 09:40:00;  4,09
01.01.2015 05:00:00;  7,75
03.02.2015 16:10:00;  6,68
16.03.2015 21:35:00;  10,3
08.04.2015 08:35:00;  11,2
19.05.2015 14:05:00;  6,98
17.06.2015 13:10:00;  6,74
17.07.2015 08:35:00;  3,81
31.08.2015 23:55:00;  3,38
23.09.2015 15:35:00;  3,14
03.10.2015 11:50:00;  3,19
24.11.2015 16:20:00;  3,82
31.12.2015 22:15:00;  5,38
23.01.2016 09:15:00;  4,12
17.02.2016 19:20:00;  11,5
10.03.2016 21:55:00;  8,97
29.04.2016 07:40:00;  7,08
01.05.2016 04:30:00;  8,26
30.06.2016 15:50:00;  7,47
11.07.2016 10:20:00;  8,49
31.08.2016 02:15:00;  7,90
16.09.2016 05:00:00;  5,83
02.10.2016 12:30:00;  6,76
30.11.2016 03:10:00;  9,75
07.12.2016 15:25:00;  7,89
31.01.2017 06:40:00;  6,99
01.02.2017 03:05:00;  7,30
16.03.2017 09:25:00;  15,2
16.04.2017 01:45:00;  12,2
31.05.2017 12:55:00;  10,9
23.06.2017 03:50:00;  4,52
12.07.2017 08:00:00;  3,67
16.08.2017 00:15:00;  3,59
01.09.2017 00:10:00;  4,51
04.10.2017 19:35:00;  5,51
19.11.2017 00:30:00;  11,1
21.12.2017 03:15:00;  9,47
16.01.2018 10:30:00;  15,0
27.02.2018 10:45:00;  8,45
07.03.2018 13:45:00;  7,83
30.04.2018 01:40:00;  9,84
31.05.2018 13:40:00;  5,63
01.06.2018 01:35:00;  3,82
31.07.2018 17:25:00;  5,58
23.08.2018 17:50:00;  3,43
19.09.2018 11:25:00;  3,02
23.10.2018 14:25:00;  2,95
22.11.2018 10:05:00;  2,61
02.12.2018 02:00:00;  3,66
31.01.2019 23:35:00;  10,7
01.02.2019 19:50:00;  10,3
29.03.2019 23:00:00;  16,4
29.04.2019 11:10:00;  13,8
02.05.2019 22:30:00;  16,7
29.06.2019 14:40:00;  7,41
02.07.2019 08:20:00;  4,87
28.08.2019 11:50:00;  3,66
17.09.2019 13:10:00;  2,27
04.10.2019 19:05:00;  1,50
04.11.2019 11:25:00;  3,09
20.12.2019 19:15:00;  2,63
27.01.2020 02:15:00;  4,53
23.02.2020 11:05:00;  11,8
31.03.2020 09:40:00;  6,98
27.04.2020 12:30:00;  2,74
22.05.2020 01:30:00;  3,29
04.06.2020 17:50:00;  11,0
27.07.2020 09:40:00;  7,88
01.08.2020 02:50:00;  7,38
24.09.2020 14:25:00;  7,50
08.10.2020 13:15:00;  7,29
30.11.2020 09:15:00;  6,91
04.12.2020 11:15:00;  5,69
17.01.2021 17:20:00;  5,13
15.02.2021 10:30:00;  9,11
09.03.2021 12:10:00;  7,43
09.04.2021 09:55:00;  10,7
10.05.2021 20:30:00;  9,39
30.06.2021 09:55:00;  3,63
13.07.2021 08:40:00;  3,99
16.08.2021 12:00:00;  8,16
30.09.2021 09:05:00;  4,27
04.10.2021 09:40:00;  4,66
16.11.2021 17:15:00;  4,52
01.12.2021 00:00:00;  7,85
