Messstelle:                ;Teufelmühle
13.02.2013 08:15:00;  5,17
27.03.2013 09:30:00;  3,05
07.04.2013 05:30:00;  2,39
21.05.2013 17:15:00;  1,74
18.06.2013 15:00:00;  7,50
29.07.2013 15:15:00;  1,75
29.08.2013 08:15:00;  1,05
03.09.2013 10:00:00;  1,10
08.10.2013 15:00:00;  1,41
20.11.2013 10:00:00;  1,44
04.12.2013 10:00:00;  1,56
17.01.2014 16:00:00;  1,25
27.02.2014 13:45:00;  2,58
09.03.2014 12:45:00;  2,33
29.04.2014 07:30:00;  1,10
02.05.2014 20:00:00;  1,94
21.06.2014 10:45:00;  1,45
16.07.2014 08:00:00; 0,703
15.08.2014 15:15:00;  1,24
07.09.2014 08:30:00;  2,73
07.10.2014 13:45:00;  2,49
30.11.2014 09:00:00;  1,51
29.12.2014 00:00:00; 0,876
02.01.2015 14:15:00;  2,07
04.02.2015 06:15:00;  1,58
13.03.2015 11:30:00;  3,23
28.04.2015 08:00:00;  2,23
20.05.2015 09:45:00;  2,58
04.06.2015 20:15:00;  1,20
25.07.2015 03:15:00; 0,921
15.08.2015 12:30:00; 0,750
01.09.2015 16:15:00;  1,58
02.10.2015 10:30:00;  1,61
18.11.2015 07:30:00;  1,22
23.12.2015 15:00:00;  1,47
02.01.2016 16:00:00;  2,65
20.02.2016 10:45:00;  7,69
30.03.2016 17:00:00;  6,00
23.04.2016 12:30:00;  2,53
17.05.2016 08:00:00;  1,76
19.06.2016 07:15:00;  7,41
11.07.2016 20:30:00;  2,70
29.08.2016 06:30:00;  2,34
04.09.2016 16:45:00;  1,98
05.10.2016 08:15:00; 0,941
05.11.2016 20:00:00; 0,948
11.12.2016 00:00:00;  1,32
05.01.2017 13:55:40;  3,13
15.02.2017 11:15:00;  2,47
17.03.2017 19:00:00;  8,38
11.04.2017 13:30:00;  4,52
23.05.2017 12:45:00;  4,55
25.06.2017 13:00:00;  2,65
20.07.2017 14:45:00;  2,16
18.08.2017 22:45:00;  1,16
08.09.2017 11:30:00;  1,27
29.10.2017 08:15:00;  1,64
04.11.2017 14:45:00;  2,59
19.12.2017 03:00:00;  2,05
23.01.2018 15:00:00;  11,2
28.02.2018 20:04:45;  7,28
09.03.2018 13:30:00;  6,14
28.04.2018 16:00:00;  4,55
15.05.2018 05:45:00;  1,11
06.06.2018 22:45:00;  2,57
30.07.2018 13:45:00;  1,70
21.08.2018 22:30:00; 0,961
30.09.2018 14:15:00;  1,12
15.10.2018 13:15:00; 0,722
28.11.2018 21:00:00; 0,953
02.12.2018 11:30:00;  1,65
30.01.2019 04:15:00;  1,72
17.02.2019 11:00:00;  1,88
01.03.2019 00:30:00;  14,9
17.04.2019 01:15:00;  2,44
18.05.2019 10:45:00;  3,33
12.06.2019 01:30:00;  1,42
25.07.2019 05:45:00;  1,89
07.08.2019 09:15:00;  1,82
01.09.2019 10:00:00;  1,76
21.10.2019 07:30:00;  1,92
20.11.2019 20:45:00;  1,43
03.12.2019 18:30:00;  1,67
17.01.2020 04:30:00;  1,41
10.02.2020 09:15:00;  6,73
31.03.2020 15:30:00;  6,19
23.04.2020 12:00:00;  3,50
06.05.2020 07:45:00;  1,72
03.06.2020 11:15:00;  2,03
06.07.2020 12:45:00;  2,27
02.08.2020 16:00:00;  2,31
21.09.2020 07:00:00;  2,26
10.10.2020 13:00:00;  2,15
19.11.2020 09:45:00;  3,14
04.12.2020 02:30:00;  1,28
11.01.2021 01:00:00;  1,14
24.02.2021 09:15:00;  4,09
04.03.2021 17:15:00;  2,52
28.04.2021 06:45:00;  2,12
11.05.2021 13:15:00;  5,24
23.06.2021 22:45:00;  3,71
14.07.2021 17:15:00;  4,44
17.08.2021 07:15:00;  4,19
29.09.2021 13:45:00;  3,38
12.10.2021 04:00:00;  1,80
21.11.2021 04:15:00;  2,50
22.12.2021 00:40:00;  2,35
